FruitID,Weight,Length,Width,X,Y,Z,CWD_date,FruitID,Brix,Brix_date,FruitID,DM,DM_date
GS1_132.05,489.4,14.5,9,48.715,40.006,3.908,8,GS1_132.05,13.9,7,GS1_132.05,19.2605843768634,8
GS1_132.06,598.1,15,10.5,43.929,35.511,3.477,8,GS1_132.06,11.4,7,GS1_132.06,13.9936102236422,8
GS1_133.01,662.2,17.5,8.5,50.031,42.626,5.152,5,GS1_133.01,10.3,5,GS1_133.01,14.423740510697,5
GS1_133.02,712,18,9,50.109,43.295,5.569,5,GS1_133.02,12.4,5,GS1_133.02,17.1201061712011,5
GS1_133.03,792.2,19,9,53.903,47.391,7.769,5,GS1_133.03,11.3,5,GS1_133.03,16.7763157894737,5
GS1_133.04,752.9,16.5,9,56.802,48.388,8.716,5,GS1_133.04,11.5,5,GS1_133.04,16.0702667534157,5
GS1_133.05,671.3,17,9,49.346,42.081,5.012,5,GS1_133.05,11.4,5,GS1_133.05,15.6785243741765,5
GS1_133.06,773,19.5,8.5,52.942,45.247,6.683,5,GS1_133.06,11.4,5,GS1_133.06,14.0520896426408,5
GS1_134.01,750.9,18,9,52.236,43.571,5.328,5,GS1_134.01,12.8,5,GS1_134.01,16.3239074550129,5
GS1_134.02,762.4,15.5,10.5,51.998,43.545,5.932,5,GS1_134.02,12.2,5,GS1_134.02,16.2232316677482,5
GS1_134.03,705.9,17,9,48.446,39.744,3.836,5,GS1_134.03,14.2,5,GS1_134.03,18.7309334960342,5
GS1_134.04,914.5,18,10.5,49.231,40.608,4.664,5,GS1_134.04,13.1,5,GS1_134.04,19.1176470588235,5
GS1_134.05,733.9,18.5,10,49.696,41.199,4.859,5,GS1_134.05,11.3,5,GS1_134.05,15.1327980234713,5
GS1_134.06,728.8,14.5,9.5,49.986,44.221,6.915,5,GS1_134.06,11.4,5,GS1_134.06,11.9174434087883,5
GS1_135.01,513,15,8.5,55.227,48.651,6.508,1,GS1_135.01,12.3,1,GS1_135.01,17.6056338028169,1
GS1_135.02,473.8,13.5,8.5,56.891,50.73,8.269,1,GS1_135.02,12.1,1,GS1_135.02,15.995115995116,1
GS1_135.03,653.8,16.5,9,52.125,45.754,5.931,1,GS1_135.03,10.6,1,GS1_135.03,14.5527369826435,1
GS1_135.04,761.1,17.5,9,51.547,44.223,6.537,1,GS1_135.04,11.9,1,GS1_135.04,13.7191157347204,1
GS1_135.05,713,18,9,53.505,46.462,5.784,1,GS1_135.05,10.5,1,GS1_135.05,13.6690647482014,1
GS1_135.06,964.5,18,10.5,53.034,46.403,7.132,1,GS1_135.06,11.6,1,GS1_135.06,13.4411947728687,1
GS1_136.01,594.4,16,9,42.979,34.428,3.849,12,GS1_136.01,10.4,10,GS1_136.01,11.1906310995446,12
GS1_136.02,359.8,12.5,8,45.643,36.968,4.298,12,GS1_136.02,12.4,10,GS1_136.02,15.7629255989912,12
GS1_136.03,602.6,15.5,9.5,46.106,36.998,3.953,12,GS1_136.03,9.6,10,GS1_136.03,10.7003891050584,12
GS1_136.04,233.5,12,6,44.837,36.987,4.527,12,GS1_136.04,12.7,10,GS1_136.04,15.8466453674121,12
GS1_136.05,678,17,10,44.98,36.085,3.933,12,GS1_136.05,12.3,9,GS1_136.05,14.2300194931774,12
GS1_136.06,685.8,16.5,10,44.498,36.082,3.9,12,GS1_136.06,9.8,10,GS1_136.06,11.3784135240572,12
GS1_137.01,1011.6,17.5,11.5,48.85,42.574,6.245,4,GS1_137.01,11.8,4,GS1_137.01,15.7426420260096,4
GS1_137.02,757.3,16.5,10,51.681,45.368,6.57,4,GS1_137.02,12.5,4,GS1_137.02,15.0740242261104,4
GS1_137.03,616.3,16,10,49.373,43.219,6.483,4,GS1_137.03,12,4,GS1_137.03,14.7038801906059,4
GS1_137.04,982.3,18,11,56.397,49.311,9.596,4,GS1_137.04,10.2,4,GS1_137.04,14.0575079872204,4
GS1_137.05,1095.4,18.5,12,47.967,41.84,6.484,4,GS1_137.05,10.6,6,GS1_137.05,14.5394736842105,4
GS1_137.06,916.8,17.5,10.5,52.102,45.843,6.563,4,GS1_137.06,10.7,6,GS1_137.06,13.6194029850746,4
GS1_138.01,520.2,13.5,9.5,47.302,39.798,4.534,3,GS1_138.01,10,3,GS1_138.01,13.2914046121593,3
GS1_138.02,745.1,16,9.5,49.124,41.257,5.182,3,GS1_138.02,11,3,GS1_138.02,18.9352084379709,3
GS1_138.03,730.4,15.5,10,49.173,42.405,5.877,3,GS1_138.03,11.6,3,GS1_138.03,8.81995133819951,3
GS1_138.04,706.9,13.5,10,49.957,42.736,5.099,3,GS1_138.04,11,3,GS1_138.04,13.0392474862147,3
GS1_138.05,563.7,15,9.5,47.399,39.346,4.459,3,GS1_138.05,11.7,3,GS1_138.05,14.4633809304468,3
GS1_138.06,526.7,14,9,46.384,38.382,4.564,3,GS1_138.06,11.5,3,GS1_138.06,15.3479125248509,3
GS1_139.01,747.2,16,10.5,47.158,39.971,6.049,1,GS1_139.01,9.2,1,GS1_139.01,12.2206703910615,1
GS1_139.02,929.9,16.5,11.5,49.352,42.92,8.405,1,GS1_139.02,10.6,1,GS1_139.02,12.7809890815671,1
GS1_139.03,865.2,18,10.5,46.303,38.631,5.737,1,GS1_139.03,10.2,1,GS1_139.03,12.5790139064475,1
GS1_139.04,859.5,16.5,11,48.372,41.439,7.972,1,GS1_139.04,10.6,1,GS1_139.04,11.4195583596215,1
GS1_139.05,792.2,15,11.5,46.328,39.602,6.486,1,GS1_139.05,10.9,1,GS1_139.05,14.1176470588235,1
GS1_139.06,993.2,19.5,10,46.054,39.103,5.706,1,GS1_139.06,11.4,1,GS1_139.06,13.4601832276251,1
GS1_14.01,1191.3,19.5,11.5,49.44,41.585,5.622,1,GS1_14.01,10,1,GS1_14.01,13.7404580152672,1
GS1_14.02,926.3,18,11,48.995,41.678,5.497,1,GS1_14.02,11.4,1,GS1_14.02,14.6978021978022,1
GS1_14.03,1088.1,18,11,50.813,42.869,5.835,1,GS1_14.03,11.3,1,GS1_14.03,12.4301675977654,1
GS1_14.04,524.6,14,9.5,48.58,40.46,4.965,1,GS1_14.04,12.8,1,GS1_14.04,14.5239749826268,1
GS1_14.05,906.9,18,11.5,48.787,40.019,4.727,1,GS1_14.05,11.6,1,GS1_14.05,13.9777468706537,1
GS1_14.06,1022.8,17,11,47.447,39.627,4.654,1,GS1_14.06,10.5,1,GS1_14.06,12.7052105638829,1
GS1_140.01,1306.5,20,11.5,50.079,41.846,4.725,10,GS1_140.01,13.9,8,GS1_140.01,15.8957654723127,10
GS1_140.02,676.7,17.5,9.5,47.904,38.362,4.069,10,GS1_140.02,14.7,8,GS1_140.02,18.4005661712668,10
GS1_140.03,811.3,18,10,49.595,41.689,5.167,10,GS1_140.03,14.5,8,GS1_140.03,14.0387275242047,10
GS1_140.04,909,18,11,49.167,40.242,4.752,10,GS1_140.04,13.6,8,GS1_140.04,17.2610556348074,10
GS1_140.05,917.4,18,11,51.187,42.92,4.376,10,GS1_140.05,14,8,GS1_140.05,17.7459526774595,10
GS1_141.01,420.4,14.5,8.5,44.586,37.736,4.153,8,GS1_141.01,10,10,GS1_141.01,14.5299145299145,8
GS1_141.02,832.9,15.5,10.5,46.857,39.765,5.063,8,GS1_141.02,12.6,10,GS1_141.02,15.5650319829424,8
GS1_141.03,556.6,14.5,8.5,49.244,41.961,5.665,8,GS1_141.03,10.3,10,GS1_141.03,13.1926121372032,8
GS1_141.04,801.5,16.5,10,50.696,43.506,5.053,8,GS1_141.04,10.6,10,GS1_141.04,14.2857142857143,8
GS1_141.05,411.5,13,8,48.063,40.26,4.885,8,GS1_141.05,9,10,GS1_141.05,12.4057573680603,8
GS1_141.06,560.1,14.5,9,48.677,41.062,4.239,8,GS1_141.06,11.7,9,GS1_141.06,15.238718116416,8
GS1_142.01,1026.8,20.5,10.5,50.413,42.175,4.823,12,GS1_142.01,11.3,10,GS1_142.01,14.5985401459854,12
GS1_142.02,1108.1,20,10.5,48.974,40.982,4.516,12,GS1_142.02,11.9,10,GS1_142.02,14.4444444444444,12
GS1_142.03,870.4,19.5,11,48.751,40.387,4.324,12,GS1_142.03,12.1,10,GS1_142.03,16.4383561643836,12
GS1_142.04,452.4,17,7.5,49.068,41.173,5.218,12,GS1_142.04,8,10,GS1_142.04,9.16363636363636,12
GS1_142.05,407.7,14,7.5,46.932,38.893,4.378,12,GS1_142.05,10.6,10,GS1_142.05,12.2207621550591,12
GS1_142.06,1021.6,18.5,10,47,39.71,4.776,12,GS1_142.06,12.2,10,GS1_142.06,14.2950391644909,12
GS1_143.01,955.2,16,11,51.438,43.278,5.227,12,GS1_143.01,13,9,GS1_143.01,14.3306096794469,12
GS1_143.02,904.6,17,11,43.427,36.216,4.296,12,GS1_143.02,12.5,10,GS1_143.02,15.9344262295082,12
GS1_143.03,797.4,16,10.5,46.376,39.044,4.778,12,GS1_143.03,10.2,9,GS1_143.03,12,12
GS1_143.04,722.4,14.5,10.5,47.885,40.018,4.814,12,GS1_143.04,13.1,10,GS1_143.04,14.9281698938164,12
GS1_143.05,455.5,11.5,8.5,49.976,41.575,4.285,12,GS1_143.05,11.4,9,GS1_143.05,18.8376753507014,12
GS1_143.06,178.4,9.5,6.5,42.824,34.066,3.643,12,GS1_143.06,12.6,9,GS1_143.06,16.6952054794521,12
GS1_144.01,686.7,15,9.5,52.486,44.888,6.579,4,GS1_144.01,11.6,4,GS1_144.01,16.2114014251781,4
GS1_144.02,923.5,18,10.5,50.242,41.838,5.005,4,GS1_144.02,11.4,4,GS1_144.02,14.9397590361446,4
GS1_144.03,538.4,14.5,8.5,50.322,42.262,5.522,4,GS1_144.03,13,4,GS1_144.03,19.500594530321,4
GS1_144.04,713.6,17,9.5,48.83,40.162,4.448,4,GS1_144.04,11.3,4,GS1_144.04,14.9689440993789,4
GS1_144.05,853.3,17,10,51.757,43.688,4.744,4,GS1_144.05,11.8,6,GS1_144.05,15.9609120521173,4
GS1_144.06,1033.7,18,11,50.302,42.012,5.249,4,GS1_144.06,13.3,4,GS1_144.06,17.9676985195155,4
GS1_145.01,788.8,17.5,10.5,51.102,42.234,4.772,4,GS1_145.01,11.5,6,GS1_145.01,16.9654289372599,4
GS1_145.02,608.8,16,9,49.462,40.633,4.237,4,GS1_145.02,11.9,4,GS1_145.02,16.4420485175202,4
GS1_145.03,927.3,17.5,10.5,51.278,42.194,5.258,4,GS1_145.03,11,4,GS1_145.03,15.530303030303,4
GS1_145.04,562,16,8.5,48.41,39.387,4.371,4,GS1_145.04,9.9,4,GS1_145.04,12.9986244841816,4
GS1_145.05,661.7,16.5,10.5,53.964,46.214,4.821,4,GS1_145.05,10.8,4,GS1_145.05,16.2971839424805,4
GS1_145.06,528.8,14.5,9.5,49.741,40.514,4.407,4,GS1_145.06,10.5,4,GS1_145.06,12.5848241826033,4
GS1_146.01,768.5,15.5,9,50.352,43.76,5.799,3,GS1_146.01,9.9,3,GS1_146.01,11.9047619047619,3
GS1_146.02,711.9,14.5,10,50.077,41.136,4.755,3,GS1_146.02,10.9,3,GS1_146.02,14.5442792501616,3
GS1_146.03,832.1,15.5,9.5,47.385,40.967,5.32,3,GS1_146.03,10.6,3,GS1_146.03,12.1786197564276,3
GS1_146.04,652.7,14,10.5,44.437,37.008,4.048,3,GS1_146.04,9.5,3,GS1_146.04,14.5278450363196,3
GS1_146.05,1235.8,17,11,50.003,42.229,4.812,3,GS1_146.05,11.1,3,GS1_146.05,15.0094996833439,3
GS1_146.06,639.7,13.5,10,46.687,39.444,4.732,3,GS1_146.06,12,3,GS1_146.06,14.1752577319588,3
GS1_147.01,740.3,17,10,49.621,40.858,4.205,3,GS1_147.01,14,3,GS1_147.01,16.304347826087,3
GS1_147.02,321.1,10,8,57.337,49.803,5.633,3,GS1_147.02,11.4,3,GS1_147.02,17.3233270794246,3
GS1_147.03,877.8,17.5,10.5,50.444,41.71,5.133,3,GS1_147.03,12.3,4,GS1_147.03,15.0100066711141,3
GS1_147.04,782.8,17.5,9.5,48.173,40.232,4.512,3,GS1_147.04,11.5,3,GS1_147.04,13.1363922061596,3
GS1_147.05,730.6,15,10,54.626,46.244,5.995,3,GS1_147.05,11.6,3,GS1_147.05,14.0339836375079,3
GS1_147.06,793.1,18.5,9,51.327,42.575,4.87,3,GS1_147.06,11.3,3,GS1_147.06,14.4570707070707,3
GS1_148.01,811.6,16.5,10,47.823,41.027,5.093,10,GS1_148.01,11.3,8,GS1_148.01,13.9943741209564,10
GS1_148.02,487,13.5,8,45.987,38.917,4.47,10,GS1_148.02,11.3,8,GS1_148.02,14.1757536882617,10
GS1_148.03,470.1,14,8.5,46.5,39.863,5.305,10,GS1_148.03,11.5,8,GS1_148.03,13.6102236421725,10
GS1_148.04,504.8,14.5,8,46.457,39.817,4.613,10,GS1_148.04,10.8,8,GS1_148.04,13.9636819035692,10
GS1_148.05,470.2,13.5,8.5,49.113,41.947,5.641,10,GS1_148.05,11.3,9,GS1_148.05,12.5,10
GS1_148.06,1120.3,15.5,11,49.842,42.213,4.88,10,GS1_148.06,11.6,9,GS1_148.06,13.5076252723312,10
GS1_149.01,802,14.5,9,52.163,44.493,5.322,6,GS1_149.01,9.9,7,GS1_149.01,12.547288776797,6
GS1_149.02,1083.3,16.5,10,49.984,41.624,4.805,6,GS1_149.02,12,7,GS1_149.02,14.7186147186147,6
GS1_149.03,603,14,8.5,49.361,41.432,6.194,6,GS1_149.03,11.8,7,GS1_149.03,14.7615937295885,6
GS1_149.04,561.1,13.5,8,50.151,41.504,5.91,6,GS1_149.04,13,7,GS1_149.04,15.7303370786517,6
GS1_149.05,559.3,13,8.5,50.621,41.951,6.012,6,GS1_149.05,11.8,7,GS1_149.05,13.6476426799007,6
GS1_149.06,438.4,12,8.5,48.416,40.842,5.282,6,GS1_149.06,13.1,7,GS1_149.06,15.7963446475196,6
GS1_15.01,765.3,15.5,10,50.822,42.497,4.716,10,GS1_15.01,12.8,8,GS1_15.01,17.2631578947368,10
GS1_15.02,589.9,16,9,47.754,38.418,3.84,10,GS1_15.02,14.5,9,GS1_15.02,17.0454545454545,10
GS1_15.03,608.1,14.5,10,53.246,46.236,5.049,10,GS1_15.03,12.8,9,GS1_15.03,19.2932862190813,10
GS1_15.04,779.2,15.5,10,47.575,38.926,4.296,10,GS1_15.04,13,9,GS1_15.04,14.8771929824561,10
GS1_15.05,781.1,16,9.5,53.514,45.185,4.53,10,GS1_15.05,13.5,9,GS1_15.05,20.5443940375891,10
GS1_15.06,549.2,13.5,9.5,47.162,39.68,3.991,10,GS1_15.06,12.9,9,GS1_15.06,16.2943495400788,10
GS1_151.01,833,18,10.5,49.699,41.514,3.941,12,GS1_151.01,12.3,9,GS1_151.01,17.0957095709571,12
GS1_151.02,860.3,17,10.5,48.732,40.635,3.964,12,GS1_151.02,12.4,9,GS1_151.02,17.0841361592807,12
GS1_151.03,1506.3,22.5,12,53.594,45.395,5.059,12,GS1_151.03,12,9,GS1_151.03,15.7622739018088,12
GS1_151.04,1171,20,11.5,49.362,40.728,4.248,12,GS1_151.04,11.9,9,GS1_151.04,14.0551445864156,12
GS1_151.05,784.3,16.5,11,51.711,43.535,4.829,12,GS1_151.05,12.5,10,GS1_151.05,19.7766097240473,12
GS1_151.06,1058,21.5,10.5,47.555,39.05,4.284,12,GS1_151.06,8.3,9,GS1_151.06,10.0990099009901,12
GS1_152.01,764.5,16,10.5,54.387,46.235,8.156,3,GS1_152.01,12.5,3,GS1_152.01,14.829142488717,3
GS1_152.02,670.2,15,10,52.684,45.004,8.535,3,GS1_152.02,9.3,3,GS1_152.02,10.7374631268437,3
GS1_152.03,586.1,16,9.5,53.187,45.336,8.678,3,GS1_152.03,10,3,GS1_152.03,11.7796073464218,3
GS1_152.04,532.1,14,10,53.034,45.305,9.365,3,GS1_152.04,11.7,3,GS1_152.04,14.5409735058534,3
GS1_152.05,411.5,13,9,48.114,39.791,5.788,3,GS1_152.05,12.9,3,GS1_152.05,17.0682730923695,3
GS1_152.06,267.2,11.5,7.5,51.832,44.021,8.077,3,GS1_152.06,11.5,3,GS1_152.06,13.8634764250528,3
GS1_153.01,787.7,18,9,49.886,42.029,6.29,9,GS1_153.01,11.7,10,GS1_153.01,11.5003304692664,9
GS1_153.02,1020.6,18.5,10,53.187,45.029,7.576,9,GS1_153.02,11.8,10,GS1_153.02,12.7272727272727,9
GS1_153.03,594.2,17,9,50.742,43.305,6.147,9,GS1_153.03,11.2,10,GS1_153.03,11.8272425249169,9
GS1_153.04,994.2,20.5,10,52.706,45.04,7.745,9,GS1_153.04,9.9,10,GS1_153.04,10.1811367895066,9
GS1_153.05,827.2,17.5,10,53.949,46.46,8.011,9,GS1_153.05,11.5,10,GS1_153.05,12.7272727272727,9
GS1_153.06,763,16.5,9.5,56.234,48.901,9.455,9,GS1_153.06,11.2,10,GS1_153.06,13.9520958083832,9
GS1_154.01,975,21,10.5,49.241,41.363,4.487,1,GS1_154.01,7.5,1,GS1_154.01,10.4571070757671,1
GS1_154.02,652.6,18,9.5,46.936,39.125,4.491,1,GS1_154.02,9.1,1,GS1_154.02,11.0546378653113,1
GS1_154.03,1080.8,20.5,11,48.984,41.31,4.857,1,GS1_154.03,9.1,1,GS1_154.03,9.83290488431877,1
GS1_154.04,1284.9,21.5,11.5,54.819,47.164,5.53,1,GS1_154.04,9.7,1,GS1_154.04,11.9922630560928,1
GS1_154.05,393.3,16,8,48.558,41.965,5.16,1,GS1_154.05,11.2,1,GS1_154.05,15.6271418779986,1
GS1_154.06,811.3,17.5,10.5,51.796,45.212,6.878,1,GS1_154.06,10.7,1,GS1_154.06,12.7753303964758,1
GS1_155.01,828.4,18,10,50.587,43.251,6.22,1,GS1_155.01,14,1,GS1_155.01,17.0096852300242,1
GS1_155.02,666.7,14.5,9,49.769,42.343,6.647,1,GS1_155.02,13.1,1,GS1_155.02,16.5344722391702,1
GS1_155.03,629.1,16.5,9,51.504,43.204,5.849,1,GS1_155.03,13.4,1,GS1_155.03,15.8710477371358,1
GS1_155.04,567.4,16,8.5,50.643,42.478,6.42,1,GS1_155.04,13.8,1,GS1_155.04,18.9054726368159,1
GS1_155.05,476.3,16,8,49.749,41.365,6.293,1,GS1_155.05,11.2,1,GS1_155.05,13.5309278350515,1
GS1_155.06,588.4,17.5,8.5,49.114,40.751,5.061,1,GS1_155.06,12.2,1,GS1_155.06,14.7456535737283,1
GS1_156.01,810.7,19,10.5,50.736,42.833,5.444,7,GS1_156.01,11.8,6,GS1_156.01,13.6986301369863,7
GS1_156.02,223.2,11,7,50.569,41.559,4.886,7,GS1_156.02,9.7,6,GS1_156.02,11.7069980379333,7
GS1_156.03,437.3,14.5,9,48.789,41.745,5.977,7,GS1_156.03,12.2,6,GS1_156.03,13.0960854092527,7
GS1_156.04,512.8,15.5,9,50.751,43.503,6.128,7,GS1_156.04,12.6,6,GS1_156.04,17.1331058020478,7
GS1_156.05,345.7,14,8,48.616,40.804,6.007,7,GS1_156.05,12.6,6,GS1_156.05,15.6064461407973,7
GS1_156.06,614.1,16.5,9.5,50.017,42.41,5.436,7,GS1_156.06,13.1,6,GS1_156.06,16.9547872340426,7
GS1_157.01,414.2,14.5,8.5,49.764,43.095,6.247,7,GS1_157.01,11.8,6,GS1_157.01,14.3524699599466,7
GS1_157.02,1023.4,17.5,10.5,50.586,43.453,5.569,7,GS1_157.02,11,6,GS1_157.02,16.3157894736842,7
GS1_157.03,437.9,13,8.5,52.808,46.094,7.507,7,GS1_157.03,11.4,6,GS1_157.03,15.4498044328553,7
GS1_157.04,613.1,15,8.5,51.181,43.648,5.898,7,GS1_157.04,10.8,6,GS1_157.04,14.2019543973941,7
GS1_157.05,344.7,12,8,53.702,46.932,7.77,7,GS1_157.05,11.8,6,GS1_157.05,13.452299245024,7
GS1_157.06,474.3,13.5,8.5,53.263,46.746,7.454,7,GS1_157.06,10.7,6,GS1_157.06,14.0039447731755,7
GS1_158.01,1024.7,21,11.5,47.015,39.569,4.932,8,GS1_158.01,11.3,7,GS1_158.01,13.2646880678377,8
GS1_158.02,841,20.5,10.5,52.928,45.885,7.08,8,GS1_158.02,13,7,GS1_158.02,14.7820965842167,8
GS1_158.03,845.1,22,9.5,51.693,44.859,6.801,8,GS1_158.03,11.8,7,GS1_158.03,15.1452282157676,8
GS1_158.04,1117.8,22.5,11,51.21,44.288,6.775,8,GS1_158.04,10.8,7,GS1_158.04,12.7250155183116,8
GS1_158.05,1011.8,22,10.5,51.322,44.78,6.784,8,GS1_158.05,10.7,7,GS1_158.05,13.1116687578419,8
GS1_158.06,619.3,19,9.5,50.694,43.437,4.743,8,GS1_158.06,13.5,7,GS1_158.06,18.26801517067,8
GS1_159.01,592,15.5,9,51.31,43.428,6.018,7,GS1_159.01,9.2,6,GS1_159.01,12.4215809284818,7
GS1_159.02,585.7,17,8,49.419,41.11,5.5,7,GS1_159.02,11.2,6,GS1_159.02,13.3962264150943,7
GS1_159.03,485,15,8,47.383,38.993,4.804,7,GS1_159.03,11.8,6,GS1_159.03,13.530522341095,7
GS1_159.04,555.5,13.5,9,53.397,45.431,6.314,7,GS1_159.04,13.1,6,GS1_159.04,14.6649810366625,7
GS1_159.05,403.5,14,7.5,49.614,41.125,4.893,7,GS1_159.05,13.4,6,GS1_159.05,19.037508846426,7
GS1_159.06,356.1,12,8,47.222,39.693,4.982,7,GS1_159.06,10.2,6,GS1_159.06,13.0913804277382,7
GS1_16.01,729.5,16,10,49.74,41.697,5.019,8,GS1_16.01,12.4,7,GS1_16.01,15.6824146981627,8
GS1_16.02,645.3,15,9.5,50.532,42.209,4.927,8,GS1_16.02,11.8,7,GS1_16.02,17.1819262782402,8
GS1_16.03,644.4,15,9.5,49.682,41.432,4.719,8,GS1_16.03,12.6,7,GS1_16.03,15.3540701522171,8
GS1_16.04,456.2,12.5,8,55.359,47.967,6.996,8,GS1_16.04,11.7,7,GS1_16.04,17.6735218508997,8
GS1_16.05,537.2,15,8.5,54.465,47.71,6.18,8,GS1_16.05,12.8,7,GS1_16.05,19.5431472081218,8
GS1_16.06,571.6,15.5,10,44.923,35.968,3.408,8,GS1_16.06,13.8,7,GS1_16.06,16.8335419274093,8
GS1_160.1,724.3,16,9.5,51.299,44.325,5.897,1,GS1_160.1,10.1,1,GS1_160.1,12.1604938271605,1
GS1_160.2,525.1,15.5,9,52.595,45.903,6.093,1,GS1_160.2,10.5,1,GS1_160.2,13.1224764468371,1
GS1_160.3,547.1,15,9.5,49.104,42.533,5.588,1,GS1_160.3,9.5,1,GS1_160.3,11.4896459585838,1
GS1_160.4,465.7,14.5,8.5,49.565,42.909,5.575,1,GS1_160.4,11.8,1,GS1_160.4,14.8874364560639,1
GS1_160.5,690.6,18.5,9.5,49.52,41.563,4.885,1,GS1_160.5,11.7,1,GS1_160.5,17.0664838930775,1
GS1_160.6,510.5,16,8.5,49.925,42.447,5.218,1,GS1_160.6,10.8,1,GS1_160.6,14.3044619422572,1
GS1_161.01,561.8,19.5,8.5,51.703,43.781,6.278,9,GS1_161.01,9.1,10,GS1_161.01,9.99342537804076,9
GS1_161.02,354,15.5,7.5,53.072,45.339,7.417,9,GS1_161.02,13.5,10,GS1_161.02,15.3481012658228,9
GS1_161.03,659.1,20,8.5,52.784,44.865,6.54,9,GS1_161.03,13.5,10,GS1_161.03,16.2033898305085,9
GS1_161.04,266.4,15,6.5,49.929,42.219,5.841,9,GS1_161.04,12.8,7,GS1_161.04,14.7488874761602,9
GS1_161.05,615.1,17,9.5,48.946,41.6,7.113,9,GS1_161.05,11.2,10,GS1_161.05,11.1735769501054,9
GS1_161.06,690.1,20,9.5,50.445,42.986,6.667,9,GS1_161.06,10.1,7,GS1_161.06,11.0169491525424,9
GS1_162.01,852.1,19.5,10.5,46.565,38.99,4.749,5,GS1_162.01,9,5,GS1_162.01,11.0652920962199,5
GS1_162.02,610.3,18,8.5,47.832,39.562,4.604,5,GS1_162.02,13.8,5,GS1_162.02,15.9517426273458,5
GS1_162.03,628.5,18.5,9,52.707,45.769,8.032,5,GS1_162.03,10,5,GS1_162.03,13.0353817504656,5
GS1_162.04,525.9,17,8.5,52.541,43.817,6.796,5,GS1_162.04,10.9,5,GS1_162.04,15.6779661016949,5
GS1_162.05,397,14,7.5,54.102,46.634,8.116,5,GS1_162.05,13.2,5,GS1_162.05,15.1553582752061,5
GS1_163.01,602.2,15,9.5,51.778,43.299,7.434,7,GS1_163.01,11.6,6,GS1_163.01,15.531914893617,7
GS1_163.02,396.3,12.5,8.5,50.857,42.132,6.768,7,GS1_163.02,12.7,6,GS1_163.02,17.139175257732,7
GS1_163.03,359.6,10.5,9,51.233,42.993,6.169,7,GS1_163.03,12.8,6,GS1_163.03,17.5666883539362,7
GS1_163.04,543.9,14.5,9,53.589,45.888,9.59,7,GS1_163.04,12.6,6,GS1_163.04,15.038115038115,7
GS1_163.05,579.6,15.5,9,51.867,42.869,8.123,7,GS1_163.05,11.4,6,GS1_163.05,16.0161507402423,7
GS1_163.06,464.1,13.5,8.5,52.135,43.544,7.863,7,GS1_163.06,12.7,6,GS1_163.06,15.9525379037574,7
GS1_164.01,565.9,13.5,9.5,53.578,46.078,6.723,7,GS1_164.01,12.2,6,GS1_164.01,15.6398104265403,7
GS1_164.02,614.6,17.5,9,50.256,41.523,4.321,7,GS1_164.02,11.7,6,GS1_164.02,13.9248704663212,7
GS1_164.03,655,15.5,9.5,51.548,44.125,5.039,7,GS1_164.03,11.7,6,GS1_164.03,17.9133858267717,7
GS1_164.04,409.6,15,7.5,51.723,42.832,4.862,7,GS1_164.04,12.2,6,GS1_164.04,18.4796044499382,7
GS1_164.05,577.5,15.5,9.5,52.724,45.075,5.242,7,GS1_164.05,12.1,6,GS1_164.05,16.8147208121827,7
GS1_164.06,367.4,12.5,8.5,54.551,48.386,6.232,7,GS1_164.06,11.4,6,GS1_164.06,15.3514180024661,7
GS1_165.01,515.1,15,8,54.173,46.622,6.362,6,GS1_165.01,13.9,3,GS1_165.01,21.4375,6
GS1_165.02,922.1,18.5,11,56.219,49.361,7.379,6,GS1_165.02,13,3,GS1_165.02,17.8683385579937,6
GS1_165.03,602.8,15,9.5,56.222,49.172,8.081,6,GS1_165.03,11,3,GS1_165.03,15.8584534731324,6
GS1_165.04,594.4,16,9,59.231,51.762,10.13,6,GS1_165.04,10.8,3,GS1_165.04,13.5402906208719,6
GS1_165.05,486,14,8,58.289,50.732,9.83,6,GS1_165.05,10.8,3,GS1_165.05,13.7758296806512,6
GS1_165.06,711.8,18.5,8,55.599,47.677,6.079,6,GS1_165.06,14.2,3,GS1_165.06,20.6653870761356,6
GS1_166.01,538.7,15.5,9,49.84,41.172,4.164,1,GS1_166.01,12,1,GS1_166.01,16.8346176644932,1
GS1_166.02,762.9,14.5,9.5,57.874,50.595,6.122,1,GS1_166.02,11.6,1,GS1_166.02,21.6924110141034,1
GS1_166.03,674.3,17,10,50.979,42.823,5.511,1,GS1_166.03,12.6,1,GS1_166.03,14.8526758869513,1
GS1_166.04,729,17,10,51.773,43.886,5.498,1,GS1_166.04,12,1,GS1_166.04,13.1114130434783,1
GS1_166.05,490.8,15,8.5,49.364,41.162,4.53,1,GS1_166.05,9.4,1,GS1_166.05,15.7666045934202,1
GS1_166.06,791.9,17,10.5,48.494,40.284,5.398,1,GS1_166.06,12.4,1,GS1_166.06,14.5106091718001,1
GS1_167.01,1424.1,21,11.5,50.37,42.679,6.303,5,GS1_167.01,11.4,5,GS1_167.01,17.1183079973562,5
GS1_167.02,667.2,16,9,54.884,46.48,6.885,5,GS1_167.02,12.9,5,GS1_167.02,16.4713541666667,5
GS1_167.03,1197.5,18.5,11.5,51.017,42.457,4.897,5,GS1_167.03,12.7,5,GS1_167.03,15.6944444444444,5
