FruitID,Weight,Length,Width,X,Y,Z,CWD_date,FruitID,Brix,Brix_date,FruitID,DM,DM_date
GS1_167.04,732.8,17,8.5,51.985,43.376,5.906,5,GS1_167.04,13.1,5,GS1_167.04,17.5152749490835,5
GS1_167.05,830.9,17.5,9,50.897,43.142,6.699,5,GS1_167.05,13.4,5,GS1_167.05,15.4886293792256,5
GS1_167.06,597.1,17,8.5,52.09,44.091,4.949,5,GS1_167.06,11.9,5,GS1_167.06,17.9738562091503,5
GS1_168.01,794.1,15.5,10,49.952,41.641,4.782,10,GS1_168.01,10.8,8,GS1_168.01,16.1575016972166,10
GS1_168.02,490.4,14.5,9,50.87,42.25,4.301,10,GS1_168.02,13.2,8,GS1_168.02,17.639673571877,10
GS1_168.03,473.1,12.5,9,49.175,41.398,4.303,10,GS1_168.03,13.7,8,GS1_168.03,19.1609267376331,10
GS1_168.04,475.5,13,9,49.56,41.68,4.207,10,GS1_168.04,12.6,8,GS1_168.04,16.7366526694661,10
GS1_168.05,624.6,13.5,10.5,49.693,42.404,5.014,10,GS1_168.05,13.3,8,GS1_168.05,17.8002894356006,10
GS1_168.06,714.4,14.5,10,51.312,43.808,6.67,10,GS1_168.06,10.5,8,GS1_168.06,12.1546961325967,10
GS1_169(1/2).01,781.8,19,10,51.662,45.753,6.766,9,GS1_169(1/2).01,9.7,10,GS1_169(1/2).01,12.168284789644,9
GS1_169(1/2).02,582.8,17,9,49.281,42.754,6.171,9,GS1_169(1/2).02,12.1,10,GS1_169(1/2).02,13.5169762972454,9
GS1_169(1/2).03,612.8,17.5,9,52.096,45.726,7.11,9,GS1_169(1/2).03,13.2,10,GS1_169(1/2).03,19.6649672250546,9
GS1_169(1/2).04,638.8,19,9,45.424,38.82,5.081,9,GS1_169(1/2).04,8.2,10,GS1_169(1/2).04,10.958904109589,9
GS1_169(1/2).05,580.3,17.5,9,52.025,45.26,6.064,9,GS1_169(1/2).05,13.3,10,GS1_169(1/2).05,19.25,9
GS1_169(1/2).06,783.1,18,10.5,48.548,42.373,6.13,9,GS1_169(1/2).06,7.9,10,GS1_169(1/2).06,9.27246790299572,9
GS1_17.01,758.8,18.5,9,49.945,42.05,4.73,8,GS1_17.01,10.1,7,GS1_17.01,13.2802124833997,8
GS1_17.02,676.5,15,9.5,50.214,42.49,5.043,8,GS1_17.02,12.1,7,GS1_17.02,15.0920245398773,8
GS1_17.03,598.5,16,8,49.222,41.604,5.55,8,GS1_17.03,10.1,7,GS1_17.03,15.0955021565003,8
GS1_17.04,637.7,19.5,9,47.401,38.867,4.713,8,GS1_17.04,10.7,7,GS1_17.04,15.0344827586207,8
GS1_17.05,630.9,18,9,50.36,42.645,5.972,8,GS1_17.05,11.7,7,GS1_17.05,14.9902660609994,8
GS1_17.06,577.5,16,9,47.675,39.569,4.86,8,GS1_17.06,10.8,7,GS1_17.06,14.0779907468605,8
GS1_170.01,1067.8,17.5,10,51.361,45.264,7.168,3,GS1_170.01,11.6,3,GS1_170.01,13.7096774193548,3
GS1_170.01,1028.2,17.5,10.5,51.793,45.993,9.198,8,GS1_170.01,11.1,10,GS1_170.01,13.6300417246175,8
GS1_170.02,715.5,14.5,10,49.267,43.342,6.032,3,GS1_170.02,10.9,3,GS1_170.02,13.3747412008282,3
GS1_170.02,811.2,16,10.5,50.772,44.408,6.616,8,GS1_170.02,11.5,10,GS1_170.02,14.4422952933591,8
GS1_170.03,654.2,14,9.5,53.114,46.833,7.378,3,GS1_170.03,10.9,3,GS1_170.03,14.6174863387978,3
GS1_170.03,788.3,16.5,10,47.326,40.548,5.599,8,GS1_170.03,12.1,9,GS1_170.03,13.3379888268156,8
GS1_170.04,663.2,16,9.5,49.871,43.08,4.978,3,GS1_170.04,11.9,3,GS1_170.04,17.6984428408659,3
GS1_170.04,1047.6,17,11,51.769,45.008,6.547,8,GS1_170.04,11.8,9,GS1_170.04,14.2414860681115,8
GS1_170.05,647.8,16,8.5,47.097,41.021,6.042,3,GS1_170.05,11.7,3,GS1_170.05,13.0275229357798,3
GS1_170.05,1301,19.5,12,51.887,46.32,10.07,8,GS1_170.05,9.9,9,GS1_170.05,10.7929515418502,8
GS1_170.06,787.2,16,10,49.468,42.704,5.293,3,GS1_170.06,11.1,3,GS1_170.06,14.4271031594975,3
GS1_170.06,894,17,10.5,50.238,43.5,5.916,8,GS1_170.06,12.8,9,GS1_170.06,15.4746423927178,8
GS1_171.01,467,14,8,51.553,44.139,5.87,5,GS1_171.01,12,5,GS1_171.01,17.5582127123977,5
GS1_171.01,582.7,14.5,9.5,48.143,40.462,5.417,12,GS1_171.01,13.2,10,GS1_171.01,15.4092071611253,12
GS1_171.02,407.4,12.5,8.5,46.357,39.291,4.614,5,GS1_171.02,11.9,5,GS1_171.02,16.3201008191556,5
GS1_171.02,495.4,14.5,8.5,46.663,39.078,4.701,12,GS1_171.02,12.6,10,GS1_171.02,15.7331655129012,12
GS1_171.03,528.7,13.5,9.5,50.011,43.273,6.936,5,GS1_171.03,10.2,5,GS1_171.03,14.5751633986928,5
GS1_171.03,696.9,14.5,9.5,50.798,43.259,5.687,12,GS1_171.03,12.5,10,GS1_171.03,16.7307692307692,12
GS1_171.04,380.1,12.5,7.5,51.863,44.572,8.241,5,GS1_171.04,13.4,5,GS1_171.04,19.4915254237288,5
GS1_171.04,473,14,8.5,43.143,36.203,4.323,12,GS1_171.04,13,10,GS1_171.04,17.4904942965779,12
GS1_171.05,576.4,14.5,8.5,50.711,42.412,5.358,5,GS1_171.05,13,5,GS1_171.05,15.1401869158879,5
GS1_171.05,600.2,14.5,9,51.463,43.82,6.346,12,GS1_171.05,11.5,10,GS1_171.05,14.6009085009734,12
GS1_171.06,496.5,15,8,51.192,43.584,6.967,5,GS1_171.06,12.7,5,GS1_171.06,15.3035935563817,5
GS1_171.06,293.6,13.5,7,47.114,39.186,4.708,12,GS1_171.06,11.5,10,GS1_171.06,14.6183699870634,12
GS1_172.01,466.1,15.5,9,53.344,45.811,4.986,4,GS1_172.01,12.9,6,GS1_172.01,22.8888888888889,4
GS1_172.02,602.7,15,9,51.24,43.941,4.915,4,GS1_172.02,11.2,4,GS1_172.02,16.687898089172,4
GS1_172.04,507.7,13.5,9,54.381,47.348,5.578,4,GS1_172.04,13.3,6,GS1_172.04,21.6613418530351,4
GS1_172.05,786.9,17,9.5,50.462,42.478,4.646,4,GS1_172.05,7.7,4,GS1_172.05,14.9774047772757,4
GS1_172.06,850.7,17.5,10,51.573,43.433,5.087,4,GS1_172.06,11.7,6,GS1_172.06,13.7702946482261,4
GS1_173.01,408.4,16,8,53.283,44.46,5.424,2,GS1_173.01,14.3,2,GS1_173.01,22.3489932885906,2
GS1_173.02,466.2,14,8.5,53.347,45.428,6.675,2,GS1_173.02,11.6,2,GS1_173.02,15.2807391613362,2
GS1_173.03,661.6,17,10,49.901,42.283,5.345,2,GS1_173.03,12.2,2,GS1_173.03,15.058986814712,2
GS1_173.04,439.3,14.5,9,49.611,42.264,4.955,2,GS1_173.04,12.7,2,GS1_173.04,13.8228941684665,2
GS1_173.05,505.5,13.5,9,51.519,43.997,5.119,2,GS1_173.05,12.3,2,GS1_173.05,16.2844036697248,2
GS1_173.06,621.5,16.5,9.5,52.203,45.296,5.379,2,GS1_173.06,11.3,2,GS1_173.06,17.3233270794246,2
GS1_174.01,610.1,15.5,9.5,53.021,44.198,5.83,10,GS1_174.01,15,9,GS1_174.01,19.041769041769,10
GS1_174.02,855.6,16.5,10.5,48.689,41.301,4.185,10,GS1_174.02,12.2,9,GS1_174.02,16.6666666666667,10
GS1_174.03,838.4,15,11,52.736,44.854,5.96,10,GS1_174.03,10.8,9,GS1_174.03,16.2328767123288,10
GS1_174.04,816.7,16.5,10,52.785,45.033,4.783,10,GS1_174.04,13,10,GS1_174.04,18.3578104138852,10
GS1_174.05,733.5,13.5,11,52.607,45.129,4.716,10,GS1_174.05,12.2,9,GS1_174.05,17.5333333333333,10
GS1_175.01,294.5,12,7.5,50.818,43.456,6.503,3,GS1_175.01,11.4,3,GS1_175.01,18.1102362204724,3
GS1_175.02,461.4,14.5,8,51.228,43.76,7.221,3,GS1_175.02,10,3,GS1_175.02,14.919113241462,3
GS1_175.03,459,13.5,8.5,51.816,44.612,7.145,3,GS1_175.03,10.7,3,GS1_175.03,17.530390275112,3
GS1_175.04,732.2,14.5,10.5,52.826,46.138,7.07,3,GS1_175.04,11.2,3,GS1_175.04,17.4815807099799,3
GS1_175.05,638.9,15,9,54.833,48.947,9.79,3,GS1_175.05,10.8,3,GS1_175.05,17.5097276264591,3
GS1_175.06,606.5,15,9,52.888,46.491,8.148,3,GS1_175.06,10.7,3,GS1_175.06,16.1461794019934,3
GS1_176.01,503.9,14,8.5,51.526,45.35,5.867,2,GS1_176.01,11.8,2,GS1_176.01,17.2437673130194,2
GS1_176.02,534,12.5,9,47.367,41.012,4.165,2,GS1_176.02,9.9,2,GS1_176.02,15.8130601792574,2
GS1_176.03,658.7,14.5,9.5,49.997,43.401,4.996,2,GS1_176.03,9.6,2,GS1_176.03,14.6517739816032,2
GS1_176.04,622.1,14,9,50.853,44.381,5.942,2,GS1_176.04,10.4,2,GS1_176.04,13.8451856513531,2
GS1_176.05,540.4,13,8.5,49.501,43.355,6.343,2,GS1_176.05,13,2,GS1_176.05,15.3553299492386,2
GS1_176.06,557.5,14.5,8,46.751,40.153,4.465,2,GS1_176.06,12.1,2,GS1_176.06,14.5090681676048,2
GS1_177.01,805.1,16,9.5,49.824,41.512,4.238,2,GS1_177.01,11.5,2,GS1_177.01,18.0263157894737,2
GS1_177.02,574.7,14,9,52.109,45.507,5.701,2,GS1_177.02,11.6,2,GS1_177.02,15.5006858710562,2
GS1_177.03,933.1,16,10,50.482,42.707,4.885,2,GS1_177.03,11.1,2,GS1_177.03,13.2038834951456,2
GS1_177.04,242.1,11.5,6,55.16,46.41,6.102,2,GS1_177.04,12.1,2,GS1_177.04,19.7643979057592,2
GS1_177.05,575,15,8.5,53.255,45.182,5.682,2,GS1_177.05,11.4,2,GS1_177.05,16.4634146341463,2
GS1_177.06,578,12,9,53.467,45.88,5.235,2,GS1_177.06,14.2,2,GS1_177.06,16.8380462724936,2
GS1_178.01,749.2,17,10,48.931,41.835,4.426,2,GS1_178.01,12.6,2,GS1_178.01,14.6137787056367,2
GS1_178.02,659.4,17,9.5,49.68,42.251,4.21,2,GS1_178.02,10.7,2,GS1_178.02,17.0504044803983,2
GS1_178.03,578.5,15,9.5,50.065,42.925,4.276,2,GS1_178.03,11,2,GS1_178.03,15.4048716260698,2
GS1_178.04,841.1,18,10,50.26,43.355,5.362,2,GS1_178.04,6.2,2,GS1_178.04,11.8527760449158,2
GS1_178.05,525.8,15.5,9,45.253,37.611,3.805,2,GS1_178.05,12.4,2,GS1_178.05,15.1851851851852,2
GS1_178.06,604.2,15,9,48.128,40.295,4.297,2,GS1_178.06,10.6,2,GS1_178.06,12.2171945701357,2
GS1_179.01,704.7,16.5,9.5,49.272,40.442,4.358,2,GS1_179.01,12.3,2,GS1_179.01,15.0031786395423,2
GS1_179.02,441,14,8,49.309,41.168,4.761,2,GS1_179.02,14.5,2,GS1_179.02,17.6219512195122,2
GS1_179.03,814.8,16,9.5,48.417,39.641,4.19,2,GS1_179.03,13.1,2,GS1_179.03,15.3266331658291,2
GS1_179.04,710.5,16.5,9,47.668,38.928,4.248,2,GS1_179.04,14.2,2,GS1_179.04,18.4848484848485,2
GS1_179.05,572.8,16,8.5,48.235,39.826,4.131,2,GS1_179.05,13.3,2,GS1_179.05,20.7332490518331,2
GS1_179.06,747.4,17.5,10,49.619,41.567,4.592,2,GS1_179.06,13.8,2,GS1_179.06,22.0212102308172,2
GS1_18.01,535.6,14.5,9,48.919,40.767,5.377,8,GS1_18.01,12.8,9,GS1_18.01,17.3708920187793,8
GS1_18.02,645.4,15.5,9,48.911,41.136,5.608,8,GS1_18.02,12.2,9,GS1_18.02,15.6438026474128,8
GS1_18.03,576.3,14,9,50.668,42.042,5.793,8,GS1_18.03,10.9,10,GS1_18.03,14.8546144121365,8
GS1_18.04,938.3,18,10.5,50.588,42.441,4.909,8,GS1_18.04,9.7,10,GS1_18.04,14.3593045717965,8
GS1_18.05,548.9,14.5,9,51.582,43.956,5.246,8,GS1_18.05,13.4,10,GS1_18.05,19.3742478941035,8
GS1_18.06,550.5,15,8,50.711,43.222,4.815,8,GS1_18.06,13.2,10,GS1_18.06,19.1627358490566,8
GS1_180.1,867.5,17.5,9.5,53.909,46.252,7.031,1,GS1_180.1,10.3,1,GS1_180.1,14.2270861833105,1
GS1_180.2,801.9,15,10,48.759,43.379,6.515,1,GS1_180.2,10,1,GS1_180.2,12.3380629241209,1
GS1_180.3,728.8,15.5,10,50.915,43.13,5.525,1,GS1_180.3,10.3,1,GS1_180.3,12.5,1
GS1_180.4,553.6,14.5,9,53.056,45.395,6.622,1,GS1_180.4,10.8,1,GS1_180.4,14.2167011732229,1
GS1_180.5,590.7,15,9,54.001,46.5,6.056,1,GS1_180.5,11.1,1,GS1_180.5,12.815269256987,1
GS1_180.6,678.5,15.5,9,49.618,41.53,5.384,1,GS1_180.6,10.8,1,GS1_180.6,12.3618784530387,1
GS1_181.01,806.2,17.5,9.5,50.98,43.002,5.928,12,GS1_181.01,10.9,10,GS1_181.01,14.2403051493961,12
GS1_181.02,547,15,8.5,49.21,40.931,5.016,12,GS1_181.02,11.7,10,GS1_181.02,15.1002506265664,12
GS1_181.03,506.3,15.5,9,48.614,40.62,5.036,12,GS1_181.03,12,10,GS1_181.03,15.4238368387508,12
GS1_181.04,666.9,16.5,9,49.825,41.4,5.148,12,GS1_181.04,11.5,10,GS1_181.04,14.8976982097187,12
GS1_181.05,655.2,15.5,9,51.8,44.244,5.992,12,GS1_181.05,11.9,10,GS1_181.05,14.089121887287,12
GS1_181.06,510,14,9,49.992,41.091,5.538,12,GS1_181.06,13.2,10,GS1_181.06,15.6312625250501,12
GS1_182.01,1376.9,17,12,51.941,45.314,7.142,9,GS1_182.01,11.2,10,GS1_182.01,13.1406044678055,9
GS1_182.02,1061.1,17,10,52.211,45.786,7.337,9,GS1_182.02,11.4,10,GS1_182.02,14.3239625167336,9
GS1_182.03,546.7,14,9,50.277,43.296,6.316,9,GS1_182.03,12.8,10,GS1_182.03,12.9740518962076,9
GS1_182.04,1390,21,11,50.122,43.094,5.749,9,GS1_182.04,10.4,10,GS1_182.04,11.6479152878888,9
GS1_182.05,869.1,16,10,56.322,49.681,7.847,9,GS1_182.05,10.9,10,GS1_182.05,13.3640552995392,9
GS1_182.06,723.5,15.5,10.5,50.718,43.109,5.561,9,GS1_182.06,12.5,10,GS1_182.06,14.5569620253165,9
GS1_183.01,712.4,18,10,47.29,39.147,4.605,2,GS1_183.01,10.2,3,GS1_183.01,11.348897535668,2
GS1_183.02,870.7,19,10.5,51.964,43.286,4.755,2,GS1_183.02,9.6,3,GS1_183.02,13.0520764667106,2
GS1_183.03,708.4,17,9.5,49.366,40.947,4.496,2,GS1_183.03,10.1,3,GS1_183.03,13.8925294888598,2
GS1_183.04,597.5,16.5,9.5,47.595,39.06,4.3,2,GS1_183.04,7.6,3,GS1_183.04,9.514687100894,2
GS1_183.05,767.8,17.5,10,48.566,40.176,4.598,2,GS1_183.05,8.3,3,GS1_183.05,9.6961861667744,2
GS1_184.01,974.5,16,11.5,52.312,44.263,5.3,1,GS1_184.01,10.7,1,GS1_184.01,12.4137931034483,1
GS1_184.02,862.3,16,10,52.648,43.861,5.182,1,GS1_184.02,12.5,1,GS1_184.02,13.9385275196569,1
GS1_184.03,832.6,16,10.5,60.158,54.016,6.127,1,GS1_184.03,10.5,1,GS1_184.03,17.375,1
GS1_184.04,912.4,15,11,57.165,50.695,6.01,1,GS1_184.04,10.6,1,GS1_184.04,18.7878787878788,1
GS1_184.05,976.8,17,11,51.666,43.63,4.907,1,GS1_184.05,12.5,1,GS1_184.05,13.3205863607393,1
GS1_184.06,1051,19,10.5,44.577,35.884,3.539,1,GS1_184.06,11,1,GS1_184.06,13.2027795325332,1
GS1_185.01,672,17,10,52.737,44.776,6.105,2,GS1_185.01,10.9,3,GS1_185.01,13.8799225306649,2
GS1_185.02,535.6,13,9.5,53.747,46.117,8.758,2,GS1_185.02,9,3,GS1_185.02,16.2820512820513,2
GS1_185.03,584.5,18,9,54.069,47.459,6.887,2,GS1_185.03,10.5,3,GS1_185.03,15.1746031746032,2
GS1_185.04,505.2,15.5,9,49.893,41.489,6.199,2,GS1_185.04,11.5,3,GS1_185.04,15.1849448410123,2
GS1_185.05,577.2,15,9.5,52.08,44.286,6.679,2,GS1_185.05,10.8,3,GS1_185.05,15.565729234794,2
GS1_185.06,529,16.5,8,49.331,40.012,5.611,2,GS1_185.06,13.2,3,GS1_185.06,14.9463806970509,2
GS1_186.01,708.3,15.5,10,54.413,47.301,9.507,2,GS1_186.01,10.6,2,GS1_186.01,12.0757180156658,2
GS1_186.01,1102.2,19,11.5,49.806,40.563,4.947,12,GS1_186.01,12.7,10,GS1_186.01,17.4543163201008,12
GS1_186.02,560.7,15,9,51.5,44.151,8.752,2,GS1_186.02,13.6,2,GS1_186.02,15.1761517615176,2
GS1_186.02,679.1,16.5,9.5,50.37,41.838,4.969,12,GS1_186.02,12.7,9,GS1_186.02,16.25,12
GS1_186.03,605.9,14.5,9.5,52.409,46.516,10.104,2,GS1_186.03,10.7,2,GS1_186.03,13.953488372093,2
GS1_186.03,527,14,8,50.728,40.976,4.722,12,GS1_186.03,12.3,9,GS1_186.03,17.7165354330709,12
GS1_186.04,589,16.5,10,47.616,41.675,6.764,2,GS1_186.04,10,2,GS1_186.04,13.5101789019124,2
GS1_186.04,722.8,15.5,9,47.12,38.573,4.336,12,GS1_186.04,13.2,9,GS1_186.04,16.2459546925566,12
GS1_186.05,527.8,15.5,9,57.79,51.466,10.698,2,GS1_186.05,11,2,GS1_186.05,16.6221628838451,2
GS1_186.06,805.2,18.5,9.5,51.17,43.638,7.53,2,GS1_186.06,12.1,2,GS1_186.06,14.2948717948718,2
GS1_187.01,765.1,16.5,10,50.93,43.72,6.037,12,GS1_187.01,12.9,9,GS1_187.01,14.0102827763496,12
GS1_187.02,653.1,21.5,8.5,49.72,42.21,4.463,12,GS1_187.02,13.9,9,GS1_187.02,19.3569553805774,12
GS1_187.03,543.6,16.5,9.5,53.031,46.342,5.412,12,GS1_187.03,12.5,9,GS1_187.03,20.584498094028,12
GS1_187.04,548.4,15.5,9,48.734,40.799,4.628,12,GS1_187.04,12.7,9,GS1_187.04,17.2413793103448,12
GS1_187.05,352.5,16,8,50.36,44.232,5.574,12,GS1_187.05,10.8,9,GS1_187.05,15.4761904761905,12
GS1_187.06,465.4,16.5,8.5,49.087,42.051,5.58,12,GS1_187.06,11,9,GS1_187.06,12.7713920817369,12
GS1_188.01,357.5,16,7,45.084,36.627,4.095,10,GS1_188.01,9.6,8,GS1_188.01,11.4208021753909,10
GS1_188.02,1058,22,10.5,48.363,39.84,4.401,10,GS1_188.02,12.9,8,GS1_188.02,16.1268556005398,10
GS1_188.03,568,19.5,9,40.719,33.241,3.646,10,GS1_188.03,10.7,8,GS1_188.03,12.6239259748843,10
GS1_188.04,865.1,20.5,10,52.312,43.896,4.98,10,GS1_188.04,12.9,8,GS1_188.04,15.6033287101248,10
GS1_189.01,679.4,17,9.5,48.849,41.365,5.014,4,GS1_189.01,11.3,4,GS1_189.01,14.4570286475683,4
GS1_189.02,1076.6,21,10.5,49.853,42.165,4.781,4,GS1_189.02,10.8,4,GS1_189.02,14.68788249694,4
GS1_189.03,796.2,17,9.5,51.534,44.277,6.258,4,GS1_189.03,9.1,6,GS1_189.03,10.1758793969849,4
GS1_189.04,577.3,16,8,49.201,40.889,4.823,4,GS1_189.04,10.6,6,GS1_189.04,14.5859872611465,4
GS1_189.05,663.9,17.5,9,48.559,40.643,5.442,4,GS1_189.05,10.9,6,GS1_189.05,12.568306010929,4
GS1_189.06,803.3,17,9,50.903,42.958,5.459,4,GS1_189.06,10.2,6,GS1_189.06,12.70337922403,4
GS1_19.01,595.4,16,9,49.166,40.657,4.343,5,GS1_19.01,12.5,5,GS1_19.01,15.2849740932642,5
GS1_19.02,682.4,15.5,9,53.295,45.451,5.918,5,GS1_19.02,10.4,5,GS1_19.02,15.8497772119669,5
GS1_19.03,891.9,17,10,51.294,43.111,4.883,5,GS1_19.03,9.5,5,GS1_19.03,16.6121648136037,5
GS1_19.04,576,14.5,9,49.966,41.664,4.889,5,GS1_19.04,13.8,5,GS1_19.04,16.5927802406586,5
GS1_19.05,839.1,17.5,9.5,48.666,39.469,4.398,5,GS1_19.05,8.6,5,GS1_19.05,13.3202099737533,5
GS1_19.06,872.3,16,10,49.906,41.752,4.478,5,GS1_19.06,12.4,5,GS1_19.06,15.0155763239875,5
GS1_190.01,512.3,14,8,50.607,43.318,5.481,5,GS1_190.01,12.3,5,GS1_190.01,17.3770491803279,5
GS1_190.02,594.2,14.5,9,51.076,44.685,6.751,5,GS1_190.02,10.8,5,GS1_190.02,13.2982225148124,5
GS1_190.03,676.6,14.5,9,51.551,44.316,5.979,5,GS1_190.03,11.8,5,GS1_190.03,17.6952141057935,5
GS1_190.04,514.5,13,8.5,50.822,43.633,5.69,5,GS1_190.04,12.8,5,GS1_190.04,17.1206225680934,5
GS1_190.05,619.6,15,9,50.897,43.943,6.291,5,GS1_190.05,11.6,5,GS1_190.05,16.883963494133,5
GS1_190.06,689.5,15.5,9.5,50.709,43.551,5.752,5,GS1_190.06,11.4,5,GS1_190.06,14.4132653061224,5
GS1_191.02,398.5,16.5,8,48.368,39.138,4.509,12,GS1_191.02,9.4,10,GS1_191.02,12.8391793514229,12
GS1_192.01,721.2,18.5,9,52.072,44.586,4.933,2,GS1_192.01,10.8,3,GS1_192.01,13.4114583333333,2
GS1_192.02,329.7,13.5,7,56.718,50.646,8.461,2,GS1_192.02,10.5,3,GS1_192.02,14.5331325301205,2
GS1_192.03,1061.4,19,10.5,54.7,48.595,6.081,2,GS1_192.03,11.2,3,GS1_192.03,15.2215799614644,2
GS1_192.04,824.7,14.5,10,51.683,43.738,5.596,2,GS1_192.04,9.7,3,GS1_192.04,12.8619528619529,2
GS1_192.05,791.4,15.5,10.5,53.628,47.096,5.95,2,GS1_192.05,10.7,3,GS1_192.05,15.0573936529372,2
GS1_192.06,667.4,16,10,55.872,49.606,7.339,2,GS1_192.06,11.4,3,GS1_192.06,12.6565589980224,2
GS1_193.01,625.7,16,9,53.408,46.746,7.989,10,GS1_193.01,9.9,8,GS1_193.01,11.976911976912,10
GS1_193.02,734.8,16,9.5,54.854,48.265,7.734,10,GS1_193.02,9.8,8,GS1_193.02,11.5064345193036,10
GS1_193.03,747.7,17,9,52.62,44.997,6.423,10,GS1_193.03,10.7,9,GS1_193.03,12.5092524056255,10
GS1_193.04,729.4,18,9.5,52.848,46.011,6.655,10,GS1_193.04,9.8,8,GS1_193.04,10.3048780487805,10
GS1_193.05,436.8,15.5,8,50.438,43.042,5.981,10,GS1_193.05,11.4,8,GS1_193.05,13.6159280667951,10
GS1_193.06,616.7,16,9,52.448,45.328,5.622,10,GS1_193.06,9.8,8,GS1_193.06,12.0557491289199,10
GS1_194.01,582.3,14,9.5,55.528,47.716,6.609,2,GS1_194.01,10.9,2,GS1_194.01,16.1643835616438,2
GS1_194.02,969.4,17,10,51.23,43.094,5.675,2,GS1_194.02,11.7,2,GS1_194.02,14.8293963254593,2
GS1_194.03,581.2,16,8.5,47.582,39.918,4.823,2,GS1_194.03,11,2,GS1_194.03,14.9655172413793,2
GS1_194.04,460.8,14,8.5,50.823,42.633,4.99,2,GS1_194.04,11,2,GS1_194.04,16.0320641282565,2
GS1_194.05,682.5,15.5,9.5,52.061,44.622,5.906,2,GS1_194.05,10.6,2,GS1_194.05,13.5487880671224,2
GS1_194.06,660.8,14.5,9.5,51.928,44.441,6.353,2,GS1_194.06,10.9,2,GS1_194.06,12.3076923076923,2
GS1_195.01,535.1,13.5,8,46.53,38.183,3.658,12,GS1_195.01,13.3,10,GS1_195.01,17.8497587870434,12
GS1_195.02,530.7,12.5,9,46.563,37.712,3.493,12,GS1_195.02,15,10,GS1_195.02,19.2254495159059,12
GS1_195.03,693.6,14,9,47.894,40.009,4.848,12,GS1_195.03,13.4,9,GS1_195.03,18.4128952262864,12
GS1_195.04,878.1,16,9.5,46.357,37.426,3.825,12,GS1_195.04,12.1,9,GS1_195.04,15.3289473684211,12
GS1_195.05,550.5,14.5,9,45.351,36.538,3.605,12,GS1_195.05,13.7,9,GS1_195.05,17.6701570680628,12
GS1_195.06,462,14.5,8.5,42.074,33,3.539,12,GS1_195.06,13.4,9,GS1_195.06,17.9344465058751,12
GS1_196.01,653.1,14.5,9.5,48.865,40.543,4.804,12,GS1_196.01,12.4,10,GS1_196.01,15.3585926928281,12
GS1_196.02,420.3,13,8,47.595,38.921,4.831,12,GS1_196.02,8.7,10,GS1_196.02,9.84455958549223,12
GS1_196.03,579.3,15,9,48.959,40.387,4.738,12,GS1_196.03,12.2,9,GS1_196.03,15.3130812151271,12
GS1_196.04,503.2,13,8.5,47.476,38.718,4.442,12,GS1_196.04,9.1,10,GS1_196.04,10.6752411575563,12
GS1_196.05,637.5,14.5,9,47.925,40.023,5.423,12,GS1_196.05,9,10,GS1_196.05,9.82019363762102,12
GS1_196.06,457.2,14,8,48.223,39.358,4.797,12,GS1_196.06,7.9,9,GS1_196.06,9.57727873183619,12
GS1_197.01,698.6,15,9.5,52.519,42.709,4.505,2,GS1_197.01,13.9,3,GS1_197.01,18.230563002681,2
GS1_197.02,853.6,16,10,55.255,47.989,5.49,2,GS1_197.02,10.8,3,GS1_197.02,15.1515151515152,2
GS1_197.03,470.3,14.5,8,54.164,45.009,5.205,2,GS1_197.03,14.6,3,GS1_197.03,23.5069885641677,2
GS1_197.04,915.2,16,10.5,58.993,51.961,6.963,2,GS1_197.04,11.8,3,GS1_197.04,14.3333333333333,2
GS1_197.05,803.5,16,8.5,49.106,40.65,4.205,2,GS1_197.05,13.9,3,GS1_197.05,16.0427807486631,2
GS1_197.06,590.4,14,8.5,50.294,42.24,4.847,2,GS1_197.06,11.1,3,GS1_197.06,16.0077770576798,2
GS1_198.01,610,16,9.5,52.793,45.024,6.681,7,GS1_198.01,11.8,6,GS1_198.01,18.6076772934288,7
GS1_198.02,635.1,16,10,54.38,46.604,7.599,7,GS1_198.02,11.3,6,GS1_198.02,18.1758096497026,7
GS1_198.03,855.4,18.5,9,51.574,43.519,6.67,7,GS1_198.03,12.4,6,GS1_198.03,16.4035689773507,7
GS1_198.04,787.1,19,10,48.932,40.361,5.106,7,GS1_198.04,14.2,6,GS1_198.04,19.9483537766301,7
GS1_198.05,483.2,16,9.5,46.983,39.405,4.807,7,GS1_198.05,11.5,6,GS1_198.05,18.3310533515732,7
GS1_199.01,835,17,9,52.711,43.812,6.061,5,GS1_199.01,12.4,5,GS1_199.01,17.4528301886792,5
GS1_199.02,1038.7,17,10.5,48.491,40.492,5.756,5,GS1_199.02,11.7,5,GS1_199.02,17.3967459324155,5
GS1_199.03,797.2,17.5,9,49.437,40.86,5.219,5,GS1_199.03,14.6,5,GS1_199.03,18.3041722745626,5
GS1_199.04,738.8,17,9,50.013,41.184,5.229,5,GS1_199.04,11.2,5,GS1_199.04,17.7854671280277,5
GS1_199.05,813.9,20,9.5,49.788,41.453,5.096,5,GS1_199.05,12.2,5,GS1_199.05,14.5100502512563,5
GS1_199.06,663.2,17,9,49.807,40.878,6.733,5,GS1_199.06,12.8,5,GS1_199.06,14.7058823529412,5
GS1_2.01,983.9,16.5,11,51.496,44.56,5.857,8,GS1_2.01,10.7,7,GS1_2.01,15.3649167733675,8
