FruitID,Gid,Weight,Length,Width,Brix,DM,L,a,b
GS1_199.06,GS1_199,663.2,17,9,12.8,14.7,70.1,32,69.3
GS1_2.01,GS1_2,983.9,16.5,11,10.7,15.4,72.6,25.7,77.3
GS1_2.02,GS1_2,1048.4,15.5,11.5,12,15.5,72.5,25.9,79.8
GS1_2.03,GS1_2,908.9,15.5,11,11,15.1,73.2,26.3,75.4
GS1_2.04,GS1_2,795.6,16,10,12.4,15.2,72.4,25.4,74.5
GS1_2.05,GS1_2,760.7,13.5,11,12.8,19.4,72.4,27.1,80
GS1_2.06,GS1_2,980.6,17,11,12,15,70.2,29.4,79.2
GS1_20.01,GS1_20,777.8,18.5,10,11.7,16.5,74.2,26.7,75.6
GS1_20.02,GS1_20,639,17,10,11.2,16.4,72.9,24.1,75.9
GS1_20.03,GS1_20,933.4,18,10.5,12.6,16.3,74.9,25,74.6
GS1_20.04,GS1_20,655,16.5,9.5,14.4,19.4,71,29.3,77.6
GS1_20.05,GS1_20,923.4,19.5,10,12.1,18.4,73.4,27.3,79.7
GS1_20.06,GS1_20,750.9,18,9.5,12.8,17.1,69.7,29.8,76.3
GS1_200.01,GS1_200,836.8,18,10.5,12.7,20,73,27,76.8
GS1_200.02,GS1_200,1210.2,21.5,10.5,11.8,17.9,73.9,26.7,76.2
GS1_200.03,GS1_200,1382.1,20,12,11.5,18.4,71.2,28.3,77.7
GS1_200.04,GS1_200,1065.6,19.5,11,10.8,15.7,71.7,28.7,80.1
GS1_200.05,GS1_200,1184.1,19.5,13,11.1,15.8,73.5,26.3,79.8
GS1_200.06,GS1_200,981.5,20,11.5,11.6,16.3,72.8,27.6,80.3
GS1_201.01,GS1_201,502.7,13,8.5,9.2,11.5,73.4,23.5,73.5
GS1_201.02,GS1_201,709.5,16.5,9,10.2,13.8,72.8,25.4,77.5
GS1_201.03,GS1_201,648.7,14,8.5,9.9,13.3,73.5,24.5,74.5
GS1_201.04,GS1_201,516.4,14,8.5,9.3,12,73.6,20.8,70.2
GS1_201.05,GS1_201,660.1,16.5,8.5,9.9,12,74.2,23.8,68.3
GS1_201.06,GS1_201,444.8,13.5,8,10,11.2,72.7,21.5,68.6
GS1_202.01,GS1_202,651.4,16,10,12,13.4,70.7,23.6,71.5
GS1_202.02,GS1_202,664.8,13.5,10,10.8,13.4,72.9,23.3,71.5
GS1_202.03,GS1_202,861.1,15,10.5,11,12.7,71.5,21.8,72.9
GS1_202.04,GS1_202,960.9,16,10.5,11.2,15,71.9,23.7,75.6
GS1_202.05,GS1_202,1481.5,19.5,12,10.4,12.6,71.2,27.9,74.7
GS1_202.06,GS1_202,458.2,11.5,9.5,12,13.6,70.6,25.1,76.7
GS1_203.01,GS1_203,686.8,16.5,9,14.2,16.6,67.9,32.9,78.2
GS1_203.02,GS1_203,462.6,12.5,9,13.2,14.7,73.1,22.6,74.1
GS1_203.03,GS1_203,446.6,12,9,11.5,16.2,72.4,22.9,77.4
GS1_203.04,GS1_203,718.4,15.5,10,9.8,14.7,70.9,22.8,78.4
GS1_203.05,GS1_203,863,15.5,10.5,10,12.8,72.9,23.9,75.7
GS1_203.06,GS1_203,750.5,14.5,10,10.2,13.1,72.5,24.9,79.1
GS1_204.01,GS1_204,387.4,14,8,11.7,14.5,71.4,25.2,70.4
GS1_204.02,GS1_204,1267.2,20.5,12,9.5,11.5,70.7,27,73.7
GS1_204.03,GS1_204,788.8,19.5,10,12.5,13.8,73.5,24.3,75.4
GS1_204.04,GS1_204,538.7,15.5,9,10.2,11.4,74.9,22.6,65.5
GS1_205.01,GS1_205,379,11.5,8,13,15.4,66.1,32.3,75.5
GS1_205.02,GS1_205,594.4,15.5,8.5,11.9,13.6,64.9,35.1,75.9
GS1_205.03,GS1_205,770.3,13.5,10,12,13.4,68.5,30.5,76.8
GS1_205.04,GS1_205,325.5,11.5,7.5,12.7,13.6,66.1,34.6,76.2
GS1_205.05,GS1_205,489.4,12.5,9,13.4,14.8,69.3,32.4,78.3
GS1_205.06,GS1_205,779.6,15,10.5,12.4,15.9,67.5,30.6,77
GS1_206.01,GS1_206,452.2,15,9,13,14.8,69.7,29.2,77.4
GS1_206.02,GS1_206,609.8,15.5,9.5,11.8,15.1,69.3,30,75
GS1_206.03,GS1_206,669,15.5,10,11.4,14.1,71.5,28.1,75
GS1_206.04,GS1_206,663.8,15.5,10,10.4,12.4,68.7,29.4,75.4
GS1_206.05,GS1_206,420.2,12,8.5,10.5,12.2,70.5,30.2,76.5
GS1_206.06,GS1_206,806.9,18,10.5,11.6,13.7,69.4,30.4,75.3
GS1_207.01,GS1_207,617.3,16.5,9.5,11.4,13.3,70.5,26.4,79.4
GS1_207.02,GS1_207,667.2,18,9,10.9,13.5,67.6,27.7,76.2
GS1_207.03,GS1_207,585.6,14,9,10.7,12,70.6,24.3,76.2
GS1_207.04,GS1_207,715.2,17.5,9.5,10.6,13.9,70.3,24.9,74.3
GS1_207.05,GS1_207,758,16.5,10.5,10.7,14.2,68,22.6,71.1
GS1_207.06,GS1_207,728.3,17,9.5,10.4,12.3,70.6,24.6,75.4
GS1_208.01,GS1_208,848,16,10,8.9,11.1,70.4,30.1,80.4
GS1_208.02,GS1_208,522,12.5,9,10,15,72.9,25.7,82.3
GS1_208.03,GS1_208,326.7,10,7.5,10.1,12.5,68.5,32.4,80
GS1_208.04,GS1_208,884,16,10,10,15.2,71.7,29.1,81.6
GS1_208.05,GS1_208,557.6,14,9.5,11,13.6,70.9,28.2,81.4
GS1_208.06,GS1_208,636.7,14,9,11.2,15.9,73.1,26.7,84.4
GS1_209.01,GS1_209,758.7,17,10.5,10.9,13.3,70.7,30.5,79
GS1_209.02,GS1_209,891.6,16.5,11,11.4,14.3,72.7,29.1,73.7
GS1_209.03,GS1_209,776.6,19.5,9.5,11.8,15.5,71.5,28.5,76.5
GS1_209.04,GS1_209,751.9,18,9.5,10.2,12.3,71.5,31.1,78.6
GS1_209.05,GS1_209,851.2,18.5,10.5,11.5,13.6,69,31,79.8
GS1_209.06,GS1_209,503.6,17.5,8.5,10.7,12.9,70.4,30.3,78.6
GS1_21.01,GS1_21,1078.3,18,11,12.2,10.7,75.9,21.7,67.5
GS1_21.02,GS1_21,1096.4,18.5,10.5,11.4,14.1,74.5,22.8,73.7
GS1_21.03,GS1_21,954.6,18.5,10,11.3,13.8,74.3,23.4,69.9
GS1_21.04,GS1_21,916,18,10.5,9.9,13.8,73.7,23.8,70.7
GS1_21.05,GS1_21,636.6,15.5,9.5,11.4,14.2,73,24.9,73
GS1_21.06,GS1_21,1001.7,18,11,11.8,15.6,73.8,23.1,69.8
GS1_210.01,GS1_210,480,14,9,13.2,16.1,70.2,32.3,74.8
GS1_210.02,GS1_210,801.6,17,10,11.1,16.5,70.1,29.1,78.9
GS1_210.03,GS1_210,711,16.5,10,11.9,15,68.8,29.2,76.3
GS1_210.04,GS1_210,940.6,18.5,10.5,10.1,14.4,73.3,29.9,80.3
GS1_210.05,GS1_210,812.5,16.5,10.5,11.4,14.1,71.6,28.4,76.2
GS1_210.06,GS1_210,719.9,17,10.5,12.3,14.6,69.5,29.9,78.8
GS1_211.01,GS1_211,208.7,13,5.5,11.6,15.6,67.8,33.4,76.1
GS1_211.02,GS1_211,276,13,7,11.1,15.9,69.5,28.5,77.5
GS1_211.03,GS1_211,386.6,15,8,12,14.7,67.6,28.3,75.5
GS1_211.04,GS1_211,515,16.5,8.5,12,14.5,68.4,29.8,77
GS1_211.05,GS1_211,317.1,13,7,12,15.6,71.1,26.1,78.7
GS1_211.06,GS1_211,204.1,12,5.5,12.7,16.4,72,26.1,76.3
GS1_212.01,GS1_212,511.4,15,9,9,11.7,77.9,19.4,64.6
GS1_212.02,GS1_212,684.7,17,9.5,11.1,14.8,77,22.3,68.4
GS1_212.03,GS1_212,361.2,14.5,8.5,11.1,15.6,76.9,23.4,71.8
GS1_212.04,GS1_212,270.2,13.5,7,13.8,16.9,73.8,25,77.4
GS1_212.05,GS1_212,488.8,14.5,8.5,9.5,16.9,72.2,25.9,77.7
GS1_212.06,GS1_212,715.4,16,10,10.4,13,76.5,21.3,67.5
GS1_22.01,GS1_22,482.7,14.5,8.5,7.5,7.9,73,26.7,72.8
GS1_22.02,GS1_22,554.8,15.5,9,9.9,14.3,70.3,28.9,76
GS1_22.03,GS1_22,775.8,16,10,10.5,12.9,74.5,27,69.6
GS1_22.04,GS1_22,737.8,17.5,9.5,10.2,11.9,75.2,24.3,68.4
GS1_22.05,GS1_22,452.7,15,8,9.9,15.8,72.8,28.9,73.1
GS1_22.06,GS1_22,756.3,17,10,10.1,11.3,75.4,24.5,67.4
GS1_23.01,GS1_23,943.4,17.5,10,11.7,14.3,75.2,27.8,76
GS1_23.02,GS1_23,941.9,17,11,10.5,14.4,74.1,27.8,72.7
GS1_23.03,GS1_23,908.8,18,11,8.2,9.5,71.6,29.7,77.1
GS1_23.04,GS1_23,751.6,17,10,11,12.4,73.1,28.4,73.6
GS1_23.05,GS1_23,1008.8,17.5,11,10.2,12.8,73.9,27.4,74
GS1_23.06,GS1_23,664.2,15,10.5,11.1,16,73.9,24.3,75.4
GS1_24.01,GS1_24,1654.4,20.5,12,10,15.8,70.3,29,81.1
GS1_24.02,GS1_24,1047.9,18,11,10.2,15.8,74.9,23.9,82.7
GS1_24.03,GS1_24,1110.2,16,12,9.8,14.6,74.7,25.5,84
GS1_24.04,GS1_24,1524.8,19,11,14.8,16.2,69.6,24.5,73.3
GS1_24.05,GS1_24,1169.2,16,11.5,14.1,14.6,72.4,24.3,76.9
GS1_24.06,GS1_24,1159.6,17,11.5,12.8,13.9,74.3,24.5,82.3
GS1_25.01,GS1_25,946.4,18.5,10.5,11,13,76.8,23.7,71
GS1_25.02,GS1_25,789.7,17,10,8.8,9.8,75.4,24.4,72
GS1_25.03,GS1_25,729.3,17.5,10,11.6,14.4,73.8,25.3,76.3
GS1_25.04,GS1_25,695.9,18,9.5,9.9,13.2,72.5,27.1,74.1
GS1_25.05,GS1_25,719.5,18,9.5,12.6,15.7,74.8,25.2,74.3
GS1_25.06,GS1_25,741,17.5,10,12.8,15.3,76,24.6,75.7
GS1_26.01,GS1_26,707.8,15,9.5,13.4,17.2,71.4,28,74.3
GS1_26.02,GS1_26,592.2,14,10,13,15.7,71,30.4,75.8
GS1_26.03,GS1_26,548.1,14.5,8.5,13.8,17.8,73.2,27.3,72.7
GS1_26.04,GS1_26,580.8,14,9.5,13.1,16.4,73.1,28.2,72.1
GS1_26.05,GS1_26,671.3,16,9,13,15.9,73.2,27.9,71.2
GS1_26.06,GS1_26,894.8,16.5,10,13.6,17.6,72.4,26.7,72.7
GS1_27.01,GS1_27,607.3,17,9.5,14.3,17.5,73.6,27.4,73.6
GS1_27.02,GS1_27,998.5,21.5,10.5,12.5,14.2,73.7,24.7,75.6
GS1_27.03,GS1_27,663.7,17.5,10.5,9.2,14.7,72.7,26.8,80
GS1_27.04,GS1_27,699.5,18.5,9.5,11.7,14.6,73.3,25.3,74.9
GS1_27.05,GS1_27,891.7,20,10.5,11,15,73.2,28.4,77
GS1_27.06,GS1_27,900.6,20,11,11.3,13.8,71.7,26.2,76.2
GS1_28.01,GS1_28,666.9,14.5,10,16.1,19.3,68,32.8,78
GS1_28.02,GS1_28,597.1,13,10,13.9,20.4,68.7,32.5,77.6
GS1_28.03,GS1_28,690.3,13,10,15.3,19.2,69.5,31.7,78.4
GS1_29.01,GS1_29,743.3,14.5,10,11.8,13.7,70.5,26.5,76.6
GS1_29.02,GS1_29,698,13.5,10,10.7,16.3,70.9,26.9,78
GS1_29.03,GS1_29,795.8,14,10.5,12.7,15.5,68.8,28.4,78
GS1_29.04,GS1_29,589.1,13,9.5,13.4,17.2,70.6,28.5,80.2
GS1_29.05,GS1_29,676.5,13,10,8.8,14.7,71.6,27.8,78.6
GS1_29.06,GS1_29,668.5,13,9.5,10.6,16,70.8,26.4,77
GS1_3.01,GS1_3,724.9,17,9.5,11.3,14.5,68,28.1,77
GS1_3.02,GS1_3,577.9,16,8,11.9,16.6,71.7,26.6,78.1
GS1_3.03,GS1_3,469.5,14,8.5,12.2,14.2,68.6,30.3,76.9
GS1_3.04,GS1_3,709.9,18.5,9.5,12.3,16.3,67.9,32.3,77.3
GS1_3.05,GS1_3,620.6,17.5,9,13.2,20.8,71.6,27.6,78.2
GS1_3.06,GS1_3,411.4,13,8.5,12,15.9,73.9,28,75.9
GS1_30.01,GS1_30,1090.3,20,11,11.4,15.4,67.2,27.5,75
GS1_30.02,GS1_30,879,18.5,10.5,7.5,15.7,69.3,26.8,78
GS1_30.03,GS1_30,810.5,16.5,10.5,9.4,12.9,71.2,28.1,77.5
GS1_30.04,GS1_30,791.8,18,9.5,11.4,15.8,68.6,28.9,78.2
GS1_30.05,GS1_30,873.8,17,10.5,10.3,13.8,70.1,27.7,77.6
GS1_30.06,GS1_30,945.2,19,10,11.1,14.5,69,29.3,77.4
GS1_31.01,GS1_31,607.8,15.5,9.5,8.8,18.9,73.7,27.4,76.6
GS1_31.02,GS1_31,295.7,12.5,8.5,11.1,18.7,73.4,26.1,83.2
GS1_31.03,GS1_31,432.3,16,8.5,11.7,13.8,69.6,29.3,77.9
GS1_31.04,GS1_31,680.8,16.5,9.5,12.4,16.3,72,28.4,80
GS1_31.05,GS1_31,458.5,14.5,8.5,10.8,13.8,69,30.5,79.3
GS1_31.06,GS1_31,439.7,16,8,9.4,11.3,67.7,31.5,77.6
GS1_32.01,GS1_32,840.6,16,10,12.1,15.3,71.8,30.6,76.5
GS1_32.02,GS1_32,589.6,15.5,9,12.7,14.8,68.6,33,74.3
GS1_32.03,GS1_32,713.1,16,9.5,11.7,13,72.1,33,77
GS1_32.04,GS1_32,640.6,17,9,11.2,14.9,70.9,30,78.5
GS1_32.05,GS1_32,639.8,17.5,9.5,8.8,14.8,71.7,33.8,74.8
GS1_32.06,GS1_32,564.7,17,8.5,11.6,14.1,71.8,31.6,74.2
GS1_33.01,GS1_33,624.5,15.5,9,13.2,16.4,68.8,30.2,78.7
GS1_33.02,GS1_33,751.5,13.5,10.5,12,14.7,70.3,30.2,79.4
GS1_33.03,GS1_33,720.3,15.5,10.5,13,16.1,68.9,31.4,78.9
GS1_33.04,GS1_33,483.1,14,8.5,11.3,14.2,68.2,30.9,79.5
GS1_33.05,GS1_33,1202,18.5,11.5,12.2,14.7,70.1,30.4,80.7
GS1_33.06,GS1_33,918.5,17.5,10,11.3,14.4,70.3,29.5,79.1
GS1_34.01,GS1_34,794.1,15,11.5,12,16.3,69,29.6,76.5
GS1_34.02,GS1_34,701.7,16.5,10,11.4,15.1,67.6,31.1,79.1
GS1_34.03,GS1_34,983.4,19,10.5,12.4,14.3,67.2,31.7,74.3
GS1_34.04,GS1_34,549.1,15,9,13.4,19.9,69.7,30.8,78.5
GS1_34.05,GS1_34,950.6,16,10.5,11.8,12.4,69.3,32.1,74.6
GS1_34.06,GS1_34,761.8,16.5,10.5,10.8,14.6,70.6,30,79
GS1_35.01,GS1_35,534.1,14.5,9,11.1,14.1,73.8,21.4,70.3
GS1_35.02,GS1_35,515.2,16,8,10.5,12.7,71.6,27.9,76.2
GS1_35.03,GS1_35,652.4,15.5,9,9.7,11.3,73.5,25.2,73.7
GS1_35.04,GS1_35,694.9,15.5,9.5,10.5,13.4,75.5,20.7,70.1
GS1_35.05,GS1_35,668.5,17,9,8.9,11.3,72.7,24.6,75.8
GS1_35.06,GS1_35,651.9,14.5,10,12.7,14.8,73.7,25.1,75.2
GS1_36.01,GS1_36,549.1,13,8.5,12.9,14.6,73.8,23.9,75
GS1_36.02,GS1_36,788.8,14.5,10.5,11.8,13,74,24,73.2
GS1_36.03,GS1_36,688.2,15,9.5,12.2,14.7,72.8,25.5,77
GS1_36.04,GS1_36,506.8,14,8.5,11.7,14.6,73.3,26.2,77
GS1_36.05,GS1_36,556.2,13.5,8.5,11.3,14.4,72.8,25.9,75.9
GS1_36.06,GS1_36,543.7,11,9,10.3,12.8,72.5,26.1,77.6
GS1_37.01,GS1_37,547.6,13,8.5,12.8,14.9,69.1,30,77.3
GS1_37.02,GS1_37,535.9,13,8.5,10,11.9,67.3,33.6,76.4
GS1_37.03,GS1_37,549,15,9,12.4,15.5,67.1,30.5,76.9
GS1_37.04,GS1_37,580,14,9,10,12.7,67.9,28.2,75.2
GS1_37.05,GS1_37,538.4,14.5,9,11.8,13.6,67.4,30.1,75.2
GS1_37.06,GS1_37,602.5,13,8.5,13.1,18,68.6,31.1,80.8
GS1_38.01,GS1_38,786,14.5,10.5,11.6,17.2,72.7,26,77.7
GS1_38.02,GS1_38,848.5,15.5,11,11.9,16.9,70.6,27.6,79.1
GS1_38.03,GS1_38,957.9,14,11.5,12,23.6,73.2,26.1,82.6
GS1_38.04,GS1_38,381.4,11,8.5,10,17.6,78.9,17.2,82.5
GS1_38.05,GS1_38,847.6,15.5,11,10.9,15.4,71.7,27,77.5
GS1_38.06,GS1_38,839.8,15,11,11.6,16.7,71.4,27,79.7
GS1_39.01,GS1_39,404.7,16,8,12.6,15.8,68.1,32.5,75.2
GS1_39.02,GS1_39,431.8,16.5,8,14.7,24,72,29.5,75.4
GS1_39.03,GS1_39,443.8,16,9,13.4,20,71.4,29,72.8
GS1_39.04,GS1_39,365.1,13.5,8,14.8,24.9,70.9,31.8,74.5
GS1_39.05,GS1_39,497.2,17,8.5,10,12.6,71.2,27.5,72.6
GS1_39.06,GS1_39,315.4,13.5,7.5,12.3,17.9,68.5,30.9,76.7
GS1_4.01,GS1_4,633.4,14.5,9,12.2,18.2,74.2,27.2,84.5
GS1_4.02,GS1_4,546.6,14.5,8,11.6,16.6,75.4,26.4,83
GS1_4.03,GS1_4,835.8,16,10,7.8,11.7,73.5,25.4,79.6
GS1_4.04,GS1_4,870.9,16.5,10.5,11.8,14.4,73.8,25.3,80
GS1_4.05,GS1_4,823.1,14,11,11.2,14.4,73.4,26.4,79.2
GS1_4.06,GS1_4,649.6,15,9.5,10.5,13.5,71.9,25.4,77.7
GS1_40.01,GS1_40,377.2,13.5,7.5,10.3,16.4,67.2,32.2,77.6
GS1_40.02,GS1_40,731.3,15,10,13.1,15.5,69.6,31.1,78.4
GS1_40.03,GS1_40,458.6,13.5,8.5,13.6,18.1,70,31.2,79.5
GS1_40.05,GS1_40,396.2,12.5,8,14,21.5,73.6,29.1,79.6
GS1_40.06,GS1_40,420.4,14,8.5,13.7,17.4,66.7,33.3,78
GS1_41.01,GS1_41,512.5,13.5,8.5,12.5,16.5,70.7,26.8,78.3
GS1_41.01,GS1_41,558.8,12,9.5,11.8,15.4,70.4,28.2,80.5
GS1_41.02,GS1_41,391.5,12,8.5,12,15.4,75.1,21.4,78.5
GS1_41.02,GS1_41,472.3,14,8.5,11.3,16,68.2,29,78.4
GS1_41.03,GS1_41,367.8,11.5,8.5,11.5,15.5,77.6,18.8,74
GS1_41.03,GS1_41,808,15,10.5,11.8,15.3,71.6,26.7,77.7
GS1_41.05,GS1_41,485.2,12,9,11.6,15.7,72.5,26.3,81
GS1_41.05,GS1_41,581.4,15,9.5,13,15.8,65.9,29.4,76.2
GS1_43.02,GS1_43,887.4,18.5,10,14,17.5,71.1,28.8,79
GS1_43.02,GS1_43,901.1,18.5,10,13.2,16.9,70.7,28.3,76.3
GS1_43.03,GS1_43,967.6,18.5,9.5,14.5,19.1,71.5,30.7,76.3
GS1_43.03,GS1_43,966.9,16.5,10,12.9,14.7,72.6,28.2,74.9
GS1_43.04,GS1_43,587.4,14.5,9,13.4,14.6,71.3,31.3,74.1
GS1_43.04,GS1_43,558.8,13,8.5,12.3,17,70.6,30.8,79.1
GS1_43.05,GS1_43,584.8,15.5,8.5,13.3,15.3,70.3,27.6,72.7
GS1_43.06,GS1_43,982.9,18.5,10.5,11.8,14.5,71.6,28,77
GS1_44.01,GS1_44,805.6,17.5,10.5,12.6,14.6,72.4,30.1,81.2
GS1_44.02,GS1_44,791.6,17.5,10,12.8,15.1,71.4,30.7,77.9
GS1_44.03,GS1_44,808.5,17.5,11,10.8,13.4,73.7,26.1,74.4
GS1_44.04,GS1_44,923.9,18.5,10.5,11.1,11.7,69,30.8,78.3
GS1_44.05,GS1_44,703.6,17,9.5,11.9,14.2,72.6,27.7,79.7
GS1_44.06,GS1_44,684.3,17,9.5,9.8,18.2,71.8,29.7,77
GS1_45.01,GS1_45,688.6,18,9.5,12.2,18.1,72.6,26.9,78.5
GS1_45.02,GS1_45,471.7,15.5,8,12.8,20.8,72.1,28.3,76.6
GS1_45.03,GS1_45,733.9,19.5,9.5,11.7,16,72.5,28.2,76.4
GS1_45.04,GS1_45,752.9,16,10.5,11.6,14.9,70.6,29,76.2
GS1_45.05,GS1_45,527.7,17,8.5,12.2,20.5,70.8,27.8,79.2
GS1_45.06,GS1_45,932.5,20,10.5,9.7,12.9,72.4,26.5,76
GS1_46.01,GS1_46,525.3,16,10,11.1,14.4,70.2,30.6,80.5
GS1_46.02,GS1_46,618.7,15.5,9.5,9.5,11,72,27.9,75.4
GS1_46.03,GS1_46,793.4,16.5,10,11.4,13.7,71.8,28.9,80
GS1_46.04,GS1_46,631.6,16.5,9.5,10.6,15.2,70.5,33.6,77.9
GS1_46.05,GS1_46,745,16,10,11.3,14.9,72.2,26.7,77.2
GS1_46.06,GS1_46,560.3,15,9,11.5,14,72,30,80.8
GS1_47.01,GS1_47,436.1,12,8.5,11.5,14.3,71.6,28.7,80.1
GS1_47.02,GS1_47,367.1,12.5,8,10,13,71.4,27.5,80.9
GS1_47.03,GS1_47,362.7,12.5,8,9.6,16.5,70.9,28.9,79.8
GS1_47.04,GS1_47,646.7,15.5,9,11,14.2,71.6,28.1,78.8
GS1_47.05,GS1_47,770.1,15,10,11.7,13.9,72.8,26.2,77
GS1_47.06,GS1_47,618.7,15.5,9,11.9,14.2,71.5,27.6,81.1
GS1_48.01,GS1_48,738.6,16,10.5,11.3,16.3,72.9,24.1,75.9
GS1_48.02,GS1_48,578.4,16.5,9.5,12.5,20.3,70.3,27.5,78.8
GS1_48.03,GS1_48,669,17,10,12.7,16.4,73.8,25.3,73.4
GS1_48.04,GS1_48,651.9,16.5,10.5,11.4,15.8,72.6,23.8,74.1
GS1_48.05,GS1_48,907,19,11.5,9.7,12.8,73.8,23.7,72.8
GS1_48.06,GS1_48,1183.2,23,12,9.7,15.3,71.2,25.7,73.7
GS1_49.01,GS1_49,525.5,14,9,10.8,13.9,67.4,26.5,76.1
GS1_49.02,GS1_49,738.4,17,10.5,11.8,15,68.7,27.2,77.7
GS1_49.03,GS1_49,951.5,17.5,11.5,11,14.2,70,29,78.3
GS1_49.04,GS1_49,802.5,17.5,10.5,11.6,15.6,68.6,28,78.3
GS1_49.05,GS1_49,751.5,15,11,12.1,15.4,68.2,26.3,76
GS1_49.06,GS1_49,731.1,15.5,10.5,11.7,15.7,69.7,25.7,77.7
GS1_5.01,GS1_5,1045.5,17.5,11,11.4,19.6,73.9,25,82.8
GS1_5.02,GS1_5,966.4,18,10,13.3,20.2,69.6,25.9,72.5
GS1_5.03,GS1_5,1114,20.5,9.5,10.2,14.4,73.8,28.3,78.9
GS1_5.04,GS1_5,519.1,15,8.5,12.8,15.6,70.5,28.5,73
GS1_5.05,GS1_5,857.5,18.5,9.5,11,15.5,71,27.7,76.6
GS1_5.06,GS1_5,593.5,16.5,9,11.4,14,67.8,30.2,76.8
GS1_50.01,GS1_50,594.2,16,9,12.6,14.1,70.1,30.8,77.6
GS1_50.02,GS1_50,538.5,15.5,9,11,12.5,68.8,32.3,78.1
GS1_50.03,GS1_50,397.1,14.5,8,11.5,14.9,69.9,32,79.6
GS1_50.04,GS1_50,557.3,16.5,9,10.9,15.5,67.3,35.9,76.9
GS1_50.05,GS1_50,578.8,16,9,10.9,12,71.1,31.3,78.3
GS1_50.06,GS1_50,282,12.5,7.5,13.5,19.6,68.9,31.4,78.3
GS1_51.01,GS1_51,709.4,17,10,11.5,15.1,71.7,26.3,79.4
GS1_51.02,GS1_51,668.6,15.5,10,11.4,17.6,72.6,28.4,80.8
GS1_51.03,GS1_51,639.1,17,9,11.9,17.4,71.9,29,83.5
GS1_51.04,GS1_51,440,14.5,9,11.6,16.1,68.8,31.2,77
GS1_51.05,GS1_51,466.5,15,8.5,11.4,17.2,66.9,30.2,75.9
GS1_51.06,GS1_51,697.9,16.5,9.5,10.3,16.2,70.7,27.9,82.5
GS1_52.01,GS1_52,864.3,15,11,12.2,16.1,72.5,27.5,73.8
GS1_52.02,GS1_52,875.6,16.5,10.5,12.8,15.7,71.2,28.6,78.6
GS1_52.03,GS1_52,909.3,17.5,10.5,12,18.8,71.3,29.1,80.5
GS1_52.04,GS1_52,849.1,16.5,10.5,11.9,15.1,71.2,29,76.5
GS1_52.05,GS1_52,707.3,17,10.5,5.1,6.5,84.5,14.6,52.5
GS1_52.06,GS1_52,809.9,17.5,10.5,12,15.3,69,32.6,79.7
GS1_53.01,GS1_53,518.1,15,9,10.7,16,71.8,29.7,81.2
GS1_53.02,GS1_53,713.7,17.5,9,11.6,14.5,71,29.6,78.8
GS1_53.03,GS1_53,946.2,16,10,11.1,13.2,73.7,26.8,77.1
GS1_53.04,GS1_53,983.7,19,10,11.8,16.1,73.3,28.2,79.5
GS1_53.05,GS1_53,751.2,18,9.5,12.4,16.9,71.2,28.5,80.7
GS1_53.06,GS1_53,882.8,17,10,11,17.6,74.7,28.2,79
GS1_54.01,GS1_54,987.1,17.5,11,13,17.5,71.9,28.8,81.2
GS1_54.02,GS1_54,663.7,16,9,12.8,15.6,70.3,30.7,79.2
GS1_54.03,GS1_54,861.4,17,10.5,15.2,22.7,74.3,26.9,83.6
GS1_54.04,GS1_54,462.4,14.5,8.5,12.4,14.7,68.4,28.5,74.8
GS1_54.05,GS1_54,478.4,15,9,12.4,15.6,67.9,30,77
GS1_54.06,GS1_54,842.2,17.5,9,10.1,14.7,72.5,30.1,76.3
GS1_55.01,GS1_55,280,11,8,10.9,14.3,73.6,23.8,69.5
GS1_55.02,GS1_55,487.4,14,9.5,8.9,11.2,72,27.9,73.7
GS1_55.03,GS1_55,547,16,9.5,11.7,15,70.9,28.1,76.3
GS1_55.04,GS1_55,388.6,14.5,8.5,11.1,13.3,72.1,30.6,76.1
GS1_55.05,GS1_55,426.9,13.5,9,12.4,16.3,72.4,26,73.3
GS1_55.06,GS1_55,511.8,16,9,10.3,13.7,73.2,26.5,73.5
GS1_56.01,GS1_56,670.7,14.5,9.5,13.9,16.3,70.3,30.8,78.8
GS1_56.02,GS1_56,758.3,14.5,10.5,14.7,16.1,70.5,30.4,79.9
GS1_56.03,GS1_56,729.7,13,10.5,11.4,14.1,71.7,30.5,78.8
GS1_56.04,GS1_56,714.2,15.5,10,13.5,16.4,71.5,30.7,75.9
GS1_56.05,GS1_56,449.7,13.5,8.5,13.9,20.1,68.3,32.9,77.8
GS1_56.06,GS1_56,582.4,13.5,9.5,13.1,19.4,70.1,31,80.9
GS1_57.01,GS1_57,812.9,18,10,12.5,15.2,69.2,33.3,79.4
GS1_57.02,GS1_57,957.1,19.5,9.5,12.7,17.1,67.8,33.8,78.8
GS1_57.03,GS1_57,1018.4,19,10,8.8,13.4,68.8,33,76.9
GS1_57.04,GS1_57,749.4,17,9,14.2,21.1,71.9,30.5,80.3
GS1_57.05,GS1_57,813.8,17.5,9.5,12.7,16.2,68.1,34.4,77.9
GS1_58.01,GS1_58,647.6,15,8,14.2,17.6,70.3,31.6,77.1
GS1_58.02,GS1_58,662.6,17,8,13.5,16,68.4,33.2,77.5
GS1_58.03,GS1_58,606.8,15.5,8,14.2,18.8,69.1,32.5,78.1
GS1_58.04,GS1_58,597.4,16,8.5,13.1,15.8,69.7,30.2,76.3
