FruitID,Brix
GS3.1_128.04,13
GS3.1_67.05,12.6
GS3.1_128.03,10.1
GS3.1_181.01,12
GS3.1_56.03,12.7
GS3.1_14.03,12.7
GS3.1_130.06,11.9
GS3.1_114.4,13.5
GS3.1_56.01,12.9
GS3.1_87.01,7.7
GS3.1_118.5,13
GS3.1_118.2,14.6
GS3.1_17.06,11.5
GS3.1_129.01,10.8
GS3.1_168.3,13.2
GS3.1_129.02,10.4
GS3.1_168.2,13.5
GS3.1_114.5,12.6
GS3.1_168.1,12
GS3.1_114.2,11.5
GS3.1_131.6,9.7
GS3.1_14.02,12.1
GS3.1_181.05,12.6
GS3.1_168.5,12
GS3.1_124.3,10.3
GS3.1_181.06,12.5
GS3.1_114.3,12.2
GS3.1_131.4,9.3
GS3.1_187.5,10.5
GS3.1_125.02,10.9
GS3.1_164.02,10.1
GS3.1_131.1,7.6
GS3.1_181.03,9.4
GS3.1_62.05,13.4
GS3.1_77.05,11.7
GS3.1_124.2,10.3
GS3.1_164.03,9.2
GS3.1_124.5,11.5
GS3.1_131.5,7.9
GS3.1_131.3,9
GS3.1_24.01,10.7
GS3.1_164.05,10.7
GS3.1_118.6,14.3
GS3.1_77.06,11.1
GS3.1_24.05,11.1
GS3.1_86.04,13.2
GS3.1_86.01,12.7
GS3.1_155.05,13.7
GS3.1_77.01,12
GS3.1_69.02,12.6
GS3.1_125.05,12.2
GS3.1_131.2,8.5
GS3.1_87.03,10.5
GS3.1_181.02,12.4
GS3.1_24.02,12.5
GS3.1_164.01,9.6
GS3.1_164.04,8.5
GS3.1_24.04,11.9
GS3.1_118.4,13.2
GS3.1_118.1,13.7
GS3.1_62.03,13.3
GS3.1_118.3,13.4
GS3.1_62.04,13.7
GS3.1_56.06,12.1
GS3.1_125.04,12.4
GS3.1_24.06,11.9
GS3.1_164.06,8.6
GS3.1_77.04,12.5
GS3.1_77.02,9.3
GS3.1_77.03,10.6
GS3.1_86.02,10.2
GS3.1_24.03,11.7
GS3.1_155.01,12.7
GS3.1_17.01,10.1
GS3.1_17.03,11.6
GS3.1_124.4,11.1
GS3.1_69.03,13
GS3.1_62.01,11.4
GS3.1_130.04,12.5
GS3.1_30.06,12.2
GS3.1_125.06,10.9
GS3.1_155.02,13.8
GS3.1_155.06,14.5
GS3.1_69.04,13
GS3.1_69.06,15.7
GS3.1_155.04,13.9
GS3.1_86.05,12.8
GS3.1_62.02,14.3
GS3.1_46.06,11.8
GS3.1_124.1,11.2
GS3.1_86.03,13
GS3.1_62.06,10.1
GS3.1_30.01,12.2
GS3.1_30.03,11.5
GS3.1_100.01,8.9
GS3.1_17.04,11.2
GS3.1_69.05,13.9
GS3.1_181.04,13.2
GS3.1_125.03,10.6
GS3.1_14.05,12.8
GS3.1_56.02,11
GS3.1_187.2,13.1
GS3.1_100.02,9.5
GS3.1_30.05,10.3
GS3.1_168.6,12.1
GS3.1_56.05,12
GS3.1_14.04,10.6
GS3.1_83.04,13.3
GS3.1_46.05,11.7
GS3.1_168.4,13.1
GS3.1_30.02,11.9
GS3.1_187.3,12.4
GS3.1_130.02,12.4
GS3.1_130.05,12.8
GS3.1_30.04,11.9
GS3.1_87.02,11.5
GS3.1_130.01,12
GS3.1_46.04,10.2
GS3.1_83.03,13.3
GS3.1_130.03,12.4
GS3.1_46.03,10.3
GS3.1_125.01,11.8
GS3.1_83.05,13.2
GS3.1_14.01,12.9
GS3.1_46.01,12
GS3.1_155.03,13
GS3.1_83.01,12.6
GS3.1_17.05,11.4
GS3.1_83.02,12.7
GS3.1_187.4,15
GS3.1_83.06,13
GS3.1_17.02,12.6
GS3.1_56.04,12.1
GS3.1_100.04,10
GS3.1_46.02,6
GS3.1_100.03,9.3
GS3.1_69.01,13.9
GS3.1_27.1,13.5
GS3.1_31.01,9.9
GS3.1_192.5,12
GS3.1_31.02,10.3
GS3.1_192.6,11.4
GS3.1_27.2,10.9
GS3.1_109.5,12.1
GS3.1_31.05,11.4
GS3.1_80.03,12
GS3.1_31.06,8.6
GS3.1_98.4,13.3
GS3.1_58.03,10.5
GS3.1_109.4,7.8
GS3.1_160.05,4.2
GS3.1_55.02,9.6
GS3.1_119.1,12.1
GS3.1_58.02,10.7
GS3.1_192.1,12
GS3.1_98.5,13.5
GS3.1_169.3,13
GS3.1_119.2,11.9
GS3.1_57.5,9
GS3.1_73.03,9
GS3.1_109.3,10.6
GS3.1_27.5,13.4
GS3.1_119.3,13.4
GS3.1_57.3,12
GS3.1_119.5,12.9
GS3.1_160.01,14.1
GS3.1_160.04,12.8
GS3.1_16.3,10.3
GS3.1_133.4,12.8
GS3.1_109.2,10
GS3.1_135.2,9.9
GS3.1_158.01,10.9
GS3.1_183.5,10
GS3.1_133.1,12.1
GS3.1_48.02,8.4
GS3.1_158.03,10.5
GS3.1_169.2,12.3
GS3.1_169.4,12.4
GS3.1_80.05,11.8
GS3.1_183.6,9.7
GS3.1_169.6,12
GS3.1_66.3,11.3
GS3.1_160.02,12.7
GS3.1_158.06,11.2
GS3.1_158.04,11.9
GS3.1_119.4,13.4
GS3.1_183.4,11.7
GS3.1_66.2,10.3
GS3.1_80.02,10.7
GS3.1_133.3,11.4
GS3.1_58.01,10.9
GS3.1_158.05,11.4
GS3.1_48.03,10.8
GS3.1_192.3,11
GS3.1_73.05,9.9
GS3.1_133.2,9.9
GS3.1_169.1,9.6
GS3.1_107.3,11.9
GS3.1_57.2,11.8
GS3.1_183.3,11.2
GS3.1_66.1,9.3
GS3.1_183.2,10.7
GS3.1_66.4,9.8
GS3.1_55.01,9.6
GS3.1_133.6,12
GS3.1_133.5,13.4
GS3.1_16.6,10.7
GS3.1_147.2,12.2
GS3.1_73.04,9.5
GS3.1_16.5,11.1
GS3.1_16.4,11.2
GS3.1_48.01,14.2
GS3.1_16.2,10.1
GS3.1_183.1,9.4
GS3.1_192.2,12.9
GS3.1_158.02,11.6
GS3.1_109.1,11.2
GS3.1_57.6,11.6
GS3.1_119.6,13.4
GS3.1_109.6,11.5
GS3.1_116.2,9.9
GS3.1_135.4,10.9
GS3.1_135.1,9.9
GS3.1_27.4,12.3
GS3.1_73.02,10
GS3.1_31.04,11.2
GS3.1_80.04,11.4
GS3.1_27.6,11.5
GS3.1_147.1,12.2
GS3.1_169.5,12
GS3.1_107.4,11.5
GS3.1_107.1,12.6
GS3.1_23.02,10.4
GS3.1_147.3,10.8
GS3.1_57.1,10.4
GS3.1_107.2,12
GS3.1_116.3,14.5
GS3.1_160.06,11.8
GS3.1_160.03,13.5
GS3.1_135.6,10.4
GS3.1_57.4,7.7
GS3.1_80.01,11.1
GS3.1_135.5,9.4
GS3.1_135.3,9.4
GS3.1_23.01,10.3
GS3.1_98.3,14.3
GS3.1_16.1,10.4
GS3.1_102.02,12.5
GS3.1_21.03,12.4
GS3.1_166.03,12.8
GS3.1_156.02,12.7
GS3.1_81.02,11.8
GS3.1_51.01,7.6
GS3.1_51.03,8.7
GS3.1_102.05,10.2
GS3.1_154.01,8.9
GS3.1_81.05,11.2
GS3.1_21.02,11.7
GS3.1_21.05,11.2
GS3.1_156.03,12.8
GS3.1_98.2,12.4
GS3.1_102.04,12.5
GS3.1_156.04,13.5
GS3.1_51.02,7.2
GS3.1_31.03,10.1
GS3.1_21.04,11.5
GS3.1_170.06,13.1
GS3.1_170.01,11.7
GS3.1_80.06,12.7
GS3.1_21.06,13.4
GS3.1_156.05,13.3
GS3.1_156.06,14.2
GS3.1_154.02,9.4
GS3.1_81.04,11.1
GS3.1_154.03,8.2
GS3.1_170.05,12.3
GS3.1_170.03,12.4
GS3.1_98.1,12.1
GS3.1_81.01,11.6
GS3.1_170.02,13
GS3.1_21.01,11.1
GS3.1_98.6,11.7
GS3.1_166.01,13.6
GS3.1_154.04,9.1
GS3.1_116.1,11.1
GS3.1_81.03,12.7
GS3.1_73.01,9.7
GS3.1_166.02,13.2
GS3.1_102.01,11.5
GS3.1_166.04,11.8
GS3.1_102.03,12.9
GS3.1_156.01,12
GS3.1_27.3,12.3
GS3.1_170.04,12.5
GS3.1_166.05,13.4
GS3.1_166.06,13
GS3.1_20.05,13.6
GS3.1_111.03,11.6
GS3.1_117.05,11.6
GS3.1_138.06,12.4
GS3.1_111.02,13.1
GS3.1_5.04,11.3
GS3.1_138.02,13.4
GS3.1_93.5,13.1
GS3.1_15.01,14.1
GS3.1_105.02,9.5
GS3.1_20.04,13.8
GS3.1_138.05,12.2
GS3.1_117.04,11.7
GS3.1_105.04,10.3
GS3.1_60.05,13.7
GS3.1_93.4,16.5
GS3.1_15.06,12.8
GS3.1_5.02,11.4
GS3.1_93.3,13.7
GS3.1_172.3,12.5
GS3.1_106.02,9
GS3.1_93.6,14.3
GS3.1_111.01,12.5
GS3.1_64.6,10.4
GS3.1_60.03,13.8
GS3.1_60.04,14.5
GS3.1_172.6,12.2
GS3.1_114.6,12.9
GS3.1_5.03,11.4
GS3.1_20.06,14.9
GS3.1_105.05,10.5
GS3.1_64.5,12.8
GS3.1_117.03,11.9
GS3.1_187.1,12.4
GS3.1_138.03,11.9
GS3.1_64.2,10.1
GS3.1_105.03,10.1
GS3.1_106.01,8.8
GS3.1_5.05,11.5
GS3.1_93.2,14.1
GS3.1_117.02,12.5
GS3.1_5.01,11.9
GS3.1_138.04,14.8
GS3.1_172.5,11.5
GS3.1_20.01,12.3
GS3.1_117.06,12.1
GS3.1_187.6,12.8
GS3.1_5.06,12.1
GS3.1_60.01,13.6
GS3.1_172.4,13.4
GS3.1_64.1,11.4
GS3.1_20.02,14.4
GS3.1_138.01,13.6
GS3.1_114.1,13
GS3.1_15.03,13.6
GS3.1_64.4,12.4
GS3.1_60.02,13.3
GS3.1_15.04,13.4
GS3.1_64.3,11.3
GS3.1_172.1,12.6
GS3.1_111.04,12.9
GS3.1_20.03,13.3
GS3.1_105.01,11
GS3.1_93.1,12.3
GS3.1_172.2,12.9
GS3.1_15.02,13
GS3.1_117.01,13
GS3.1_105.06,11.7
GS3.1_15.05,13.1
GS3.1_132.02,10
GS3.1_132.01,10.7
GS3.1_18.02,12.6
GS3.1_178.04,11
GS3.1_18.05,11.5
GS3.1_175.05,10.7
GS3.1_153.04,12.1
GS3.1_178.01,11.3
GS3.1_18.01,12.7
GS3.1_18.03,11.6
GS3.1_142.02,12.2
GS3.1_7.03,10.1
GS3.1_175.03,11.5
GS3.1_132.06,10
GS3.1_18.04,11.4
GS3.1_178.02,11.5
GS3.1_175.04,11.3
GS3.1_7.02,9.6
GS3.1_178.03,11.1
GS3.1_92.04,11.6
GS3.1_153.03,12
GS3.1_142.05,13.1
GS3.1_142.03,13.7
GS3.1_132.03,9.8
GS3.1_132.05,10.4
GS3.1_142.04,12.9
GS3.1_175.02,10
GS3.1_32.05,12.7
GS3.1_32.03,13.9
GS3.1_175.06,11.8
GS3.1_132.04,10.3
GS3.1_142.06,13
GS3.1_85.05,10.2
GS3.1_7.01,9.3
GS3.1_32.02,13.2
GS3.1_153.01,12.2
GS3.1_32.01,13.4
GS3.1_153.05,12.6
GS3.1_32.04,12.2
GS3.1_177.02,13.3
GS3.1_142.01,12.7
GS3.1_151.03,13.4
GS3.1_151.04,12.3
GS3.1_178.05,11.4
GS3.1_18.06,12.7
GS3.1_32.06,12.8
GS3.1_178.06,11.1
GS3.1_92.01,8.8
GS3.1_85.03,10.5
GS3.1_92.06,11.6
GS3.1_85.04,10.4
GS3.1_92.05,10.1
GS3.1_85.02,11
GS3.1_151.01,13.4
