GS2.1_63,0.856418622266436
GS2.1_155,0.805134361964147
GS2.1_185,0.742539029433655
GS2.1_25,0.737112945736824
GS2.1_21,0.686280687255083
GS2.1_43,0.684722747234601
GS2.1_72,0.636775002645113
GS2.1_34,0.62979865568036
GS2.1_105,0.629162138419997
GS2.1_112,0.606725531845692
GS2.1_41,0.582367051028717
GS2.1_77,0.579518391780496
GS2.1_115,0.576735115891735
GS2.1_108,0.554254804297027
GS2.1_188,0.551768318577892
GS2.1_68,0.544428429683108
GS2.1_71,0.512540235224103
GS2.1_152,0.494439890400086
GS2.1_159,0.470717048429813
GS2.1_64,0.459682777782114
GS2.1_4,0.457661525981069
GS2.1_84,0.453985992880812
GS2.1_31,0.444629074642781
GS2.1_97,0.436013884754045
