FruitID,Weight,Length,Width,Ripeness,X,Y,Z
GS3_151.4,629.3,14.5,9.5,ripeness,37.234,30.414,3.324
GS3_151.5,514.2,13,8.5,ripeness,38.134,31.748,3.562
GS3_151.6,552.8,15,9,ripeness,37.99,31.103,3.337
GS3_151.7,464.6,13,8.5,ripeness,38.877,32.697,3.627
GS3_151.8,459.7,13.5,8,ripeness,37.641,30.625,3.876
GS3_151.9,450.8,13.5,9,ripeness,37.977,31.702,3.577
GS3_151.10,424,13,7.5,ripeness,41.465,34.524,4.32
GS3_85.1,726.3,19,10,ripeness,39.434,32.693,3.456
GS3_85.2,689.6,18.5,9.5,ripeness,39.968,32.978,3.325
GS3_85.3,596.1,16.5,8.5,ripeness,38.457,32.163,3.715
GS3_85.4,479.1,16.5,7,ripeness,37.723,31.117,3.281
GS3_85.5,646.2,17,9.5,ripeness,39.933,32.945,3.951
GS3_85.6,694.2,16.5,9.5,ripeness,41.049,34.218,4.398
GS3_85.7,572.4,18,8.5,ripeness,37.763,31.627,3.87
GS3_85.8,637.8,17.5,9,ripeness,37.703,31.307,4.159
GS3_85.9,527.2,17,8.5,ripeness,38.577,32.08,3.555
GS3_85.10,518.2,17,8,ripeness,36.739,31.237,3.8
GS3_217.1,731.1,16,9,Quarter,40.378,34.812,4.26
GS3_217.2,647.7,17.5,8.5,Quarter,39.113,33.603,3.611
GS3_217.3,855.8,18,9.5,Quarter,38.588,32.551,3.696
GS3_217.4,781.7,15.5,10,Quarter,39.415,34.435,4.882
GS3_217.5,758.1,16.5,9.5,Quarter,38.116,32.653,3.499
GS3_217.6,636.9,16,9,Quarter,40.095,34.735,3.931
GS3_217.7,897.7,16,10.5,ripeness,37.767,32.776,4.105
GS3_217.8,505.9,15.5,8,half,37.82,32.448,3.487
GS3_217.9,761.5,18,9.5,ripeness,38.376,32.565,3.745
GS3_217.10,675.3,16.5,8,Quarter,40.115,34.479,4.469
GS3_47.1,673.7,15.5,8.5,Quarter,41.01,35.241,4.628
GS3_47.2,553.7,12,9,Quarter,38.387,32.461,4.037
GS3_47.3,862.3,16.5,9.5,ripeness,38.403,31.953,3.068
GS3_47.4,691.4,14.5,9,Quarter,38.433,32.715,3.925
GS3_47.5,731,14,9.5,Quarter,35.225,29.77,3.628
GS3_47.6,828.5,15.5,9.5,Quarter,38.973,33.211,4.198
GS3_47.7,801.2,14.5,9,Quarter,39.919,33.838,4.237
GS3_47.8,738.6,16,9.5,Quarter,40.356,34.583,4.354
GS3_47.9,612.8,14.5,8.5,ripeness,35.771,29.155,2.942
GS3_47.10,628.9,15,10.5,Quarter,41.143,35.944,4.746
GS3_21.1,588.6,15.5,9.5,ripeness,37.385,32.162,3.727
GS3_21.2,563.8,15,9,ripeness,40.053,34.258,4.467
GS3_21.3,497.4,14.5,8.5,ripeness,40.6,35.566,5.444
GS3_21.4,520,15,8.5,ripeness,37.911,33.045,4.212
GS3_21.5,596,14.5,8.5,ripeness,39.908,34.633,4.729
GS3_21.6,477.6,15.5,8.5,ripeness,40.206,35.023,4.896
GS3_21.7,536.5,14,8.5,ripeness,38.869,33.383,4.474
GS3_21.8,609.4,15.5,8.5,ripeness,41.763,36.488,5.266
GS3_21.9,395,13,8.5,ripeness,41.115,35.873,5.239
GS3_21.10,632.7,14,9,ripeness,41.867,40.932,24.088
GS3_157.1,797.9,16,10,ripeness,47.06,43.204,7.6
GS3_157.2,730.3,16,9,ripeness,43.117,37.976,6.223
GS3_157.3,790.4,16,9.5,ripeness,43.071,37.911,5.746
GS3_157.4,867.7,17.5,9.5,ripeness,42.11,36.382,5.73
GS3_157.5,822.2,16.5,9.5,ripeness,41.784,35.713,4.74
GS3_157.6,550.4,15,8.5,ripeness,42.292,36.065,4.668
GS3_157.7,812,16,9.5,ripeness,42.375,36.918,5.553
GS3_157.8,707,16.5,10,ripeness,53.635,50.943,16.586
GS3_157.9,614.8,16.5,9,ripeness,41.581,36.071,4.956
GS3_157.10,799.6,16,9.5,ripeness,41.884,36.073,4.806
GS3_95.1,778.6,15.5,9.5,Quarter,44.495,38.377,5.782
GS3_95.2,560.2,16.5,8,Quarter,42.123,35.867,4.119
GS3_95.3,616.8,15.5,9,Quarter,44.029,37.661,5.4
GS3_95.4,853,19.5,10,Quarter,45.779,41.369,6.114
GS3_95.5,559.7,13.5,8,Quarter,45.25,39.109,5.898
GS3_95.6,587.5,15.5,9,ripeness,41.289,35.272,4.531
GS3_95.7,483.3,16,8.5,Quarter,39.653,33.194,3.857
GS3_95.8,704.2,16,9.5,half,41.529,35.391,4.785
GS3_95.9,627,13,9.5,ripeness,43.573,37.17,4.955
GS3_95.10,918.1,19.5,10,half,47.059,42.952,7.547
GS3_161.1,632,16,8.5,ripeness,42.364,35.831,3.653
GS3_161.2,877.6,16.5,10.5,Quarter,43.848,37.598,5.354
GS3_161.3,717.7,16.5,9,ripeness,42.166,36.016,4.162
GS3_161.4,931.1,17,10,ripeness,44.517,37.863,5.561
GS3_161.5,988.8,15.5,11,Quarter,44.909,38.371,5.001
GS3_161.6,1268.1,19,10,Quarter,41.968,35.576,4.556
GS3_101.1,535.6,17,9,ripeness,43.987,39.334,8.094
GS3_101.2,719.5,20,10,ripeness,49.114,45.239,7.059
GS3_101.3,670.6,17.5,10,ripeness,41.302,35.723,4.838
GS3_101.4,456.4,18,8.5,Ripe,42.446,37.052,5.501
GS3_101.5,537.6,17.5,9.5,Ripe,42.385,36.52,5.159
GS3_101.6,723.1,18.5,10,Ripe,41.323,35.436,4.715
GS3_101.7,664,16,10.5,Ripe,41.845,36.381,5.26
GS3_101.8,507.1,17,9.5,Ripe,42.088,36.069,4.742
GS3_101.9,547.3,17,9.5,Ripe,42.74,36.813,5.398
GS3_101.10,589.4,18,9.5,Ripe,40.922,34.937,4.611
GS3_109.1,733.4,14.5,9.5,Ripe,43.725,37.642,4.903
GS3_109.2,631.2,14.5,8.5,Ripe,46.929,41.269,6.575
GS3_109.3,705.6,14.5,9.5,Ripe,45.071,38.79,5.544
GS3_109.4,797.6,18,9.5,Ripe,42.16,36.128,4.704
GS3_109.5,748,15,10,Ripe,44.103,37.619,5.489
GS3_109.6,582.4,14.5,9,Ripe,44.063,38.095,5.416
GS3_109.7,816.9,15.5,10,Ripe,43.644,37.316,5.728
GS3_109.8,558.6,13.5,8.5,Ripe,45.417,39.484,6.439
GS3_109.9,823,16,9.5,Ripe,44.614,38.867,6.548
GS3_109.10,620,14.5,8.5,Ripe,43.007,36.995,4.933
GS3_218.1,867.5,18,9.5,Ripe,40.74,34.697,3.969
GS3_218.2,743.5,17,9.5,Ripe,40.766,34.814,4.299
GS3_218.3,730.8,18.5,9,Ripe,46.052,41.194,5.136
GS3_218.4,519.1,17,8.5,Ripe,46.851,42.209,5.591
GS3_218.5,632.9,14.5,9,Ripe,37.971,31.85,3.692
GS3_218.6,692.6,13.5,9.5,Ripe,39.983,33.655,4.106
GS3_218.7,365.1,14,7.5,Ripe,36.666,30.785,3.403
GS3_218.8,375.6,13.5,8,Ripe,39.553,33.996,4.214
GS3_218.9,587.9,17,8.5,Ripe,39.775,33.889,3.992
GS3_218.10,498.4,15,9,Ripe,41.23,36.298,4.73
GS3_233.1,841,17,9,Ripe,45.61,39.639,5.449
GS3_233.2,715.8,16.5,9,Ripe,41.515,35.589,4.165
GS3_233.3,764.2,17,10,Ripe,42.583,36.037,4.587
GS3_233.4,608.7,16,9,Ripe,42.239,36.092,3.835
GS3_233.5,673.3,17.5,8.5,Ripe,41.947,35.307,3.886
GS3_233.6,874.9,17.5,9.5,Ripe,42.96,37.293,4.036
GS3_233.7,532.7,14,8,Ripe,43.396,37.47,4.5
GS3_233.8,650.5,16.5,9.5,Ripe,41.833,35.714,4.164
GS3_233.9,786.4,18,9.5,Ripe,43.335,37.327,5.045
GS3_233.10,578.1,15,9,Ripe,42.107,36.23,3.777
GS3_143.1,1103.4,16.5,10.5,Ripe,42.429,37.143,5.603
GS3_143.2,994.8,16,10,Ripe,39.989,34.846,4.886
GS3_143.3,1057.5,18,10.5,Ripe,40.119,35.114,4.982
GS3_143.4,867.6,14.5,10,Ripe,40.809,35.577,4.736
GS3_143.5,1033.4,16,10.5,Ripe,40.628,35.41,5.365
GS3_143.6,1570.8,19.5,11,Ripe,42.546,37.272,5.663
GS3_143.7,557.4,14,8,Ripe,41.702,35.8,3.987
GS3_143.8,1007.2,17,9.5,Ripe,38.953,34.149,4.939
GS3_143.9,1390.2,16.5,12,Ripe,42.336,36.741,4.615
GS3_4.1,694.9,17,8.5,Quarter,42.689,37.659,4.849
GS3_4.2,645.5,16.5,9,half,43.432,38.011,4.002
GS3_4.3,596,17,9,Ripe,43.964,38.385,4.531
GS3_4.4,604.2,17,8,Quarter,39.557,33.992,4.162
GS3_4.5,421.3,14,8,Ripe,42.615,37.18,4.333
GS3_4.6,664.8,17,8.5,Ripe,44.258,38.78,5.105
GS3_4.7,541.4,16,8,Quarter,41.506,36.386,4.952
GS3_4.8,470.7,16,7.5,Ripe,44.153,39.08,4.855
GS3_4.9,695.4,17.5,8,Ripe,42.842,37.119,4.534
GS3_4.10,552.2,16,7.5,Quarter,43.334,38.492,5.975
GS3_127.1,921.2,17,10,Ripe,42.35,36.139,4.649
GS3_127.2,912,16.5,11,Ripe,42.013,35.832,4.538
GS3_127.3,861.5,18,10,Ripe,39.904,33.957,3.848
GS3_127.4,645.7,13.5,10,Ripe,42.473,36.687,4.734
GS3_127.5,610.4,17,9.5,Ripe,38.228,31.982,3.567
GS3_127.6,519.2,15,9.5,Ripe,40.431,34.75,4.554
GS3_127.7,353.1,12.5,8.5,Ripe,39.505,32.716,3.726
GS3_127.8,557,13.5,9,Ripe,39.861,33.25,3.994
GS3_127.9,502.9,15.5,8.5,Ripe,40.169,33.614,4.087
GS3_127.10,660.7,14.5,10,Ripe,39.323,33.354,4.111
GS3_96.1,675.1,16,10,Ripe,38.396,32.827,4.025
GS3_96.2,793.8,17,10.5,Quarter,40.252,33.856,4.28
GS3_96.3,718.9,16.5,9.5,Ripe,40.481,34.215,4.315
GS3_96.4,653.8,17,9.5,Ripe,41.324,35.15,4.227
GS3_96.5,696.9,18.5,9.5,Ripe,39.269,32.908,3.365
GS3_96.6,617.5,17.5,9.5,Ripe,40.644,34.393,3.485
GS3_96.7,870.6,17,10.5,Quarter,40.227,33.972,4.055
GS3_96.8,513.1,15,9,Ripe,40.298,34.035,4.959
GS3_96.9,669.7,16.5,10,Quarter,39.411,33.16,3.895
GS3_96.10,597.9,14.5,9,Ripe,40.412,34.411,4.727
GS3_170.1,1251.5,19.5,10.5,Ripe,41.735,35.942,4.885
GS3_170.2,1122.6,20.5,12,Ripe,42.227,35.997,4.86
GS3_170.3,1077.7,19.5,10.5,Ripe,43.157,37.755,5.993
GS3_170.4,774.2,17.5,9.5,Ripe,42.519,36.683,5.275
GS3_170.5,874.2,15.5,10.5,Ripe,42.296,36.384,4.408
GS3_170.6,978,19.5,10,Ripe,40.245,33.979,3.799
GS3_170.7,582.4,17.5,8.5,Ripe,39.695,33.883,4.188
GS3_170.8,572.7,16,9,Ripe,40.443,34.174,3.982
GS3_170.9,753.5,15.5,10,Ripe,40.726,35.079,4.291
GS3_170.10,1098.2,19,10,Ripe,41.097,34.934,4.767
GS3_139.1,747.9,14.5,9.5,half,41.386,35.724,4.986
GS3_139.2,1021.5,16,10.5,Quarter,39.988,34.216,3.999
GS3_139.3,975.9,16.5,10.5,Quarter,41.946,36.173,5.267
GS3_139.4,570.3,14,8.5,Quarter,41.784,35.592,3.943
GS3_139.5,875.8,16.5,10,half,43.911,37.94,5.849
GS3_139.6,518.7,14,8,Quarter,41.563,36.169,5.023
GS3_139.7,762.3,15.5,9.5,Quarter,41.347,35.437,4.349
GS3_139.8,691.3,14.5,9,Quarter,42.059,36.026,4.514
GS3_139.9,1193.4,17,10.5,half,44.543,39.073,5.822
GS3_139.10,608.8,15,9,half,42.992,37.389,5.645
GS3_63.1,707.2,15.5,9.5,Ripe,40.33,34.526,4.533
GS3_63.2,763.3,15,10.5,Ripe,42.083,36.581,5.069
GS3_63.3,581.8,15,9.5,Ripe,42.291,36.569,5.329
GS3_63.4,436.4,14,8.5,Ripe,42.338,36.671,5.113
GS3_63.5,598.3,14.5,9.5,Ripe,41.59,35.248,4.724
GS3_63.6,550.2,16,8.5,Ripe,39.31,33.553,4.559
GS3_63.7,674.6,16,8.5,Ripe,42.143,36.214,4.33
GS3_63.8,651,17.5,10,Ripe,41.211,35.785,3.832
GS3_63.9,600.6,15,9,Ripe,41.424,36.192,5.199
GS3_63.10,433,15,8.5,Ripe,39.201,32.98,4.002
GS3_94.1,677.6,14,9.5,Ripe,39.137,32.254,4.096
GS3_94.2,1026.2,17.5,10,Ripe,39.777,33.252,3.957
GS3_94.3,929.8,16.5,9.5,Ripe,42.21,35.679,5.008
GS3_94.4,650.4,14.5,9,Ripe,43.727,37.019,5.034
GS3_94.5,892.3,16,10,Ripe,40.975,34.641,3.965
GS3_94.6,745.9,16,9,Ripe,40.25,33.239,3.536
GS3_94.7,709.4,15,9.5,Ripe,42.001,35.541,4.614
GS3_94.8,555.2,14,8.5,Ripe,41.285,34.592,4.676
GS3_94.9,865.6,15.5,9.5,Ripe,43.325,36.438,4.279
GS3_94.10,589.8,14.5,8.5,Ripe,40.674,33.939,3.895
GS3_163.1,683.6,16,9,Quarter,40.92,34.193,3.926
GS3_163.2,1041.7,18,11,half,40.57,33.759,4.008
GS3_163.3,668.2,15.5,9.5,Quarter,41.08,34.64,4.355
GS3_163.4,540.5,15,8.5,Ripe,41.505,34.616,3.96
GS3_163.5,547.5,15,9.5,Quarter,42.014,35.555,4.32
GS3_163.6,699.3,16.5,9,Quarter,42.36,35.771,4.699
GS3_163.7,597.5,16.5,9,half,40.456,33.804,3.799
GS3_163.8,586.4,15.5,8.5,half,44.221,38.215,5.653
GS3_163.9,706.9,16,9,half,42.925,36.724,5.318
GS3_163.10,688.3,16,9.5,Quarter,41.042,35.3,4.36
GS3_74.1,652,15,9,Ripe,40.14,33.509,3.623
GS3_74.2,771.2,15,10,Ripe,42.117,35.797,3.967
GS3_74.3,631.2,14.5,9.5,Ripe,41.141,34.624,3.876
GS3_74.4,813,15.5,9.5,Ripe,41.911,36.233,4.706
GS3_74.5,570.5,12.5,9.5,Ripe,40.777,34.448,3.571
GS3_74.6,623,15,8.5,Ripe,43.169,37.265,4.361
GS3_74.7,515.7,13.5,8.5,Ripe,39.997,34.01,4.003
GS3_74.8,574.1,14,8,Ripe,45.346,40.809,6.378
GS3_74.9,761,16,10,Ripe,41.56,34.749,3.627
GS3_74.10,721.8,14.5,9,Ripe,43.024,36.851,4.599
GS3_92.1,559.9,17.5,8,Ripe,40.207,34.797,4.257
GS3_92.2,701.8,17.5,9,Quarter,39.287,33.14,3.773
GS3_92.3,837.9,18.5,9,Quarter,36.937,31.121,3.137
GS3_92.4,655.2,17,8.5,Quarter,39.048,33.296,4.211
GS3_92.5,697.4,17.5,9,Ripe,38.96,32.62,3.418
GS3_92.6,606.6,17.5,7.5,Ripe,35.95,30.229,3.466
GS3_92.7,702.7,18,8.5,Ripe,39.529,33.655,4.345
GS3_92.8,712.3,18.5,8,Quarter,37.641,32.082,3.806
GS3_92.9,774.6,18,9,Quarter,38.848,33.046,3.656
GS3_92.10,772.1,16.5,8.5,Quarter,38.585,33.865,4.631
GS3_93.1,837.4,16.5,10,Ripe,41.331,33.997,4.293
GS3_93.2,685.5,15,8.5,Ripe,40.284,33.104,3.748
GS3_93.3,554.1,13,8,Ripe,42.522,35.846,4.085
GS3_93.4,892.7,16,10,Ripe,40.054,32.552,4.086
GS3_93.5,845.8,14,9.5,Ripe,39.68,33.552,4.16
GS3_93.6,867.5,15.5,10,Ripe,38.537,31.613,4.143
GS3_147.1,833.5,12.5,10,Ripe,38.569,32.537,3.918
GS3_147.2,614.5,13.5,9,Ripe,37.266,31.391,3.282
GS3_147.3,702,12,9.5,Ripe,39.338,33.576,4.226
GS3_147.4,609.3,11.5,9,Ripe,42.096,35.659,5.227
GS3_147.5,515.8,11,9,Quarter,36.87,31.569,4.251
GS3_147.6,421.7,11,8,Quarter,36.765,30.793,3.396
GS3_147.7,430,12,8,Ripe,37.991,32.57,3.921
GS3_147.8,545.4,11,9,Ripe,37.755,31.977,3.749
GS3_147.9,565.4,11,9,Quarter,38.988,33.467,4.246
GS3_147.10,498.3,11.5,8.5,Quarter,37.46,32.234,4.346
GS3_98.1,583.1,15.5,8.5,Ripe,41.381,36.054,4.559
GS3_98.2,612.6,15,8.5,Ripe,41.162,35.639,4.493
GS3_98.3,508.5,13.5,8.5,Ripe,43.51,38.477,5.328
GS3_98.4,705.2,15,8.5,Ripe,42.033,36.921,4.885
GS3_98.5,658.2,15,8.5,Ripe,44.074,39.059,5.28
GS3_98.6,763.2,15,9,Ripe,40.867,34.884,4.243
GS3_98.7,662,14,8.5,Ripe,41.447,35.409,4.509
GS3_98.8,518.7,13.5,8.5,Ripe,43.558,38.335,5.351
GS3_98.9,607.1,15,8.5,Ripe,43.289,38.548,5.795
GS3_98.10,634,13.5,9,Ripe,41.431,36.568,4.975
GS3_232.1,677.6,15,9.5,Ripe,40.709,34.961,4.196
GS3_232.2,561.9,13.5,8.5,Ripe,39.679,33.705,3.294
GS3_232.3,587.4,13.5,9.5,Ripe,41.184,35.441,3.865
GS3_232.4,548.6,13,9,Ripe,39.975,34.704,4.075
GS3_232.5,692.5,15.5,8.5,Ripe,39.976,34.063,3.754
GS3_232.6,391.9,12,7.5,Ripe,40.218,34.379,4.368
GS3_232.7,450.4,14.5,7.5,Ripe,43.16,36.337,3.669
GS3_232.8,504.2,13,8.5,Ripe,41.303,35.721,3.768
GS3_232.9,483.6,12.5,7.5,Ripe,42.988,37.471,4.99
GS3_232.10,487.5,12.5,9,Quarter,38.963,33.404,3.595
GS3_20.1,653.7,15.5,8.5,Ripe,39.686,33.964,5.102
GS3_20.2,664.3,15,10,Ripe,38.922,33.228,4.563
GS3_20.3,579.1,16.5,8.5,Ripe,39.902,33.687,4.371
GS3_20.4,631.4,17,8.5,Quarter,38.587,32.804,4.071
GS3_20.5,533.7,15.5,9.5,Ripe,35.974,30.3,3.699
GS3_20.6,577.5,14.5,9.5,Ripe,37.067,31.66,3.843
GS3_20.7,615.4,14.5,9,Quarter,36.378,30.922,3.925
GS3_20.8,585.3,16,9,Ripe,38.911,32.99,3.743
GS3_20.9,584.3,17,8.5,Ripe,36.407,30.75,3.296
GS3_20.10,584,15.5,8.5,Ripe,35.382,29.716,3.285
GS3_226.1,788.3,13.5,10.5,ripeness,41.518,35.243,3.783
GS3_226.2,890.5,15.5,10.5,ripeness,42.333,35.982,5.057
GS3_226.3,690.5,14.5,10,ripeness,42.198,35.718,4.694
GS3_226.4,606.4,13.5,10,ripeness,40.906,34.512,4.201
GS3_226.5,760.6,17,10,ripeness,39.656,33.342,3.437
GS3_226.6,1026.8,17.5,11,ripeness,39.366,32.668,3.322
GS3_226.7,777.8,15.5,10.5,ripeness,37.639,31.313,3.174
GS3_226.8,873.8,15,10.5,ripeness,36.769,30.216,3.123
GS3_226.9,789.9,14.5,10,ripeness,40.375,33.955,3.937
GS3_226.10,719.5,17,9.5,ripeness,41.087,35.476,4.403
GS3_142.1,942,19,10,ripeness,44.422,38.87,6.84
GS3_142.2,865.2,19,14,ripeness,42.773,37.502,6.994
GS3_142.3,846.3,19,11.5,ripeness,43.893,37.708,6.197
GS3_142.4,841.5,21,9,Quarter,42.417,36.497,6.267
GS3_142.5,850.7,18,10.5,Quarter,46.474,40.824,7.492
GS3_142.6,590.6,16,8,ripeness,45.173,39.079,6.574
GS3_142.7,562.1,17.5,7.5,ripeness,45.691,39.944,6.925
GS3_142.8,518.9,15.5,8,ripeness,43.672,37.511,6.413
GS3_142.9,642.7,17.5,9,ripeness,41.803,36.019,5.442
GS3_142.10,575.6,19,8.5,ripeness,42.612,37.363,5.873
GS3_100.1,673.4,19,9.5,ripeness,46.185,41.209,5.107
GS3_100.2,594.8,19,9,ripeness,39.276,33.051,3.548
GS3_100.3,629.9,19,9,ripeness,39.042,33.646,4.415
GS3_100.4,446.3,17.5,8.5,ripeness,38.956,32.282,3.795
GS3_100.5,547.5,18,9,ripeness,37.585,31.302,3.393
GS3_100.6,511.7,17,8.5,ripeness,42.774,36.469,4.019
GS3_100.7,630.4,17.5,9.5,ripeness,40.535,34.886,4.39
GS3_100.8,482.2,17.5,8.5,ripeness,35.465,29.289,3.089
GS3_100.9,512.5,18,8.5,ripeness,38.164,31.857,3.736
GS3_100.10,502.7,16,8,ripeness,38.918,32.748,4.279
GS3_99.1,649.2,15,9.5,ripeness,41.219,35.666,4.279
GS3_99.2,680.9,16.5,9,ripeness,40.539,34.107,3.993
GS3_99.3,698.1,17,9,ripeness,40.307,33.834,4.275
GS3_99.4,534.8,15.5,7.5,ripeness,40.194,34.476,4.272
GS3_99.5,497,15,8.5,ripeness,39.314,32.967,3.608
GS3_99.6,581.9,14,8.5,ripeness,42.215,36.34,4.689
GS3_99.7,853.2,17,10.5,ripeness,45.609,41.087,6.111
GS3_99.8,1035.9,18,10,ripeness,38.655,32.2,3.759
GS3_99.9,612.2,14,9.5,ripeness,45.436,40.958,6.235
GS3_99.10,922.9,16.5,10,ripeness,41.142,34.583,4.308
GS3_120.1,729.2,14,10,ripeness,41.843,36.33,5.216
GS3_120.2,667.9,13.5,10,ripeness,43.633,38.29,4.94
GS3_120.3,582.1,14,9,ripeness,41.889,35.886,3.741
GS3_120.4,465.3,13.5,9,ripeness,41.687,35.396,4.206
GS3_120.5,532.4,15.5,9,ripeness,40.105,34.196,4.057
GS3_120.6,751.6,15,10,ripeness,43.62,37.51,4.193
GS3_120.7,509.2,13,9,ripeness,43.087,37.376,4.2
GS3_120.8,1047,16.5,12,ripeness,38.066,34.19,5.222
GS3_120.9,566.2,13.5,10,ripeness,42.589,36.415,4.442
GS3_120.10,578.7,14.5,9.5,ripeness,45.953,40.976,5.119
GS3_216.1,816.1,19,10.5,ripeness,36.09,30.733,3.681
GS3_216.2,530.9,17.5,9.5,ripeness,36.445,30.758,3.446
GS3_216.3,646.1,18.5,10.5,ripeness,36.27,31.049,3.614
GS3_216.4,889.1,22.5,10,ripeness,40.348,34.206,4.026
GS3_216.5,667.5,18.5,10,ripeness,37.911,32.235,4.172
GS3_216.6,946.5,19.5,10,ripeness,43.651,38.464,5.565
GS3_216.7,393.8,16.5,9,ripeness,56.9,55.946,23.549
GS3_216.8,654.4,18.5,9.5,ripeness,35.351,30.015,3.52
GS3_117.1,576.8,16.5,9.5,ripeness,39.718,33.601,5.399
GS3_117.2,466.8,16,8.5,ripeness,38.817,32.955,5.594
GS3_117.3,407.7,15.5,8,ripeness,41.363,35.409,6.025
GS3_117.4,729.3,16.5,10,ripeness,42.19,36.616,8.508
GS3_117.5,574.6,15.5,8.5,ripeness,41.092,35.14,4.705
GS3_117.6,555.8,17,8.5,ripeness,41.839,35.649,5.679
GS3_117.7,560.6,17.5,8.5,ripeness,41.872,36.38,5.514
GS3_117.8,425.4,17,7.5,ripeness,41.225,35.53,5.311
GS3_117.9,533.5,15,9,ripeness,40.298,34.637,6.132
GS3_117.10,400.8,17,7.5,ripeness,39.61,33.741,4.692
GS3_221.1,895.7,20,9,ripeness,42.499,38.162,6.246
GS3_221.2,626.1,18,8,ripeness,42.201,37.46,5.002
GS3_221.3,909.1,18.5,10,ripeness,44.962,39.598,5.94
GS3_221.4,1045.4,19,9.5,ripeness,45.368,40.399,7.004
GS3_221.5,825.2,19,9,ripeness,43.36,37.669,5.138
GS3_221.6,419.3,15,8,ripeness,40.894,35.408,4.512
GS3_221.7,1073.5,19,10,ripeness,42.366,37.279,5.13
GS3_221.8,986.3,19,10.5,ripeness,39.655,34.312,4.181
GS3_221.9,780.7,18.5,9,ripeness,45.56,40.545,6.145
GS3_221.10,914,19.5,9.5,ripeness,44.771,39.711,6.393
GS3_97.1,751.8,16.5,8.5,ripeness,40.872,35.449,4.519
GS3_97.2,591,17,8,ripeness,40.056,33.949,4.126
GS3_97.3,632.9,16.5,8,half,40.054,34.344,4.417
GS3_97.4,624.8,14.5,8.5,ripeness,40.023,34.114,4.429
GS3_97.5,410.5,14.5,7.5,ripeness,40.283,34.628,4.411
GS3_97.6,497.8,15,8.5,Quarter,36.772,31.724,4.198
GS3_97.7,551.1,15.5,9,Quarter,40.527,34.828,4.33
GS3_97.8,687.6,17,8.5,Quarter,40.252,34.01,4.524
GS3_97.9,553.1,14.5,8,half,43.119,37.738,4.995
GS3_97.10,369,12.5,7.5,ripeness,46.15,41.894,5.825
GS3_105.1,536.3,15,8.5,Quarter,40.198,34.445,4.796
GS3_105.2,594.4,15.5,9,Quarter,39.879,33.989,4.611
GS3_105.3,676.2,15.5,9.5,ripeness,40.348,34.896,4.128
GS3_105.4,646.8,15.5,9,ripeness,38.973,32.96,4.621
GS3_105.5,394.7,13.5,7.5,ripeness,39.243,33.85,4.643
GS3_105.6,434,14,8,Quarter,38.335,32.923,4.293
GS3_105.7,566.6,15,8,Quarter,39.065,33.956,4.667
GS3_105.8,385.6,14,8,Quarter,37.763,31.578,3.709
GS3_105.9,451.1,14,8,ripeness,39.634,34.29,4.58
GS3_137.1,699.1,16.5,9.5,half,42.059,35.843,4.226
GS3_137.2,814.5,15.5,10,ripeness,42.396,36.318,4.389
GS3_137.3,655.1,16,9,Quarter,40.458,34.525,3.872
GS3_137.4,464.8,14.5,7.5,half,29.813,25.258,2.743
GS3_137.5,818.6,16,9,Quarter,40.258,33.731,4.043
GS3_137.6,552.5,14.5,7.5,ripeness,38.682,32.859,3.826
GS3_137.7,827.4,15,9.5,half,40.314,34.171,4.555
GS3_137.8,531.4,13.5,8,Quarter,43.162,37.037,4.968
GS3_137.9,587.5,15.5,8.5,Quarter,39.581,33.45,3.917
GS3_137.10,491.1,15,8,ripeness,38.26,32.036,3.418
GS3_138.1,824.4,14,10,ripeness,40.625,34.509,4.259
GS3_138.2,586.2,13.5,9,ripeness,41.226,36.319,5.725
GS3_138.3,531.2,12,8.5,ripeness,41.67,35.755,4.623
GS3_138.4,550.7,12,9,ripeness,39.948,34.86,4.689
GS3_138.5,612.4,12.5,9.5,ripeness,41.527,36.058,4.731
GS3_138.6,742.7,13,10,ripeness,41.269,35.621,4.377
GS3_138.7,534.4,13,9,Quarter,39.497,34.283,4.432
GS3_138.8,442.2,12,8,ripeness,40.758,35.512,5.15
GS3_138.9,664.4,12.5,9.5,ripeness,40.272,34.416,4.3
GS3_138.10,793.3,14,10,ripeness,41.626,36.628,4.909
GS3_214.1,665.2,18.5,9,half,42.05,35.524,4.144
GS3_214.2,645.2,17,9.5,Quarter,42.648,36.018,4.607
GS3_214.3,566.5,15,9,Quarter,42.993,36.863,5.121
GS3_214.4,452.6,16.5,8,half,41.201,34.715,4.622
GS3_214.5,701,17,8.5,ripeness,46.019,40.374,7.732
GS3_214.6,437.2,16,8.5,unripe,45.083,39.529,8.01
GS3_214.7,443.3,16.5,8,half,42.311,36.078,4.813
GS3_214.8,236,12.5,6,half,42.047,35.92,5.335
GS3_214.9,322,14,7.5,Quarter,41.758,35.388,4.717
GS3_214.10,248,13.5,6,ripeness,42.043,35.649,4.888
GS3_212.1,785.1,16.5,10.5,Quarter,44.348,38.679,4.954
GS3_212.2,1051.9,17.5,11.5,Quarter,44.183,38.426,5.165
GS3_212.3,1105.7,18.5,10.5,ripeness,40.134,34.175,3.623
GS3_212.4,1010.9,17,11,ripeness,42.325,36.369,5.288
GS3_212.5,705.6,14,10,ripeness,44.312,39.367,5.245
GS3_212.6,774.1,15.5,10,ripeness,44.6,39.103,5.089
GS3_212.7,697.4,16,9.5,Quarter,41.233,37.249,5.434
