FruitID,Weight,Length,Width,Ripeness,X,Y,Z
GS3_212.8,702.8,16.5,10,Ripe,42.28,36.071,4.555
GS3_212.9,735.6,14.5,10,Ripe,40.749,35.199,4.317
GS3_212.10,922,17,10,Quarter,41.939,36.322,4.821
GS3_80.1,1216.1,18.5,11,Ripe,42.194,35.551,5.301
GS3_80.2,1027.7,16.5,10,Ripe,39.29,33.549,4.469
GS3_80.3,1224.3,19,10.5,Ripe,40.423,33.773,4.793
GS3_80.4,1114.3,17,10.5,Ripe,41.748,35.002,4.321
GS3_80.5,873.8,16.5,10,Ripe,40.645,34.214,3.946
GS3_80.6,499.6,13,9,Ripe,51.795,50.221,10.964
GS3_80.7,860.8,17.5,9,Ripe,43.151,36.7,5.614
GS3_80.8,766.9,15.5,9,Ripe,42.307,35.637,5.124
GS3_80.9,678.8,15,9.5,Ripe,39.286,32.943,4.538
GS3_80.10,1130.1,17,9.5,Ripe,42.225,36.305,5.489
GS3_136.1,609.6,16,9.5,Ripe,37.477,30.861,3.473
GS3_136.2,660.2,17,9,Ripe,40.867,34.995,3.862
GS3_136.3,647,17,10,Ripe,36.917,30.235,3.13
GS3_136.4,312.9,14.5,7,Ripe,46.686,42.8,7.168
GS3_136.5,513.2,16.5,9,Ripe,40.349,34.685,3.876
GS3_136.6,563.8,15.5,9,Ripe,37.49,31.089,3.617
GS3_136.7,688.4,18,9.5,Ripe,39.65,33.368,4.341
GS3_136.8,700.1,17.5,9.5,Ripe,43.499,39.755,6.513
GS3_136.9,467.4,13.5,8.5,Ripe,44.074,40.399,6.382
GS3_136.10,717.2,17.5,9.5,Ripe,40.758,35.37,4.873
GS3_73.1,617.1,16,8.5,Ripe,36.088,29.975,3.633
GS3_73.2,813.7,17,9,Ripe,39.595,33.779,3.984
GS3_73.3,795.5,17.5,10,Ripe,37.331,30.638,3.057
GS3_73.4,562.9,15.5,8.5,Ripe,37.869,31.938,3.673
GS3_73.5,844.8,15.5,10,Ripe,38.044,31.633,3.346
GS3_73.6,671.7,15,9.5,Ripe,38.961,33.23,3.998
GS3_73.7,763.9,15,10,Ripe,38.34,31.861,3.397
GS3_73.8,790.1,17,10,Ripe,36.645,30.041,3.253
GS3_73.9,807.8,16,10,Ripe,38.33,31.692,3.341
GS3_73.10,668.6,15.5,10,Ripe,37.272,30.338,3.339
GS3_140.1,612.3,14.5,10,Ripe,40.595,34.647,4.144
GS3_140.2,680,14.5,8.5,Ripe,43.773,38.011,7.245
GS3_140.3,754.4,15.5,9,Ripe,37.298,31.214,3.688
GS3_140.4,583.4,13.5,9,Ripe,37.717,31.917,4.304
GS3_140.5,886.4,15.5,10,Ripe,39.921,34.016,4.664
GS3_140.6,497.3,13,8.5,Ripe,39.787,33.842,4.35
GS3_140.7,408.8,13,7.5,Ripe,38.315,32.116,3.406
GS3_140.8,550,14,8,Ripe,39.342,32.763,4.609
GS3_146.1,886.2,18.5,9.5,Ripe,35.19,30.212,3.627
GS3_146.2,964.2,19.5,9,Ripe,36.226,30.202,3.236
GS3_146.3,778.2,16.5,8.5,Ripe,35.879,31.038,4.017
GS3_146.4,741.5,18,9,Ripe,38.964,33.607,4.407
GS3_146.5,829.6,20,8.5,Ripe,37.053,31.722,3.884
GS3_146.6,779.9,19,9,Ripe,34.776,29.612,3.66
GS3_146.7,983.9,19,10,Ripe,35.438,30.617,4.244
GS3_146.8,1192.7,20.5,NA,10.0 cm,36.667,30.641,3.519
GS3_146.9,751.8,16,9.5,Ripe,35.981,30.305,3.685
GS3_219.1,768.2,16,10,Ripe,38.444,32.451,3.254
GS3_219.2,931.8,17,9.5,Ripe,40.779,34.582,4.296
GS3_219.3,680.6,16,9,Ripe,40.184,34.843,3.752
GS3_219.4,1020.6,18.5,10.5,Ripe,37.104,31.181,3.181
GS3_219.5,835.7,18,9.5,Ripe,37.169,31.786,3.378
GS3_219.6,825.1,16.5,11,Ripe,37.483,31.664,3.555
GS3_219.7,972.9,17.5,11,Ripe,39.083,33.181,3.922
GS3_219.8,900.6,16.5,10.5,Ripe,36.874,31.446,3.379
GS3_219.9,1005.8,17,11,Ripe,40.119,34.012,3.726
GS3_219.10,880.1,17,11,Ripe,39.477,34.061,4.161
GS3_104.1,805.8,14.5,10,Ripe,36.034,30.018,3.59
GS3_104.2,668.9,14,9.5,Ripe,35.529,29.9,3.69
GS3_104.3,760.1,14.5,10,Ripe,35.296,29.66,3.393
GS3_104.4,877,15,10,Ripe,34.911,29.385,3.443
GS3_104.5,619.6,14,9.5,Ripe,32.764,27.038,2.833
GS3_104.6,645.4,13,9.5,Ripe,39.24,32.853,3.658
GS3_104.7,584.2,13,9,Ripe,37.27,31.726,3.681
GS3_104.8,574.7,13,9,Ripe,37.378,31.805,3.891
GS3_104.9,824.4,15,10,Ripe,37.053,31.148,3.555
GS3_104.10,419.9,14,8,Ripe,36.787,30.568,3.375
GS3_115.1,693,16,8.5,Ripe,37.466,31.65,3.26
GS3_115.2,1057.8,19.5,10,Ripe,37.923,32.452,3.426
GS3_115.3,926.1,17,9,Ripe,39.449,33.261,3.738
GS3_115.4,954.2,18.5,10,Ripe,39.179,33.263,3.31
GS3_115.5,994,17,10.5,Ripe,38.75,33.085,3.519
GS3_115.6,458.5,15,6,Ripe,36.069,29.189,3.196
GS3_115.7,914,17.5,10,Ripe,38.003,32.162,3.438
GS3_115.8,1072.1,18.5,9.5,Ripe,37.683,32.449,3.686
GS3_211.1,502.1,15.5,8.5,Ripe,39.063,33.714,4.815
GS3_211.2,572.5,14,9,Quarter,37.205,32.451,4.818
GS3_211.3,554.6,15,8.5,Ripe,35.999,31.072,4.237
GS3_211.4,788.7,15.5,9.5,Ripe,40.414,34.815,5.079
GS3_211.5,573.9,14,9,Ripe,36.756,31.512,4.098
GS3_211.6,580.5,15,9,Quarter,36.596,31.366,4.234
GS3_211.7,580.4,15,9,Ripe,38.267,32.583,4.549
GS3_211.8,780.4,14.5,9.5,Quarter,38.41,32.769,4.156
GS3_211.9,674.7,14,9.5,Ripe,37.863,32.879,4.166
GS3_211.10,678,14,9.5,Ripe,41.053,35.352,5.245
GS3_160.1,537.8,14.5,8,Ripe,44.29,39.895,4.988
GS3_160.2,782.8,16,10,Quarter,36.497,31.276,3.574
GS3_160.3,433.1,14.5,7.5,Quarter,42.861,38.65,4.953
GS3_160.4,731.4,15,9.5,Quarter,38.139,32.865,3.815
GS3_160.5,664.5,16.5,9,Quarter,37.944,32.085,3.935
GS3_160.6,1083.9,18.5,10,Quarter,39.139,33.095,3.822
GS3_160.7,834.3,16,9.5,half,41.402,35.971,4.675
GS3_160.8,452.8,13,8,Quarter,40.177,34.157,3.982
GS3_160.9,629.4,16,9,Quarter,35.725,30.334,3.458
GS3_160.10,657.5,15.5,9,Quarter,41.129,36.028,4.208
GS3_213.1,799.2,15,10.5,Ripe,37.235,31.65,3.488
GS3_213.2,935.2,15.5,11.5,Ripe,35.393,30.624,4.12
GS3_213.3,682.5,15,10,Ripe,37.384,32.251,4.065
GS3_213.4,877.3,16.5,10.5,Ripe,37.337,32.243,4.034
GS3_213.5,803.6,15.5,10,Ripe,37.401,31.85,3.926
GS3_213.6,838.7,15.5,10.5,Ripe,37.788,32.001,3.583
GS3_213.7,678.8,16,10,Ripe,37.971,32.277,3.791
GS3_213.8,766.4,16,10,Ripe,38.314,32.227,3.609
GS3_213.9,918,15.5,11,Ripe,37.692,32.169,3.646
GS3_213.10,667.9,15,10,Ripe,35.21,30.097,3.545
GS3_220.1,497.4,13.5,8.5,Ripe,35.824,29.507,4.363
GS3_220.2,747,14.5,10,Ripe,36.559,30.97,4.531
GS3_220.3,812.2,15.5,9.5,Quarter,34.009,28.531,3.706
GS3_220.4,702.9,15,10.5,Ripe,36.441,31.323,4.658
GS3_220.5,455.5,15,8.5,Ripe,35.883,30.121,4.99
GS3_220.6,673.4,14.5,9.5,Ripe,35.341,29.687,4.638
GS3_220.7,701.1,15,10.5,Ripe,37.629,31.829,5.032
GS3_220.8,496.6,13.5,9,Ripe,35.893,30.104,4.849
GS3_220.9,440,13.5,8,Ripe,37.26,31.505,5.028
GS3_220.10,432.2,14.5,8,Quarter,33.956,27.864,4.159
GS3_205.1,1106,17.5,10.5,Ripe,37.778,32.314,3.866
GS3_205.2,857,15.5,10,Ripe,38.069,33.07,3.984
GS3_205.3,992.9,15.5,10.5,Ripe,39.953,33.968,4.323
GS3_205.4,601.1,15,8.5,Ripe,37.65,32.311,3.623
GS3_205.5,695.6,14.5,10,Ripe,38.896,33.941,4.036
GS3_205.6,702,15,9,Quarter,37.283,31.783,3.342
GS3_205.7,1063.2,17,10.5,Ripe,35.518,30.102,3.327
GS3_205.8,958.1,16,9.5,Ripe,36.562,30.535,3.124
GS3_205.9,550.1,14,8.5,Ripe,40.693,35.778,4.103
GS3_205.10,740.3,15.5,9.5,Ripe,36.609,31.726,3.963
GS3_166.1,671.7,18,9,Ripe,34.546,28.891,3.233
GS3_166.2,706,17,9,Quarter,35.652,30.834,4.381
GS3_166.3,852.7,20,10.5,Ripe,34.089,28.829,3.179
GS3_166.4,799.1,17,9.5,Quarter,35.519,30.065,4.241
GS3_166.5,825,19.5,9.5,Quarter,36.81,31.213,3.637
GS3_166.6,707,18,9,Quarter,35.464,30.151,3.399
GS3_166.7,623.8,19,9,Quarter,34.19,28.502,3.016
GS3_166.8,644.5,18.5,8.5,Quarter,34.615,29.487,3.269
GS3_166.9,597.3,18,8,Quarter,34.373,28.793,3.134
GS3_166.10,622,17,8.5,Ripe,34.949,29.463,3.627
GS3_128.1,778.6,20.5,9,Ripe,40.774,34.784,4.809
GS3_128.2,909.2,18,10.5,Ripe,39.125,33.563,4.517
GS3_128.3,921.3,19,9.5,Ripe,35.864,29.504,3.585
GS3_128.4,964.8,18.5,10.5,Ripe,37.541,31.717,3.886
GS3_128.5,869.4,19,9.5,Ripe,37.057,30.856,3.619
GS3_128.6,804.5,18,9,Ripe,35.93,30.09,3.793
GS3_128.7,817.9,18,9,Ripe,35.849,29.662,3.341
GS3_128.8,674.3,18.5,9,Ripe,36.614,30.199,4.148
GS3_128.9,808.8,19.5,9,Ripe,36.206,30.071,3.595
GS3_128.10,700.4,17,10,Ripe,37.169,31.031,3.614
GS3_222.1,715.9,13.5,9.5,half,35.993,30.339,3.533
GS3_222.2,695.7,16,9,Quarter,35.78,30.167,3.597
GS3_222.3,948.9,17.5,10.5,Quarter,38.127,32.696,4.03
GS3_222.4,923.1,16,10,Quarter,38.198,32.495,3.704
GS3_222.5,530,14,8.5,Quarter,46.394,41.908,6.013
GS3_222.6,1076.6,17.5,10,Quarter,39.015,33.247,4.648
GS3_222.7,847.1,16.5,9,Quarter,38.73,32.746,4.095
GS3_222.8,808.6,18,8.5,Quarter,39,33.564,4.006
GS3_222.9,881.3,15.5,10,Quarter,39.075,33.668,4.249
GS3_222.10,915.1,16,10,Quarter,38.567,33.252,4.163
GS3_86.1,547.7,12.5,9,ripeness,47.376,42.556,5.202
GS3_86.2,651,15,9,ripeness,39.837,32.482,3.529
GS3_86.3,656.6,17,9,ripeness,40.099,32.97,3.648
GS3_86.4,384.2,14.5,7.5,ripeness,39.703,32.032,3.09
GS3_86.5,213.4,11.5,6.5,ripeness,39.021,32.054,3.199
GS3_193.1,519.9,14,9,Quarter,39.488,32.809,3.909
GS3_193.2,668.8,15,10,Quarter,38.412,31.936,3.542
GS3_193.3,441.5,14.5,9,ripeness,39.803,33.392,3.658
GS3_193.4,577.8,15.5,9.5,ripeness,38.133,31.625,3.534
GS3_193.5,663.3,16,10,Quarter,36.954,31.299,3.42
GS3_193.6,608.8,14.5,9,Quarter,40.411,33.843,3.737
GS3_193.7,493.6,15,9,Quarter,39.228,32.716,3.257
GS3_193.8,486.4,14,8.5,Quarter,39.025,33.169,3.783
GS3_193.9,501.5,13,9,Quarter,40.535,34.326,4.524
GS3_193.10,453.5,14.5,8.5,Quarter,38.445,32.391,3.844
GS3_181.1,572.9,14.5,8.5,Quarter,40.386,34.522,4.046
GS3_181.2,792.1,15.5,9,Quarter,38.846,33.616,3.97
GS3_181.3,398.3,12,8.5,Quarter,42.348,36.769,4.722
GS3_181.4,774.4,16.5,9.5,Quarter,38.372,32.32,3.46
GS3_181.5,497.9,14,8,ripeness,41.411,35.896,4.879
GS3_181.6,627.4,14.5,9,Quarter,41.583,36.328,4.513
GS3_181.7,480.9,13,8.5,Quarter,40.26,34.828,4.947
GS3_181.8,483,13,8,Quarter,39.706,33.938,4.394
GS3_181.9,195.4,10.5,5.5,Quarter,40.278,34.135,4.351
GS3_181.10,184.7,10.5,5.5,Quarter,39.602,33.584,3.972
GS3_45.1,959.6,22.5,10.5,Quarter,36.947,30.592,3.355
GS3_45.2,845.1,18,9.5,half,40.971,34.972,3.902
GS3_45.3,925.8,18.5,10,Quarter,39.681,33.565,4.032
GS3_45.4,604.8,15,8.5,Quarter,41.643,35.461,3.958
GS3_45.5,997.7,18.5,9.5,Quarter,39.521,33.797,3.852
GS3_45.6,722.5,16.5,8,half,38.573,33.516,4.1
GS3_45.7,438.5,15,7,half,40.854,35.719,4.698
GS3_124.1,583.3,15.5,8.5,ripeness,36.336,29.938,3.144
GS3_124.2,575.9,16,8.5,ripeness,40.046,33.803,3.553
GS3_124.3,857.4,17.5,10.5,ripeness,36.664,29.307,2.872
GS3_124.4,897.9,18.5,9.5,ripeness,39.825,34.681,4.19
GS3_124.5,863.6,19,10,ripeness,36.723,29.559,2.977
GS3_124.6,929.7,18,9,ripeness,39.565,34.58,4.991
GS3_124.7,737.1,18,9,ripeness,37.575,31.991,3.785
GS3_124.8,479.1,14.5,8,Quarter,38.673,32.285,3.722
GS3_124.9,748.4,19.5,9.5,Quarter,40.336,34.154,3.622
GS3_124.10,458.2,15,8.5,ripeness,36.318,29.675,2.957
GS3_71.1,811.7,15,10,ripeness,35.165,29.609,3.707
GS3_71.2,764.2,14.5,10,ripeness,37.275,31.342,3.705
GS3_71.3,642.8,12.5,9.5,ripeness,35.91,29.952,3.533
GS3_71.4,573.8,13.5,9,ripeness,34.908,29.199,3.253
GS3_71.5,875,14.5,10,Quarter,35.334,29.174,3.145
GS3_71.6,932,15,10,ripeness,36.639,30.772,3.552
GS3_71.7,834.9,13.5,10.5,ripeness,35.496,29.894,3.406
GS3_71.8,654.7,14,9,ripeness,36.679,31.102,3.639
GS3_71.9,1017.2,15,10.5,ripeness,36.143,30.249,3.235
GS3_71.10,592,12.5,9.5,Quarter,36.557,30.736,4.085
GS3_149.1,727.8,16,9.5,Quarter,35.789,30.67,3.451
GS3_149.2,846,16.5,9.5,Quarter,37.196,32.239,4.195
GS3_149.3,729.5,15.5,9.5,Quarter,38.21,32.902,3.737
GS3_149.4,772.4,15,10,Quarter,38.137,33.573,3.972
GS3_149.5,651,15.5,9,Quarter,38.364,33.316,4.118
GS3_149.6,573.4,15,9,Quarter,37.567,32.483,4.026
GS3_149.7,731.3,16,9.5,Quarter,38.396,33.085,3.806
GS3_149.8,816.8,16,9,Quarter,40.23,35.611,4.714
GS3_149.9,1058.4,15.5,10.5,Quarter,38.774,34.28,4.464
GS3_149.10,854.9,15,10,Quarter,37.816,32.762,4.669
GS3_23.1,725.9,17.5,10,ripeness,40.11,34.222,3.901
GS3_23.2,758.9,18.5,10,ripeness,40.154,34.292,3.652
GS3_23.3,1127.5,19.5,12,ripeness,39.888,34.253,3.861
GS3_23.4,614.7,16,9,ripeness,39.701,33.835,3.893
GS3_23.5,725.9,18,9.5,Quarter,36.765,31.093,3.415
GS3_23.6,600.8,16,9,ripeness,39.974,34.814,4.254
GS3_23.7,797.5,18.5,10,ripeness,39.628,34.04,3.713
GS3_23.8,843.1,18.5,10.5,ripeness,38.638,33.099,3.826
GS3_23.9,750.8,17.5,9.5,Quarter,35.945,30.659,3.142
GS3_23.10,902,18,10.5,ripeness,40.827,35.227,3.915
GS3_53.1,565.9,15.5,9,ripeness,40.367,34.638,5.687
GS3_53.2,701.4,16,9,ripeness,40.607,34.768,6.18
GS3_53.3,502.2,15,8,ripeness,39.361,33.197,4.896
GS3_53.4,589.4,17,8.5,ripeness,39.944,33.939,5.98
GS3_53.5,740.2,16.5,9.5,ripeness,40.156,34.217,5.031
GS3_53.6,518,15,8.5,ripeness,40.063,33.926,5.131
GS3_53.7,443,16,8,ripeness,40.201,34.193,5.485
GS3_53.8,631.8,17.5,8.5,ripeness,41.054,35.08,5.954
GS3_53.9,561.3,15.5,9,ripeness,36.887,31.417,5.202
GS3_53.10,612.6,16,9,ripeness,39.848,33.675,4.983
GS3_18.1,475.5,15,9,ripeness,44.614,41.403,8.124
GS3_18.2,488.4,15.5,9,ripeness,36.819,30.774,3.819
GS3_18.3,547.2,15.5,9.5,ripeness,40.107,34.857,4.426
GS3_18.4,532.7,15.5,9.5,ripeness,38.695,33.84,4.838
GS3_18.5,550.1,15,10,ripeness,40.182,34.837,4.861
GS3_18.6,466.8,15.5,9,ripeness,40.794,35.112,4.429
GS3_18.7,587.1,15.5,9.5,ripeness,40.729,34.935,4.494
GS3_18.8,535.4,16,9,ripeness,39.445,34.863,4.991
GS3_18.9,597.2,16.5,9,ripeness,40.76,35.752,5.017
GS3_18.10,518.8,15,8.5,ripeness,39.679,34.454,4.58
GS3_42.1,888.9,16,9.5,ripeness,39.609,33.179,3.738
GS3_42.2,725.1,15,9,ripeness,38.366,31.911,3.541
GS3_42.3,932.9,14.5,10,Quarter,38.846,31.739,4.859
GS3_42.4,640.4,12.5,8.5,ripeness,38.025,32.454,5.173
GS3_42.5,900.3,14,10,ripeness,38.193,32.013,4.785
GS3_42.6,647.2,14,8.5,Quarter,40.633,33.895,5.909
GS3_42.7,619.1,13,8.5,ripeness,36.581,29.255,4.176
GS3_42.8,1024.4,16.5,9.5,Quarter,38.301,31.978,4.271
GS3_42.9,582.7,12.5,8.5,ripeness,38.277,31.501,4.556
GS3_42.10,402.9,11,8,ripeness,40.052,33.374,4.88
GS3_180.1,624.2,17,8.5,ripeness,35.629,29.43,3.812
GS3_180.2,433.5,16.5,7.5,ripeness,37.841,31.666,4.27
GS3_180.3,643.8,17,9.5,ripeness,35.69,29.702,3.632
GS3_180.4,834,20,9.5,ripeness,37.382,31.439,3.771
GS3_180.5,769.3,19,10,ripeness,36.016,30.05,3.7
GS3_180.6,565.7,17.5,9.5,ripeness,36.676,30.707,4
GS3_180.7,530.2,19,9,ripeness,37.295,30.961,4.081
GS3_180.8,618.2,18,9,Quarter,36.156,30.273,3.68
GS3_180.9,536.5,15.5,9,ripeness,38.066,31.955,4.308
GS3_180.10,718.9,17.5,9.5,ripeness,37.494,31.316,3.748
GS3_153.1,470.5,15.5,8,ripeness,37.318,30.735,3.813
GS3_153.2,636,15,9,ripeness,38.112,31.632,3.681
GS3_153.3,415.4,13.5,8.5,ripeness,37.771,31.558,4.25
GS3_153.4,707.7,14.5,9.5,ripeness,38.638,32.516,4.226
GS3_153.5,611.1,14,9,ripeness,36.441,30.553,4.129
GS3_153.6,656.4,15.5,9,ripeness,39.607,33.272,5
GS3_153.7,341.6,14.5,7.5,ripeness,35.906,29.504,3.465
GS3_153.8,576.2,15.5,8.5,ripeness,39.17,32.45,4.629
GS3_153.9,693.3,14.5,9.5,ripeness,36.393,29.96,3.112
GS3_153.10,588.4,15.5,8.5,ripeness,36.261,29.645,3.589
GS3_87.1,744.6,16,10,ripeness,36.233,30.307,3.609
GS3_87.2,813.6,18.5,10.5,ripeness,38.043,31.785,3.904
GS3_87.3,588.1,15,9,ripeness,38.99,32.7,3.975
GS3_87.4,627.3,16,9,ripeness,37.114,31.549,4.032
GS3_87.5,607.3,15.5,8.5,ripeness,39.045,32.257,3.349
GS3_87.6,392.3,13.5,8,ripeness,37.236,30.796,3.59
GS3_87.7,427.3,15,8,ripeness,39.737,33.164,3.613
GS3_87.8,685.7,16,9,ripeness,38.522,32.234,3.532
GS3_87.9,687.3,14.5,9.5,ripeness,38.728,31.963,4.15
GS3_87.10,613,15.5,9.5,ripeness,35.736,29.133,3.209
GS3_64.1,743.7,17.5,9.5,ripeness,39.117,32.389,3.205
GS3_64.2,846.7,17.5,10,ripeness,40.532,34.543,4.582
GS3_64.3,1033.2,18.5,10.5,ripeness,41.883,35.211,5.352
GS3_64.4,483.7,14.5,9,Quarter,40.984,35.445,4.402
GS3_64.5,770.8,18,9,ripeness,40.928,34.687,4.079
GS3_64.6,743.3,15,10,Quarter,38.238,32.514,3.397
GS3_64.7,720.8,14.5,10,Quarter,39.463,33.102,3.442
GS3_64.8,554.1,15.5,8.5,ripeness,40.963,34.393,3.856
GS3_114.1,676.5,17,9,ripeness,42.491,35.973,4.734
GS3_114.2,795.3,18.5,9.5,ripeness,37.96,31.442,3.654
GS3_114.3,840.5,18,10,ripeness,39.602,33.263,4.482
GS3_114.4,666.1,17.5,8.5,ripeness,39.85,33.337,4.167
GS3_114.5,552.9,15,8.5,ripeness,40.956,34.539,4.834
GS3_114.6,684.8,16.5,8.5,ripeness,39.294,32.785,3.814
GS3_114.7,751.8,17.5,8.5,ripeness,39.204,32.015,4.132
GS3_114.8,615.1,17.5,8.5,ripeness,43.034,37.061,4.517
GS3_114.9,604,16.5,9,ripeness,40.071,33.792,4.107
GS3_114.10,579.2,15.5,8,ripeness,39.421,33.237,4.707
GS3_207.1,973.9,20,11,half,39.77,33.947,4.503
GS3_207.2,1076.2,21.5,10,half,39.41,33.154,4.266
GS3_207.3,954.1,19,9.5,half,40.478,34.483,4.569
GS3_207.4,922.4,17,10,half,35.827,29.555,3.455
GS3_207.5,1044.3,19.5,10,ripeness,36.473,30.6,4.021
GS3_207.6,878.4,17,9.5,half,37.933,31.582,4.293
GS3_207.7,720.6,18,9,half,39.49,33.173,4.364
GS3_130.1,433.6,14.5,8,ripeness,38.909,32.871,4.235
GS3_130.2,486.2,14.5,8.5,ripeness,40.682,35.107,5.039
GS3_130.3,500.2,8.5,14,ripeness,36.712,30.827,3.584
GS3_130.4,504.9,13.5,8.5,ripeness,37.996,32.413,4.621
GS3_130.5,546.2,14.5,9.5,ripeness,40.612,35.037,5.415
GS3_130.6,470.5,14,8.5,ripeness,38.269,32.807,4.97
GS3_130.7,409.9,14.5,8,ripeness,37.681,32.183,4.965
GS3_187.1,699.5,14.5,9,ripeness,37.789,31.595,3.746
GS3_187.2,660.6,14.5,11.5,ripeness,36.26,30.381,3.552
GS3_187.3,864.4,16,10.5,ripeness,37.336,31.683,4.31
GS3_187.4,658.3,16,11.5,ripeness,35.809,30.933,3.644
GS3_187.5,789.5,15.5,10.5,ripeness,39.89,33.621,4.191
GS3_187.6,605,16,10,ripeness,37.127,31.153,3.375
GS3_187.7,644.9,15,9.5,ripeness,29.87,25.633,3.204
GS3_187.8,709.5,16,8.5,ripeness,36.547,30.715,3.671
GS3_187.9,629.9,14.5,8.5,ripeness,36.253,31.271,3.817
GS3_187.10,555.7,14.5,8.5,ripeness,38.142,32.429,4.19
GS3_49.1,593.7,18.5,9.5,ripeness,38.536,32.265,4.827
GS3_49.2,556.3,17,9.5,ripeness,36.811,31.489,3.81
GS3_49.3,777,19.5,10.5,ripeness,37.016,31.118,4.488
GS3_49.4,747.5,18.5,9.5,ripeness,39.247,33.369,5.085
GS3_49.5,798.1,18.5,10.5,ripeness,38.069,32.2,4.179
GS3_49.6,658,18.5,9.5,ripeness,39.111,32.299,3.813
GS3_49.7,749.4,18,9.5,ripeness,38.072,31.675,3.816
GS3_49.8,654.3,17.5,9,ripeness,44.217,37.954,6.861
GS3_49.9,764.8,18,9.5,ripeness,36.934,30.566,3.516
GS3_49.10,916.6,19,11,ripeness,39.854,33.688,4.172
GS3_230.1,561.7,14.5,9,ripeness,35.944,30.943,4.095
GS3_230.2,624.3,15.5,9,Quarter,36.314,31.038,3.909
GS3_230.3,548.3,15.5,8.5,Quarter,33.48,29.173,3.985
GS3_230.4,560.2,15,8.5,Quarter,36.401,31.453,4.16
GS3_230.5,447.5,15.5,8,ripeness,35.431,30.364,3.616
GS3_230.6,433.7,15.5,8,ripeness,36.792,31.241,4.187
GS3_230.7,550.3,16,8.5,ripeness,36.235,30.343,4.118
GS3_230.8,354.5,13.5,7,ripeness,36.834,31.758,4.284
GS3_230.9,312.1,12.5,7,ripeness,35.676,30.66,4.52
GS3_230.10,539.2,13.5,8.5,ripeness,39.935,34.513,5.231
GS3_89.1,949.1,18.5,9.5,ripeness,38.941,32.674,4.037
GS3_89.2,977.2,16.5,10,ripeness,39.666,34.91,4.539
GS3_89.3,931.3,15,9.5,ripeness,36.619,32.624,4.673
GS3_89.4,724.2,17,8.5,ripeness,38.327,34.217,4.589
GS3_89.5,646.3,14.5,8.5,ripeness,42.673,38.31,6.466
GS3_126.1,827.4,16.5,10,ripeness,40.831,35.073,4.416
GS3_126.2,624.1,15.5,9,ripeness,38.041,31.949,4.212
GS3_126.3,740.7,17,9,ripeness,37.872,31.604,3.814
GS3_126.4,556.2,17,8,ripeness,37.485,31.547,3.86
GS3_126.5,557.7,14,9,ripeness,36.914,31.05,3.521
GS3_126.6,596.5,16.5,8.5,ripeness,38.07,32.513,4.819
GS3_126.7,733.5,16.5,9,ripeness,37.037,31.067,3.71
GS3_126.8,752,16,9.5,ripeness,38.383,32.416,3.926
GS3_126.9,612.1,17.5,8.5,ripeness,39.59,33.834,4.728
GS3_126.10,603.6,14.5,9,ripeness,39.5,33.29,4.188
GS3_112.1,697.4,17,8,Quarter,38.158,32.393,4.79
GS3_112.2,661.7,14.5,9.5,Quarter,37.03,30.965,3.661
GS3_112.3,744.7,15.5,9.5,Quarter,37.784,31.94,4.327
GS3_112.4,699.5,15.5,9,half,35.241,29.189,3.927
GS3_112.5,429.7,13.5,8,half,37.042,31.848,3.756
GS3_112.6,750.5,17,9,half,35.451,30.493,3.819
GS3_112.7,626.7,15.5,8.5,Quarter,39.116,33.428,5.588
GS3_112.8,481.7,14.5,8,Quarter,41.045,35.216,5.762
GS3_112.9,576.9,15,9,Quarter,40,34.401,4.621
GS3_112.10,648.3,15,9.5,ripeness,39.666,33.769,4.457
GS3_123.1,800.4,16,10,ripeness,37.597,31.722,3.378
GS3_123.2,816,15.5,10,ripeness,37.857,31.701,3.145
GS3_123.3,829.2,15,10.5,ripeness,37.716,31.711,3.433
GS3_123.4,1004.1,17.5,10,ripeness,38.88,32.717,3.474
GS3_123.5,763.5,15,9.5,ripeness,38.99,32.88,3.801
GS3_123.6,621,15,9,ripeness,47.944,44.021,6.449
GS3_123.7,745.4,16.5,10,ripeness,42.638,36.95,3.859
GS3_123.8,512.7,12,9,half,41.705,36.879,4.605
GS3_123.9,601.5,14,9.5,ripeness,46.219,41.771,5.333
GS3_123.10,640.8,15.5,9,ripeness,46.611,42.632,5.865
GS3_75.1,340.9,13,7,ripeness,36.898,30.751,3.643
GS3_75.2,529.1,15,8.5,ripeness,37.283,31.595,3.435
GS3_75.3,519.3,15,8.5,ripeness,36.843,31.439,3.419
GS3_75.4,673.5,15.5,9,ripeness,36.129,30.946,3.548
GS3_75.5,708.8,15,9,ripeness,35.986,29.855,3.397
GS3_75.6,635.1,14.5,9,Quarter,44.302,39.878,5.412
GS3_75.7,670.6,14.5,9.5,ripeness,36.328,30.962,3.693
GS3_75.8,712.1,15,8.5,ripeness,38.922,33.136,3.998
GS3_75.9,488.3,13.5,8,ripeness,36.904,31.333,3.416
GS3_75.10,469.3,14,8,Quarter,39.244,34.246,4.276
GS3_121.1,535.4,18,9,Ripe,39.9,33.77,3.668
GS3_121.2,531,16,8,Ripe,42.278,35.796,4.946
GS3_121.3,538.4,17,8.5,Ripe,40.022,34.335,4.205
GS3_121.4,541.6,16.5,8.5,Ripe,38.47,32.943,4.018
GS3_121.5,520,16.5,9.5,Ripe,35.256,30.07,3.447
