FruitID,DM,DM_date
GS1_135.05,13.6690647482014,1
GS1_135.06,13.4411947728687,1
GS1_136.01,11.1906310995446,12
GS1_136.02,15.7629255989912,12
GS1_136.03,10.7003891050584,12
GS1_136.04,15.8466453674121,12
GS1_136.05,14.2300194931774,12
GS1_136.06,11.3784135240572,12
GS1_137.01,15.7426420260096,4
GS1_137.02,15.0740242261104,4
GS1_137.03,14.7038801906059,4
GS1_137.04,14.0575079872204,4
GS1_137.05,14.5394736842105,4
GS1_137.06,13.6194029850746,4
GS1_138.01,13.2914046121593,3
GS1_138.02,18.9352084379709,3
GS1_138.03,8.81995133819951,3
GS1_138.04,13.0392474862147,3
GS1_138.05,14.4633809304468,3
GS1_138.06,15.3479125248509,3
GS1_139.01,12.2206703910615,1
GS1_139.02,12.7809890815671,1
GS1_139.03,12.5790139064475,1
GS1_139.04,11.4195583596215,1
GS1_139.05,14.1176470588235,1
GS1_139.06,13.4601832276251,1
GS1_14.01,13.7404580152672,1
GS1_14.02,14.6978021978022,1
GS1_14.03,12.4301675977654,1
GS1_14.04,14.5239749826268,1
GS1_14.05,13.9777468706537,1
GS1_14.06,12.7052105638829,1
GS1_140.01,15.8957654723127,10
GS1_140.02,18.4005661712668,10
GS1_140.03,14.0387275242047,10
GS1_140.04,17.2610556348074,10
GS1_140.05,17.7459526774595,10
GS1_141.01,14.5299145299145,8
GS1_141.02,15.5650319829424,8
GS1_141.03,13.1926121372032,8
GS1_141.04,14.2857142857143,8
GS1_141.05,12.4057573680603,8
GS1_141.06,15.238718116416,8
GS1_142.01,14.5985401459854,12
GS1_142.02,14.4444444444444,12
GS1_142.03,16.4383561643836,12
GS1_142.04,9.16363636363636,12
GS1_142.05,12.2207621550591,12
GS1_142.06,14.2950391644909,12
GS1_143.01,14.3306096794469,12
GS1_143.02,15.9344262295082,12
GS1_143.03,12,12
GS1_143.04,14.9281698938164,12
GS1_143.05,18.8376753507014,12
GS1_143.06,16.6952054794521,12
GS1_144.01,16.2114014251781,4
GS1_144.02,14.9397590361446,4
GS1_144.03,19.500594530321,4
GS1_144.04,14.9689440993789,4
GS1_144.05,15.9609120521173,4
GS1_144.06,17.9676985195155,4
GS1_145.01,16.9654289372599,4
GS1_145.02,16.4420485175202,4
GS1_145.03,15.530303030303,4
GS1_145.04,12.9986244841816,4
GS1_145.05,16.2971839424805,4
GS1_145.06,12.5848241826033,4
GS1_146.01,11.9047619047619,3
GS1_146.02,14.5442792501616,3
GS1_146.03,12.1786197564276,3
GS1_146.04,14.5278450363196,3
GS1_146.05,15.0094996833439,3
GS1_146.06,14.1752577319588,3
GS1_147.01,16.304347826087,3
GS1_147.02,17.3233270794246,3
GS1_147.03,15.0100066711141,3
GS1_147.04,13.1363922061596,3
GS1_147.05,14.0339836375079,3
GS1_147.06,14.4570707070707,3
GS1_148.01,13.9943741209564,10
GS1_148.02,14.1757536882617,10
GS1_148.03,13.6102236421725,10
GS1_148.04,13.9636819035692,10
GS1_148.05,12.5,10
GS1_148.06,13.5076252723312,10
GS1_149.01,12.547288776797,6
GS1_149.02,14.7186147186147,6
GS1_149.03,14.7615937295885,6
GS1_149.04,15.7303370786517,6
GS1_149.05,13.6476426799007,6
GS1_149.06,15.7963446475196,6
GS1_15.01,17.2631578947368,10
GS1_15.02,17.0454545454545,10
GS1_15.03,19.2932862190813,10
GS1_15.04,14.8771929824561,10
GS1_15.05,20.5443940375891,10
GS1_15.06,16.2943495400788,10
GS1_151.01,17.0957095709571,12
GS1_151.02,17.0841361592807,12
GS1_151.03,15.7622739018088,12
GS1_151.04,14.0551445864156,12
GS1_151.05,19.7766097240473,12
GS1_151.06,10.0990099009901,12
GS1_152.01,14.829142488717,3
GS1_152.02,10.7374631268437,3
GS1_152.03,11.7796073464218,3
GS1_152.04,14.5409735058534,3
GS1_152.05,17.0682730923695,3
GS1_152.06,13.8634764250528,3
GS1_153.01,11.5003304692664,9
GS1_153.02,12.7272727272727,9
GS1_153.03,11.8272425249169,9
GS1_153.04,10.1811367895066,9
GS1_153.05,12.7272727272727,9
GS1_153.06,13.9520958083832,9
GS1_154.01,10.4571070757671,1
GS1_154.02,11.0546378653113,1
GS1_154.03,9.83290488431877,1
GS1_154.04,11.9922630560928,1
GS1_154.05,15.6271418779986,1
GS1_154.06,12.7753303964758,1
GS1_155.01,17.0096852300242,1
GS1_155.02,16.5344722391702,1
GS1_155.03,15.8710477371358,1
GS1_155.04,18.9054726368159,1
GS1_155.05,13.5309278350515,1
GS1_155.06,14.7456535737283,1
GS1_156.01,13.6986301369863,7
GS1_156.02,11.7069980379333,7
GS1_156.03,13.0960854092527,7
GS1_156.04,17.1331058020478,7
GS1_156.05,15.6064461407973,7
GS1_156.06,16.9547872340426,7
GS1_157.01,14.3524699599466,7
GS1_157.02,16.3157894736842,7
GS1_157.03,15.4498044328553,7
GS1_157.04,14.2019543973941,7
GS1_157.05,13.452299245024,7
GS1_157.06,14.0039447731755,7
GS1_158.01,13.2646880678377,8
GS1_158.02,14.7820965842167,8
GS1_158.03,15.1452282157676,8
GS1_158.04,12.7250155183116,8
GS1_158.05,13.1116687578419,8
GS1_158.06,18.26801517067,8
GS1_159.01,12.4215809284818,7
GS1_159.02,13.3962264150943,7
GS1_159.03,13.530522341095,7
GS1_159.04,14.6649810366625,7
GS1_159.05,19.037508846426,7
GS1_159.06,13.0913804277382,7
GS1_16.01,15.6824146981627,8
GS1_16.02,17.1819262782402,8
GS1_16.03,15.3540701522171,8
GS1_16.04,17.6735218508997,8
GS1_16.05,19.5431472081218,8
GS1_16.06,16.8335419274093,8
GS1_160.1,12.1604938271605,1
GS1_160.2,13.1224764468371,1
GS1_160.3,11.4896459585838,1
GS1_160.4,14.8874364560639,1
GS1_160.5,17.0664838930775,1
GS1_160.6,14.3044619422572,1
GS1_161.01,9.99342537804076,9
GS1_161.02,15.3481012658228,9
GS1_161.03,16.2033898305085,9
GS1_161.04,14.7488874761602,9
GS1_161.05,11.1735769501054,9
GS1_161.06,11.0169491525424,9
GS1_162.01,11.0652920962199,5
GS1_162.02,15.9517426273458,5
GS1_162.03,13.0353817504656,5
GS1_162.04,15.6779661016949,5
GS1_162.05,15.1553582752061,5
GS1_163.01,15.531914893617,7
GS1_163.02,17.139175257732,7
GS1_163.03,17.5666883539362,7
GS1_163.04,15.038115038115,7
GS1_163.05,16.0161507402423,7
GS1_163.06,15.9525379037574,7
GS1_164.01,15.6398104265403,7
GS1_164.02,13.9248704663212,7
GS1_164.03,17.9133858267717,7
GS1_164.04,18.4796044499382,7
GS1_164.05,16.8147208121827,7
GS1_164.06,15.3514180024661,7
GS1_165.01,21.4375,6
GS1_165.02,17.8683385579937,6
GS1_165.03,15.8584534731324,6
GS1_165.04,13.5402906208719,6
GS1_165.05,13.7758296806512,6
GS1_165.06,20.6653870761356,6
GS1_166.01,16.8346176644932,1
GS1_166.02,21.6924110141034,1
GS1_166.03,14.8526758869513,1
GS1_166.04,13.1114130434783,1
GS1_166.05,15.7666045934202,1
GS1_166.06,14.5106091718001,1
GS1_167.01,17.1183079973562,5
GS1_167.02,16.4713541666667,5
GS1_167.03,15.6944444444444,5
GS1_167.04,17.5152749490835,5
GS1_167.05,15.4886293792256,5
GS1_167.06,17.9738562091503,5
GS1_168.01,16.1575016972166,10
GS1_168.02,17.639673571877,10
GS1_168.03,19.1609267376331,10
GS1_168.04,16.7366526694661,10
GS1_168.05,17.8002894356006,10
GS1_168.06,12.1546961325967,10
GS1_169(1/2).01,12.168284789644,9
GS1_169(1/2).02,13.5169762972454,9
GS1_169(1/2).03,19.6649672250546,9
GS1_169(1/2).04,10.958904109589,9
GS1_169(1/2).05,19.25,9
GS1_169(1/2).06,9.27246790299572,9
GS1_17.01,13.2802124833997,8
GS1_17.02,15.0920245398773,8
GS1_17.03,15.0955021565003,8
GS1_17.04,15.0344827586207,8
GS1_17.05,14.9902660609994,8
GS1_17.06,14.0779907468605,8
GS1_170.01,13.7096774193548,3
GS1_170.01,13.6300417246175,8
GS1_170.02,13.3747412008282,3
GS1_170.02,14.4422952933591,8
GS1_170.03,14.6174863387978,3
GS1_170.03,13.3379888268156,8
GS1_170.04,17.6984428408659,3
GS1_170.04,14.2414860681115,8
GS1_170.05,13.0275229357798,3
GS1_170.05,10.7929515418502,8
GS1_170.06,14.4271031594975,3
GS1_170.06,15.4746423927178,8
GS1_171.01,17.5582127123977,5
GS1_171.01,15.4092071611253,12
GS1_171.02,16.3201008191556,5
GS1_171.02,15.7331655129012,12
GS1_171.03,14.5751633986928,5
GS1_171.03,16.7307692307692,12
GS1_171.04,19.4915254237288,5
GS1_171.04,17.4904942965779,12
GS1_171.05,15.1401869158879,5
GS1_171.05,14.6009085009734,12
GS1_171.06,15.3035935563817,5
GS1_171.06,14.6183699870634,12
GS1_172.01,22.8888888888889,4
GS1_172.02,16.687898089172,4
GS1_172.03,13.841059602649,4
GS1_172.04,21.6613418530351,4
GS1_172.05,14.9774047772757,4
GS1_172.06,13.7702946482261,4
GS1_173.01,22.3489932885906,2
GS1_173.02,15.2807391613362,2
GS1_173.03,15.058986814712,2
GS1_173.04,13.8228941684665,2
GS1_173.05,16.2844036697248,2
GS1_173.06,17.3233270794246,2
GS1_174.01,19.041769041769,10
GS1_174.02,16.6666666666667,10
GS1_174.03,16.2328767123288,10
GS1_174.04,18.3578104138852,10
GS1_174.05,17.5333333333333,10
GS1_175.01,18.1102362204724,3
GS1_175.02,14.919113241462,3
GS1_175.03,17.530390275112,3
GS1_175.04,17.4815807099799,3
GS1_175.05,17.5097276264591,3
GS1_175.06,16.1461794019934,3
GS1_176.01,17.2437673130194,2
GS1_176.02,15.8130601792574,2
GS1_176.03,14.6517739816032,2
GS1_176.04,13.8451856513531,2
GS1_176.05,15.3553299492386,2
GS1_176.06,14.5090681676048,2
GS1_177.01,18.0263157894737,2
GS1_177.02,15.5006858710562,2
GS1_177.03,13.2038834951456,2
GS1_177.04,19.7643979057592,2
GS1_177.05,16.4634146341463,2
GS1_177.06,16.8380462724936,2
GS1_178.01,14.6137787056367,2
GS1_178.02,17.0504044803983,2
GS1_178.03,15.4048716260698,2
GS1_178.04,11.8527760449158,2
GS1_178.05,15.1851851851852,2
GS1_178.06,12.2171945701357,2
GS1_179.01,15.0031786395423,2
GS1_179.02,17.6219512195122,2
GS1_179.03,15.3266331658291,2
GS1_179.04,18.4848484848485,2
GS1_179.05,20.7332490518331,2
GS1_179.06,22.0212102308172,2
GS1_18.01,17.3708920187793,8
GS1_18.02,15.6438026474128,8
GS1_18.03,14.8546144121365,8
GS1_18.04,14.3593045717965,8
GS1_18.05,19.3742478941035,8
GS1_18.06,19.1627358490566,8
GS1_180.1,14.2270861833105,1
GS1_180.2,12.3380629241209,1
GS1_180.3,12.5,1
GS1_180.4,14.2167011732229,1
GS1_180.5,12.815269256987,1
GS1_180.6,12.3618784530387,1
GS1_181.01,14.2403051493961,12
GS1_181.02,15.1002506265664,12
GS1_181.03,15.4238368387508,12
GS1_181.04,14.8976982097187,12
GS1_181.05,14.089121887287,12
GS1_181.06,15.6312625250501,12
GS1_182.01,13.1406044678055,9
GS1_182.02,14.3239625167336,9
GS1_182.03,12.9740518962076,9
GS1_182.04,11.6479152878888,9
GS1_182.05,13.3640552995392,9
GS1_182.06,14.5569620253165,9
GS1_183.01,11.348897535668,2
GS1_183.02,13.0520764667106,2
GS1_183.03,13.8925294888598,2
GS1_183.04,9.514687100894,2
GS1_183.05,9.6961861667744,2
GS1_184.01,12.4137931034483,1
GS1_184.02,13.9385275196569,1
GS1_184.03,17.375,1
GS1_184.04,18.7878787878788,1
GS1_184.05,13.3205863607393,1
GS1_184.06,13.2027795325332,1
GS1_185.01,13.8799225306649,2
GS1_185.02,16.2820512820513,2
GS1_185.03,15.1746031746032,2
GS1_185.04,15.1849448410123,2
GS1_185.05,15.565729234794,2
GS1_185.06,14.9463806970509,2
GS1_186.01,12.0757180156658,2
GS1_186.01,17.4543163201008,12
GS1_186.02,15.1761517615176,2
GS1_186.02,16.25,12
GS1_186.03,13.953488372093,2
GS1_186.03,17.7165354330709,12
GS1_186.04,13.5101789019124,2
GS1_186.04,16.2459546925566,12
GS1_186.05,16.6221628838451,2
GS1_186.06,14.2948717948718,2
GS1_187.01,14.0102827763496,12
GS1_187.02,19.3569553805774,12
GS1_187.03,20.584498094028,12
GS1_187.04,17.2413793103448,12
GS1_187.05,15.4761904761905,12
GS1_187.06,12.7713920817369,12
GS1_188.01,11.4208021753909,10
GS1_188.02,16.1268556005398,10
GS1_188.03,12.6239259748843,10
GS1_188.04,15.6033287101248,10
GS1_189.01,14.4570286475683,4
GS1_189.02,14.68788249694,4
GS1_189.03,10.1758793969849,4
GS1_189.04,14.5859872611465,4
GS1_189.05,12.568306010929,4
GS1_189.06,12.70337922403,4
GS1_19.01,15.2849740932642,5
GS1_19.02,15.8497772119669,5
GS1_19.03,16.6121648136037,5
GS1_19.04,16.5927802406586,5
GS1_19.05,13.3202099737533,5
GS1_19.06,15.0155763239875,5
GS1_190.01,17.3770491803279,5
GS1_190.02,13.2982225148124,5
GS1_190.03,17.6952141057935,5
GS1_190.04,17.1206225680934,5
GS1_190.05,16.883963494133,5
GS1_190.06,14.4132653061224,5
GS1_191.02,12.8391793514229,12
GS1_192.01,13.4114583333333,2
GS1_192.02,14.5331325301205,2
GS1_192.03,15.2215799614644,2
GS1_192.04,12.8619528619529,2
GS1_192.05,15.0573936529372,2
GS1_192.06,12.6565589980224,2
GS1_193.01,11.976911976912,10
GS1_193.02,11.5064345193036,10
GS1_193.03,12.5092524056255,10
GS1_193.04,10.3048780487805,10
GS1_193.05,13.6159280667951,10
GS1_193.06,12.0557491289199,10
GS1_194.01,16.1643835616438,2
GS1_194.02,14.8293963254593,2
GS1_194.03,14.9655172413793,2
GS1_194.04,16.0320641282565,2
GS1_194.05,13.5487880671224,2
GS1_194.06,12.3076923076923,2
GS1_195.01,17.8497587870434,12
GS1_195.02,19.2254495159059,12
GS1_195.03,18.4128952262864,12
GS1_195.04,15.3289473684211,12
GS1_195.05,17.6701570680628,12
GS1_195.06,17.9344465058751,12
GS1_196.01,15.3585926928281,12
GS1_196.02,9.84455958549223,12
GS1_196.03,15.3130812151271,12
GS1_196.04,10.6752411575563,12
GS1_196.05,9.82019363762102,12
GS1_196.06,9.57727873183619,12
GS1_197.01,18.230563002681,2
GS1_197.02,15.1515151515152,2
GS1_197.03,23.5069885641677,2
GS1_197.04,14.3333333333333,2
GS1_197.05,16.0427807486631,2
GS1_197.06,16.0077770576798,2
GS1_198.01,18.6076772934288,7
GS1_198.02,18.1758096497026,7
GS1_198.03,16.4035689773507,7
GS1_198.04,19.9483537766301,7
GS1_198.05,18.3310533515732,7
GS1_199.01,17.4528301886792,5
GS1_199.02,17.3967459324155,5
GS1_199.03,18.3041722745626,5
GS1_199.04,17.7854671280277,5
GS1_199.05,14.5100502512563,5
GS1_199.06,14.7058823529412,5
GS1_2.01,15.3649167733675,8
GS1_2.02,15.5161881490531,8
GS1_2.03,15.1307596513076,8
GS1_2.04,15.1515151515152,8
GS1_2.05,19.4278903456496,8
GS1_2.06,15.0187734668335,8
GS1_20.01,16.5217391304348,7
GS1_20.02,16.3945133899412,7
GS1_20.03,16.2692847124825,7
GS1_20.04,19.4010416666667,7
GS1_20.05,18.3608640406607,7
GS1_20.06,17.1466845277964,7
GS1_200.01,19.9867637326274,6
GS1_200.02,17.8571428571429,6
GS1_200.03,18.4397163120567,6
GS1_200.04,15.7347204161248,6
GS1_200.05,15.7615894039735,6
GS1_200.06,16.2953532781668,6
GS1_201.01,11.4754098360656,6
GS1_201.02,13.8089005235602,6
GS1_201.03,13.263296126067,6
GS1_201.04,11.9795003203075,6
GS1_201.05,12.0281509916827,6
GS1_201.06,11.1621799080762,6
GS1_202.01,13.3946158896914,12
GS1_202.02,13.3592736705577,12
GS1_202.03,12.7237851662404,12
GS1_202.04,14.974293059126,12
GS1_202.05,12.6329787234043,12
GS1_202.06,13.585155732273,12
GS1_203.01,16.5586328815557,4
GS1_203.02,14.6833681280445,4
GS1_203.03,16.2313432835821,4
GS1_203.04,14.6517739816032,4
GS1_203.05,12.8452151573539,4
GS1_203.06,13.1341209173037,4
GS1_204.01,14.5172180958812,10
GS1_204.02,11.5360101975781,10
GS1_204.03,13.7751786874594,10
GS1_204.04,11.3854595336077,10
GS1_205.01,15.438373570521,9
GS1_205.02,13.6,9
GS1_205.03,13.4035087719298,9
GS1_205.04,13.6492220650636,9
GS1_205.05,14.8421759570181,9
GS1_205.06,15.8554572271386,9
GS1_206.01,14.7741935483871,12
GS1_206.02,15.1079136690647,12
GS1_206.03,14.0779907468605,12
GS1_206.04,12.4335106382979,12
GS1_206.05,12.2147651006711,12
GS1_206.06,13.7355584082157,12
GS1_207.01,13.3289124668435,12
GS1_207.02,13.4831460674157,12
GS1_207.03,12.0364346128822,12
GS1_207.04,13.9055222887558,12
GS1_207.05,14.2386288727752,12
GS1_207.06,12.3056994818653,12
GS1_208.01,11.1491108071135,2
GS1_208.02,15.0499286733238,2
GS1_208.03,12.5,2
GS1_208.04,15.1688973868706,2
GS1_208.05,13.550135501355,2
GS1_208.06,15.9003831417625,2
GS1_209.01,13.2707774798928,12
GS1_209.02,14.2762723066755,12
GS1_209.03,15.4545454545455,12
GS1_209.04,12.2829581993569,12
GS1_209.05,13.618925831202,12
GS1_209.06,12.9310344827586,12
GS1_21.01,10.7400130975769,6
GS1_21.02,14.1276041666667,6
GS1_21.03,13.7508069722402,6
GS1_21.04,13.8237159162968,6
GS1_21.05,14.1650422352177,6
GS1_21.06,15.6329113924051,6
GS1_210.01,16.0762942779292,12
GS1_210.02,16.4955070603338,12
GS1_210.03,14.9580915538362,12
GS1_210.04,14.3989431968296,12
GS1_210.05,14.1025641025641,12
GS1_210.06,14.6229508196721,12
GS1_211.01,15.5898876404494,4
GS1_211.02,15.921963499056,4
GS1_211.03,14.7330960854093,4
GS1_211.04,14.5150501672241,4
GS1_211.05,15.6493506493506,4
GS1_211.06,16.3584637268848,4
GS1_212.01,11.6793365583967,4
GS1_212.02,14.7596479350034,4
GS1_212.03,15.6210790464241,4
GS1_212.04,16.8891855807744,4
GS1_212.05,16.9201520912548,4
GS1_212.06,13.0403968816442,4
GS1_22.01,7.89957134109002,8
GS1_22.02,14.2767295597484,8
GS1_22.03,12.9380053908356,8
GS1_22.04,11.8859915100061,8
GS1_22.05,15.7626037013401,8
GS1_22.06,11.3493064312736,8
GS1_23.01,14.2672692059393,12
GS1_23.02,14.4212523719165,12
GS1_23.03,9.484404837683,12
GS1_23.04,12.3803446075303,12
GS1_23.05,12.7862595419847,12
GS1_23.06,16.0485933503836,12
GS1_24.01,15.7859078590786,1
GS1_24.02,15.7697121401752,1
GS1_24.03,14.6112600536193,1
GS1_24.04,16.2073490813648,1
GS1_24.05,14.6437994722955,1
GS1_24.06,13.8681592039801,1
GS1_25.01,13.013698630137,9
GS1_25.02,9.77917981072555,9
GS1_25.03,14.3979057591623,9
GS1_25.04,13.1547619047619,9
GS1_25.05,15.6956819739548,9
GS1_25.06,15.3008962868118,9
GS1_26.01,17.1655467318265,6
GS1_26.02,15.7407407407407,6
GS1_26.03,17.8082191780822,6
GS1_26.04,16.4141414141414,6
GS1_26.05,15.8590308370044,6
GS1_26.06,17.5895765472313,6
