EntryID,Brix
17-187_4-1O.02,9.5
17-182_3-1O.05,12.4
17-183_2O.03,11.2
17-182_3-1O.19,10.9
17-183_2O.10,10.6
17-187_4-1O.01,7.7
17-187_4-1O.13,9.5
17-182_3-1O.06,11.6
17-187_4-1O.21,10.8
17-182_3-1O.11,13.2
17-187_4-1O.05,10.6
17-183_2O.05,10.5
17-182_3-1O.12,12.1
17-182_3-1O.17,11.3
17-187_4-1O.14,9.9
17-182_2-1O.03,11
17-182_3-1O.15,10.9
17-182_3-1O.13,10.8
17-183_2O.09,10.8
17-182_3-1O.10,11.7
17-187_4-1O.07,11
17-182_3-1O.16,12.5
17-182_3-1O.25,10.7
17-187_4-1O.06,10
17-183_2O.07,7.4
17-183_1O.01,12.7
17-183_2O.08,8.7
17-187_4-1O.12,10.1
17-182_2-1O.04,12.4
17-182_3-1O.18,11
17-182_2-1O.02,8.5
17-182_2-1O.01,10.9
17-187_4-1O.18,9.1
17-187_4-1O.16,10.1
17-182_3-1O.23,10.1
17-182_3-1O.01,13.2
17-187_4-1O.03,8.1
17-182_3-1O.09,11.6
17-182_2-1O.09,12.2
17-182_3-1O.03,13.6
17-182_3-1O.21,12.2
17-183_2O.06,8.4
17-182_2-1O.08,12.7
17-187_4-1O.10,9.1
17-187_4-1O.09,11.1
17-182_3-1O.04,12.1
17-187_4-1O.11,9.3
17-187_4-1O.17,11.3
17-182_3-1O.22,13.7
17-182_2-1O.10,12
17-187_4-1O.08,10.7
17-182_3-1O.24,12.3
17-182_3-1O.20,13.7
17-187_4-1O.25,10
17-187_4-1O.04,8.8
17-187_4-1O.22,8.5
17-182_3-1O.02,11.3
17-187_4-1O.15,11
17-187_4-1O.23,10.4
17-187_4-1O.24,9.9
17-183_2O.01,9.6
17-183_2O.04,12.5
17-182_3-1O.14,13
17-187_4-1O.20,10.1
17-183_2O.02,9.9
17-183_3O.08,9
17-183_3O.09,9.5
17-183_3O.10,11.3
17-183_3O.05,11.3
17-182_4-2O.16,10.4
17-181_3-1O.13,11
17-183_3O.06,9
17-181_3-1O.22,10.8
17-182_4-2O.05,12.9
17-182_3-2O.20,12.7
17-183_3O.02,10.1
17-181_3-1O.16,9.3
17-182_3-2O.19,10.7
17-182_4-2O.01,11.3
17-181_3-1O.19,10.4
17-183_3O.01,9.5
17-183_3O.04,6.7
17-183_3O.07,11.3
17-183_3O.03,10.6
17-182_4-2O.12,8.9
17-182_4-2O.17,11.4
17-182_4-2O.25,8.4
17-181_3-1O.04,12.1
17-182_4-2O.14,8.7
17-182_4-2O.23,14.8
17-181_3-1O.06,10.1
17-182_2-1O.06,13.7
17-181_3-1O.21,10
17-182_4-2O.22,12
17-181_3-1O.02,10.6
17-181_3-1O.05,10.2
17-182_4-2O.18,13.6
17-182_2-1O.18,14.9
17-182_2-1O.14,8.9
17-182_3-2O.21,11.1
17-182_2-1O.17,12.7
17-182_2-1O.19,11.7
17-182_2-1O.16,12.6
17-180_1-2O.08,11.2
17-182_2-1O.25,11.6
17-187_1-1O.11,9.7
17-187_1-1O.20,11.3
17-182_4-2O.03,15
17-181_4-1O.14,9.3
17-187_1-1O.06,10.4
17-181_3-1O.07,10
17-182_2-1O.20,12.5
17-181_3-1O.01,12
17-187_1-1O.15,11.6
17-187_1-1O.08,11.4
17-187_3-2O.24,9.7
17-182_2-1O.23,13.7
17-187_1-1O.16,6.7
17-187_3-2O.23,9.1
17-180_1-2O.01,12.1
17-181_4-1O.17,10.4
17-182_2-1O.24,13.6
17-181_4-1O.15,9.3
17-187_1-1O.24,11.6
17-183_1O.04,17.2
17-182_2-1O.15,12.9
17-181_2-2O.20,10.2
17-182_2-1O.07,12
17-187_1-1O.25,13.3
17-187_1-1O.10,9.8
17-187_1-1O.13,11
17-182_2-1O.11,13.7
17-181_3-1O.20,8.5
17-187_1-1O.07,10.3
17-181_4-1O.10,11.2
17-187_1-1O.05,10.5
17-187_1-1O.21,10.8
17-187_1-1O.19,10.3
17-181_4-2O.18,14.1
17-182_3-2O.09,12.8
17-182_3-2O.02,13
17-182_1-1O.07,10.8
17-187_3-1O.04,7.5
17-182_3-2O.15,14.2
17-182_1-1O.10,13.2
17-181_4-2O.20,11.1
17-181_4-2O.19,13.8
17-181_4-2O.13,10.3
17-181_4-2O.15,9.7
17-187_2-1O.13,11
17-182_1-1O.02,12.6
17-182_3-2O.04,12
17-182_3-2O.10,13.5
17-182_3-2O.16,14
17-182_3-2O.06,11
17-182_3-2O.18,11
17-187_4-2O.16,11.1
17-182_1-1O.18,12.3
17-181_4-2O.11,11.9
17-184_2O.04,11
17-181_4-2O.09,10.9
17-187_4-2O.22,11.1
17-187_4-2O.21,12.6
17-182_3-2O.13,13.9
17-182_3-2O.07,12.2
17-182_3-2O.14,13.6
17-187_3-1O.07,8.2
17-182_3-2O.12,10.8
17-187_4-2O.25,11.6
17-181_4-2O.16,11.8
17-181_4-2O.08,10.8
17-181_4-2O.06,13.3
17-187_4-2O.15,11.6
17-181_4-2O.24,11.7
17-181_4-2O.17,9.6
17-181_4-2O.25,15.3
17-183_1O.06,10.5
17-182_3-2O.01,12.2
17-184_3O.02,11.5
17-187_3-1O.01,7.7
17-187_2-1O.20,10.6
17-187_3-1O.22,11.7
17-187_4-2O.20,11.5
17-182_1-1O.03,9.5
17-182_3-2O.11,12
17-184_3O.07,9.5
17-182_2-1O.12,17-182_2-1O.12
17-181_2-2O.22,10.3
17-182_1-1O.09,10.9
17-182_1-1O.08,11.8
17-183_1O.05,11.5
17-181_2-2O.06,12.1
17-182_1-1O.15,10.7
17-187_2-1O.05,8.6
17-181_2-2O.08,11.1
17-180_1-1O.14,10
17-180_1-1O.09,9.7
17-182_1-1O.20,9.2
17-180_1-1O.16,10.6
17-181_2-2O.09,8.8
17-182_1-1O.13,10.4
17-182_1-1O.16,11.8
17-180_1-1O.18,9.7
17-181_2-2O.17,8.9
17-182_1-1O.19,9.1
17-187_2-1O.12,10.1
17-180_1-1O.19,10.1
17-181_2-2O.21,9.5
17-180_1-1O.03,12.3
17-181_2-2O.05,11.4
17-187_2-1O.18,11.4
17-180_1-1O.17,11.4
17-180_1-1O.10,8.5
17-187_2-1O.23,11.9
17-181_2-2O.03,9.3
17-180_1-1O.04,8.2
17-181_2-2O.18,12
17-181_2-2O.23,10.5
17-187_3-1O.14,10
17-187_2-1O.17,11.2
17-181_4-2O.21,11.8
17-181_4-2O.12,12.2
17-184_3O.04,11.4
17-187_4-2O.14,10.5
17-181_2-2O.19,12.1
17-182_1-1O.17,9.5
17-182_1-1O.06,10.9
17-187_4-2O.09,9.6
17-187_4-2O.13,12.5
17-184_2O.01,9.4
17-187_4-2O.11,11.2
17-181_2-2O.25,12.3
17-184_3O.10,9.6
17-187_4-2O.24,9.2
17-185_4O.07,8
17-181_4-2O.22,9.7
17-187_3-1O.12,11.3
17-187_2-1O.11,10.3
17-187_4-2O.23,11.9
17-184_3O.03,11.6
17-187_3-1O.25,11.8
17-184_3O.09,10.5
17-187_3-1O.20,9.8
17-187_4-2O.19,12.6
17-181_4-2O.10,14.3
17-182_1-1O.21,12.7
17-181_4-2O.01,9.6
17-181_4-2O.02,10.9
17-187_3-1O.10,10.2
17-184_4O.01,11.6
17-184_3O.08,9
17-184_3O.06,10
17-181_4-2O.07,11.8
17-187_4-2O.02,11.6
17-182_1-1O.12,9.2
17-181_4-2O.05,11.5
17-182_3-2O.03,11.1
17-184_2O.05,10.2
17-181_4-2O.04,10
17-182_3-2O.17,11
17-187_4-2O.12,11.7
17-187_2-1O.06,11.1
17-181_4-2O.23,11.4
17-187_3-1O.23,9.1
17-187_4-2O.05,10.6
17-182_3-2O.05,11.9
17-182_3-2O.08,12.1
17-187_3-1O.17,10.9
17-184_3O.05,11.3
17-181_4-2O.14,11.9
17-181_4-2O.03,8.3
17-187_4-2O.08,9.3
17-187_4-2O.18,13
17-187_3-1O.15,9.4
17-187_3-1O.11,10.7
17-187_4-2O.04,10.6
17-187_4-2O.07,10.7
17-187_3-1O.16,7.2
17-185_4O.10,11.1
17-187_4-2O.03,11.4
17-185_4O.02,9.6
17-187_3-1O.02,9.4
17-187_3-1O.06,6.2
17-187_4-2O.17,12
17-184_2O.07,10.5
17-184_3O.01,12.1
17-184_2O.09,10.2
17-187_4-2O.01,11.2
17-185_4O.04,7.8
17-187_3-1O.13,8.9
17-187_3-1O.05,8.8
17-187_3-1O.19,12.1
17-185_4O.05,9.5
17-185_4O.09,8.9
17-185_4O.01,10.4
17-184_2O.02,11
17-184_2O.08,10
17-185_4O.03,10.5
17-185_4O.06,9
17-181_2-2O.07,10.3
17-180_1-1O.24,5.4
17-184_2O.03,10.6
17-181_2-2O.16,10.7
17-185_4O.08,7.4
17-187_3-1O.03,11.8
17-184_2O.06,10.6
17-187_3-1O.08,9.7
17-180_1-1O.21,11.8
17-182_1-1O.14,11.8
17-182_1-1O.11,12.6
17-187_2-1O.22,10.9
17-181_2-2O.02,9.2
17-181_2-2O.10,10.2
17-182_1-1O.04,10.2
17-184_2O.10,10.5
17-187_2-1O.01,10.2
17-181_2-2O.11,9.2
17-182_1-1O.24,10.4
17-180_1-1O.23,8.7
17-187_2-1O.04,11.7
17-187_2-1O.25,10.6
17-187_4-2O.06,10.7
17-187_2-1O.15,11.1
17-184_4O.03,11.3
17-184_4O.04,12.1
17-187_2-1O.09,6.8
17-181_2-2O.15,11.8
17-187_3-1O.18,9.4
17-180_1-1O.11,9.4
17-187_3-1O.21,7.8
17-182_1-1O.05,10.1
17-181_2-2O.24,8.4
17-180_1-1O.25,11.4
17-182_1-1O.22,6
17-181_2-2O.01,11
17-180_1-1O.02,10
17-181_2-2O.13,10.4
17-184_4O.06,10.6
17-187_2-1O.21,10
17-187_2-1O.19,11.8
17-180_1-1O.06,10
17-184_4O.09,11.8
17-187_2-1O.02,7.8
17-184_4O.05,11.4
17-182_2-1O.05,12.6
17-187_2-1O.24,10.4
17-181_2-2O.12,11.2
17-180_1-1O.22,11.7
17-180_1-1O.07,10
17-182_1-1O.25,12.9
17-187_2-1O.03,9.6
17-180_1-1O.05,10.3
17-184_4O.02,11.5
17-184_4O.07,11.2
17-180_1-1O.12,12.6
17-182_1-1O.23,11.6
17-184_4O.10,11.1
17-181_2-2O.14,11
17-184_4O.08,10.7
17-181_2-1O.22,11.4
17-181_2-1O.18,9.4
17-181_2-1O.21,9.2
17-181_1-2O.13,9.7
17-180_2-2O.22,8.5
17-180_4-2O.16,11.5
17-180_4-2O.07,11
17-181_2-1O.23,10.1
17-180_4-2O.11,7.7
17-181_2-1O.06,9.1
17-181_2-1O.14,12.2
17-180_4-2O.01,11.6
17-181_2-1O.11,10.4
17-180_2-2O.12,10.3
17-180_4-2O.04,9.9
17-181_1-2O.07,10.7
17-180_2-2O.13,9.8
17-181_2-1O.03,7.1
17-187_4-2O.10,10.1
17-181_2-1O.04,11
17-180_2-2O.06,8.5
17-181_1-2O.03,12.2
17-181_2-1O.13,10.7
17-180_2-2O.25,11.3
17-181_2-1O.05,10.2
17-181_2-1O.25,9.6
17-180_4-2O.14,9.4
17-180_4-2O.19,8.6
17-180_2-2O.16,11
17-180_2-2O.11,12.9
17-181_1-2O.01,10.1
17-180_2-2O.15,10.7
17-181_1-2O.22,12.4
17-181_1-2O.15,9.9
17-180_2-2O.14,9
17-181_3-1O.08,11.2
17-181_1-2O.18,11.6
17-187_2-1O.16,10.6
17-187_3-1O.09,11.1
17-180_2-2O.07,10.2
17-181_3-1O.17,10.4
17-181_1-2O.09,10.8
17-181_3-1O.03,8
17-181_3-1O.12,11.3
17-187_3-1O.24,9.7
17-181_1-2O.05,11.1
17-181_1-2O.08,10
17-180_2-2O.01,11.3
17-181_3-1O.10,11.2
17-180_2-2O.10,10.9
17-181_1-2O.20,10.8
17-181_3-1O.09,11.7
17-180_2-2O.17,13.3
17-180_2-2O.20,7.5
17-181_2-2O.04,10.6
17-181_1-2O.21,9.9
17-181_2-1O.19,11.4
17-181_1-2O.17,9.5
17-181_2-1O.02,11.4
17-181_1-2O.02,12.4
17-181_1-2O.23,8.7
17-181_1-2O.25,11.9
17-181_1-2O.06,10.2
17-181_1-2O.12,5.7
17-180_4-2O.20,10
17-180_2-2O.05,11
17-180_2-2O.21,11.8
17-180_2-2O.19,11.7
17-181_3-1O.14,9.9
17-181_2-1O.08,11.8
17-181_2-1O.10,8.1
17-181_1-2O.11,7.9
17-181_2-1O.09,9.2
17-181_1-2O.14,9.8
17-180_2-2O.09,12.3
17-181_2-1O.17,11.8
17-180_2-2O.08,11.1
17-180_2-2O.04,10.2
17-181_2-1O.24,10.4
17-180_4-2O.06,9.7
17-180_4-2O.17,10.6
17-180_4-2O.21,9.2
17-187_3-2O.25,9.8
17-180_4-2O.08,11.8
17-181_3-1O.18,9.9
17-181_3-1O.11,11.4
17-181_2-1O.16,12
17-181_2-1O.15,10.8
17-180_4-2O.02,8.8
17-180_2-2O.24,12.8
17-181_3-1O.15,9.4
17-180_4-2O.15,10.3
17-180_4-2O.18,11.2
17-181_1-2O.24,9.9
17-182_2-1O.13,13.7
17-181_1-2O.10,11
17-181_1-2O.16,8.3
17-180_2-2O.18,9
17-180_2-2O.02,10.4
17-180_4-2O.09,11
17-180_4-2O.12,8.2
17-181_2-1O.07,6.7
17-180_4-2O.05,10.4
17-180_4-2O.03,9.8
17-181_2-1O.12,10.8
17-180_4-2O.10,10.5
17-181_2-1O.01,11.5
17-181_1-2O.04,10.8
17-180_2-2O.23,10
17-180_2-2O.03,9.4
17-180_4-2O.13,9.5
17-181_2-1O.20,7.9
17-187_1-2O.21,11
17-180_3-1O.22,10
17-180_3-1O.06,9.4
17-182_2-2O.11,12.6
17-187_1-2O.17,9.4
17-182_2-2O.17,12.7
17-180_3-2O.18,10.7
17-180_3-2O.17,9.2
17-180_3-2O.11,10.6
17-180_3-2O.13,9.2
17-182_2-2O.18,10.9
17-187_1-2O.19,11.9
17-187_1-2O.10,11.4
17-187_1-2O.09,7.9
17-180_3-1O.21,11.2
17-180_3-1O.14,8.8
17-180_3-2O.16,9.6
17-180_3-2O.09,9.3
17-187_1-2O.12,9
17-180_3-2O.14,9.1
17-180_3-1O.24,10.7
17-182_2-2O.01,13
17-180_3-2O.06,7.6
17-187_1-2O.18,9.3
17-180_3-2O.12,10.6
17-183_4O.01,11.9
17-180_3-2O.03,9.9
17-187_1-2O.07,8.2
17-180_3-1O.09,10.5
17-182_1-2O.25,9.5
17-180_3-2O.20,9.4
17-180_3-1O.20,11.5
17-180_3-1O.15,10.7
17-182_2-2O.09,12.9
17-185_2O.06,10.4
17-182_2-2O.08,13.5
17-180_3-1O.04,9.1
17-185_1O.06,10.9
17-180_3-2O.10,6.8
17-187_1-2O.02,8.6
17-180_3-2O.15,10.1
17-187_1-2O.14,9.5
17-182_2-2O.19,12.4
17-187_1-2O.03,12.4
17-187_1-2O.22,9.1
17-182_2-2O.15,13.2
17-180_3-2O.04,9.6
17-185_1O.02,10.3
17-180_3-1O.12,8.7
17-185_1O.01,10.3
17-180_3-1O.17,9.7
17-180_3-2O.02,10.3
17-180_3-1O.23,10.6
17-180_3-1O.02,9.7
17-180_3-2O.08,6.7
17-182_2-2O.02,11.4
17-187_1-2O.23,10.9
17-180_3-2O.07,11.2
17-180_3-1O.10,9.5
17-180_3-1O.16,9.7
17-180_3-2O.05,9
17-187_1-2O.24,12.9
17-180_3-1O.11,9.9
17-180_3-1O.13,7.3
17-187_1-2O.25,10.2
17-182_2-2O.07,12.5
17-180_3-1O.05,9.5
17-180_3-1O.08,8.2
17-184_1O.10,10
17-182_4-2O.06,10.7
17-182_2-2O.05,10.1
17-182_2-2O.25,12.6
17-184_1O.06,11.4
17-180_3-2O.01,9.4
17-182_2-2O.24,13
17-187_1-2O.20,10.3
17-182_2-2O.13,13.5
17-187_1-2O.16,11.4
17-187_2-2O.19,10.3
17-187_2-1O.07,10.3
17-182_2-2O.23,11.4
17-184_1O.01,10.5
17-187_2-2O.21,11.1
17-182_1-2O.20,13.8
17-187_2-2O.13,10.1
17-182_4-2O.20,10.8
17-187_2-2O.10,10.9
17-184_1O.02,8.2
17-187_2-2O.16,11.4
17-187_2-2O.17,9.9
17-187_2-2O.02,10.6
17-182_1-2O.03,12.3
17-187_2-2O.15,12
17-182_4-2O.07,14.9
17-187_2-1O.08,7.4
17-182_1-2O.02,12.3
17-182_4-2O.15,10
17-180_3-1O.01,8.4
17-183_4O.09,13
17-182_4-2O.02,13.4
17-182_1-2O.04,10.5
17-182_1-2O.09,10.6
17-182_1-2O.11,12.3
17-182_1-2O.22,11
17-187_2-2O.23,11
17-180_1-1O.15,12.3
17-187_2-2O.25,10.8
17-187_2-2O.22,10.4
17-184_1O.04,9.4
17-182_1-2O.07,12.9
17-187_2-2O.24,12.3
17-187_2-2O.18,10.4
17-184_1O.09,11.4
17-185_1O.09,10
17-185_1O.10,10.2
17-187_2-2O.12,11.4
17-187_2-2O.07,11.1
17-187_2-2O.09,10
17-187_2-2O.14,12
17-182_1-2O.10,12
17-184_1O.05,10.1
17-187_2-2O.11,12.5
17-187_2-2O.03,12.9
17-187_2-2O.01,11.3
17-182_4-2O.10,11.2
17-184_1O.03,13.3
17-182_1-2O.01,11.6
17-182_1-2O.15,10.5
17-182_1-2O.17,9.9
17-182_1-2O.13,12
17-182_1-2O.18,14.1
17-180_3-1O.07,10.2
17-187_2-2O.20,10.9
17-182_4-2O.09,12.4
17-185_2O.07,12.1
17-183_4O.10,11.5
17-180_3-1O.25,10.2
17-182_1-2O.14,12.8
17-182_4-2O.13,10
17-182_1-2O.12,11.1
17-184_1O.08,10.8
17-182_4-2O.21,9.4
17-180_1-1O.01,8.6
17-182_4-2O.04,13.2
17-185_2O.09,9.3
17-187_2-2O.04,9
17-180_1-1O.20,15.4
17-187_2-2O.06,10.6
17-187_2-1O.10,11.8
17-182_4-2O.08,13.1
17-181_3-1O.24,9.3
17-183_4O.02,12.4
17-185_2O.05,11.8
17-187_2-2O.05,11.7
17-181_3-1O.25,11.3
17-187_2-1O.14,10.7
17-180_1-1O.08,12.5
17-180_3-1O.03,10.2
17-182_1-2O.05,12.9
17-182_4-2O.11,12.7
17-185_1O.08,10.4
17-182_1-2O.08,13
17-182_4-2O.19,14.2
17-182_1-2O.21,11.3
17-182_1-2O.06,11.1
17-185_2O.10,7.6
17-182_1-2O.16,11.7
17-182_1-2O.23,11.9
17-184_1O.07,9.3
17-187_2-2O.08,11.5
17-183_4O.08,9.8
17-181_3-1O.23,8.5
17-182_1-2O.24,11.1
17-182_1-2O.19,10.9
17-187_1-2O.06,9.2
17-180_3-2O.25,9.9
17-182_2-2O.22,11.3
17-187_1-2O.05,7.6
17-185_1O.05,10.4
17-180_3-1O.18,11.9
17-180_3-1O.19,10.5
17-180_3-2O.24,11.9
17-183_4O.05,11
17-185_1O.03,9.8
17-183_4O.07,12.9
17-185_2O.02,11.7
17-182_2-2O.04,13.2
17-182_2-2O.06,10.6
17-182_2-2O.21,12.4
17-187_1-2O.08,12.3
17-182_2-2O.10,12.7
17-185_1O.07,10.9
17-185_2O.03,10.1
17-180_3-2O.19,9.5
17-180_3-2O.22,5.8
17-187_1-2O.13,12.4
17-183_4O.06,11.6
17-180_3-2O.23,11.7
17-182_2-2O.14,11.7
17-182_2-2O.12,11.9
17-183_4O.04,11.2
17-185_2O.01,11.8
17-187_1-2O.01,11.5
17-185_2O.04,10.4
17-182_2-2O.16,13.6
17-185_1O.04,10.6
17-182_2-2O.03,10.5
17-180_3-2O.21,9.7
17-187_1-2O.04,11.3
17-183_4O.03,10.7
17-187_1-2O.11,9.2
17-185_2O.08,9
17-182_2-2O.20,14.4
17-180_3-1E7.01,9.4
17-180_3-1E4.01,8
17-182_3-2E4.01,10.6
17-182_2-2E4.01,13
17-182_4-1E1.01,10.4
17-181_3-2O.22,11.4
17-182_4-1E7.02,10.9
17-180_3-1E4.02,10.3
17-182_2-2E5.02,11.2
17-180_3-1E5.02,9.8
17-182_3-2E5.02,11
17-182_2-2E1.01,12.3
17-182_4-1E3.02,13.2
17-180_3-1E8.02,9.2
17-182_2-2E6.01,11.1
17-181_3-2O.17,11.1
17-181_3-2O.04,8.2
17-182_4-1E5.01,10.6
17-180_3-1E4.03,5.4
17-182_2-2E4.02,12.4
17-182_2-2E4.03,12.9
17-180_3-1E5.01,9.3
17-182_2-2E5.03,11.4
17-182_2-2E6.02,11.1
17-182_2-2E7.03,11.3
17-180_2-1E6.03,9.4
17-180_3-1E3.03,11
17-182_4-1E3.01,10.3
17-182_2-2E3.02,12.4
17-180_3-1E3.02,11.6
17-182_4-1E1.02,11.2
17-182_3-2E4.02,13
17-182_2-2E5.01,11.1
17-180_3-1E1.02,12
17-182_2-2E7.01,12.5
17-180_3-1E5.03,8.2
17-180_3-1E7.03,9.2
17-182_4-1E7.01,12.6
17-182_2-2E3.01,10.8
17-180_2-1E6.01,6.4
17-180_3-1E2.02,10.1
17-180_2-1E6.02,9.4
17-180_2-1E7.03,10.2
17-180_3-1E8.03,9.1
17-181_3-2O.09,7.3
17-182_4-1E2.02,11.5
17-180_3-1E6.02,9.5
17-180_2-1E7.02,13.1
17-180_3-1E7.02,10.5
17-180_2-1E7.01,13
17-180_3-1E1.01,11.1
17-182_4-1E2.01,11.7
17-182_2-2E7.02,10.8
17-182_4-1E4.02,12.8
17-180_3-1E3.01,10.8
17-182_4-1E4.03,9
17-182_4-1E4.01,9.8
17-180_3-1E2.01,11.2
17-180_3-1E6.01,10.6
17-182_3-2E5.01,9.2
17-181_3-2O.18,10.8
17-180_3-1E8.01,9
17-181_1-1O.03,11.3
17-181_3-2O.11,10.1
17-182_4-1E5.02,10.9
17-181_3-2O.10,9.3
17-180_3-1E6.03,10.3
17-182_2-2E2.01,12
17-182_2-2E2.02,11.3
17-181_3-2O.24,11.2
17-181_1-1O.04,13.2
17-182_4-1E6.02,10.4
17-181_3-2O.12,12.5
17-181_1-1O.02,12.9
17-181_3-2O.21,7.9
17-181_3-2O.06,10.3
17-181_3-2O.19,9.6
17-182_4-1E6.01,10.4
17-182_4-1E2.03,11.1
17-181_3-2O.02,9.1
17-181_3-2O.25,9
17-181_3-2O.01,9.3
17-181_3-2O.08,12.3
17-181_1-1O.05,13.9
17-181_3-2O.13,11.7
17-181_3-2O.15,9.7
17-181_3-2O.23,12.2
17-182_2-2E1.02,11.9
17-181_3-2O.05,9
17-181_3-2O.14,10
17-181_3-2O.20,6.3
17-181_3-2O.03,8.7
17-181_3-2O.16,10.1
17-181_3-2O.07,11
17-181_1-1O.01,12.9
17-180_3-1E2.03,6.4
17-183_3E5.02,7.7
17-182_2-1E5.01,13.6
17-180_2-1E1.03,8.3
17-182_2-1E7.02,12.1
17-182_2-1E1.03,12.5
17-182_2-1E2.03,13
17-182_2-1E3.03,12.6
17-182_3-2E2.03,11.8
17-182_2-1E2.01,10.2
17-181_1-1O.16,12.6
17-183_3E2.02,10
17-180_2-1E4.02,9.1
17-180_2-1E5.02,9.2
17-182_2-1E3.02,12.7
17-182_2-1E7.01,13.9
17-182_2-1E2.02,12.1
17-182_2-1E3.01,10.8
17-180_2-1E5.01,8.4
17-180_2-1E1.01,6.7
17-183_3E4.01,6.1
17-180_2-1E4.01,10.1
17-183_3E1.01,8.5
17-182_2-1E1.02,11.9
17-183_3E5.01,7.8
17-180_2-1E2.02,9.4
17-182_2-1E4.02,13.6
17-183_3E3.02,8
17-182_2-1E6.01,10.8
17-180_2-1E1.02,8.1
17-180_2-1E4.03,9.7
17-181_1-1O.19,11.6
17-182_2-1E4.01,13.7
17-181_1-1O.11,9.5
17-180_2-1E3.01,10.4
17-183_3E3.01,8.6
17-180_2-1E2.03,6.6
17-181_1-1O.08,13.8
17-180_2-1E3.03,9.9
17-183_3E1.02,8.6
17-183_3E2.01,11.3
17-181_1-1O.14,13.1
17-181_1-1O.10,13.3
17-181_1-1O.13,9.7
17-181_1-1O.17,12.4
17-181_1-1O.21,10.4
17-181_1-1O.06,12.6
17-182_3-2E7.02,11.6
17-181_1-1O.20,7.2
17-181_1-1O.18,10.2
17-182_3-2E3.02,13.7
17-182_3-2E7.01,11.9
17-182_3-2E1.02,11.6
17-181_1-1O.07,10.4
17-181_1-1O.09,10
17-181_1-1O.22,13.1
17-183_3E4.02,5.4
17-182_3-2E1.03,11.4
17-181_1-1O.12,10.2
17-181_1-1O.15,9.9
17-180_2-1E2.01,8.6
17-182_3-2E6.02,12.8
17-181_1-1O.25,8.2
17-182_2-1E1.01,11.7
17-181_1-1O.24,9.3
17-182_3-2E3.01,12.6
17-182_3-2E6.01,13.5
17-181_1-1O.23,14.1
17-182_3-2E1.01,11.8
17-182_3-2E2.01,11.8
17-182_3-2E2.02,11.8
17-180_4-2E5.01,9.1
17-180_4-2E2.01,10.5
17-183_4-1E1.02,6.8
17-180_4-2E3.02,11.3
17-180_4-1E6.03,7.6
17-180_4-1E8.01,10.2
17-181_4-1E7.02,10.9
17-181_4-1E8.03,9
17-183_4-1E1.03,7.3
17-181_4-1E1.02,9.7
17-180_4-1E1.03,8.4
17-180_4-1E1.02,9.3
17-180_4-1E7.03,9.6
17-181_4-1E6.03,12.1
17-180_4-1E7.01,9.4
17-182_1-1E2.01,10.2
17-180_4-1E4.03,8.7
17-182_1-1E5.02,14.1
17-181_4-1E3.02,10.1
17-180_4-2E2.02,8.8
17-180_4-1E3.03,7.2
17-181_4-1E2.02,11.7
17-180_4-1E6.02,8.1
17-181_4-1E5.02,8.1
17-181_4-1E6.02,12.2
17-181_2-2E6.02,11.7
17-181_2-2E8.03,7.6
17-181_2-2E1.01,12.5
17-182_1-1E1.01,13.5
17-182_1-1E3.03,11.6
17-181_2-2E8.02,9.7
17-181_2-2E4.01,10.7
17-181_4-1E8.01,7
17-181_4-1E8.02,9.5
17-181_2-2E5.02,10.8
17-183_4E5.01,9.3
17-180_4-1E8.03,10
17-181_2-2E6.01,11
17-181_4-1E2.01,11.3
17-180_4-1E3.02,8.8
17-181_4-1E7.01,11.4
17-181_4-1E3.01,10.6
17-180_4-1E4.01,8.9
17-182_1-1E4.02,10.4
17-182_1-1E2.03,10.6
17-183_4-1E1.01,6.8
17-180_4-1E4.02,9.5
17-181_2-2E1.02,10.7
17-180_4-1E2.02,7.6
17-181_2-2E7.01,9.1
17-181_2-2E5.01,10.8
17-183_4-1E4.01,8.9
17-181_4-1E5.01,5.6
17-182_1-1E2.02,8.4
17-180_4-1E1.01,11.2
17-181_2-2E7.02,8.6
17-181_2-2E6.03,11.6
17-180_4-1E8.02,7.7
17-183_4-1E4.02,10.9
17-181_4-1E3.03,9.8
17-180_4-1E5.02,4.8
17-183_4-1E3.01,9.8
17-181_4-1E1.01,8.1
17-181_2-2E1.03,12.9
17-183_4E5.02,6.5
17-183_4-1E3.02,4.4
17-181_1-2E8.01,8.3
17-180_4-2E1.01,9.1
17-183_4-1E2.01,5.6
17-181_4-1E5.03,9.3
17-180_4-1E6.01,7.6
17-182_1-1E5.03,12.9
17-182_1-1E5.01,10
17-180_4-1E3.01,8.7
17-180_4-2E4.02,10.3
17-182_1-1E4.03,9.4
17-181_2-2E3.03,10.9
17-181_2-2E4.03,12.4
17-180_4-2E4.01,11.2
17-182_1-1E4.01,10
17-181_4-1E6.01,12.2
17-183_4-1E2.02,8.6
17-181_2-2E3.01,11.6
17-180_4-2E3.01,12
17-181_2-2E7.03,8.7
17-181_2-2E5.03,10
17-180_4-1E2.01,8.3
17-181_2-2E4.02,10.3
17-182_1-1E6.01,12
17-180_4-1E5.01,5.6
17-181_4-1E4.01,8.7
17-180_4-1E2.03,9.3
17-181_2-2E8.01,8.5
17-181_2-2E2.02,7.1
17-181_2-2E2.03,9.2
17-182_1-1E3.02,12.1
17-182_1-1E6.02,12.1
