FruitID,Brix,Brix_date
GS1_143.06,12.6,9
GS1_174.02,12.2,9
GS1_151.03,12,9
GS1_123.02,11.1,9
GS1_120.01,10.7,9
GS1_54.05,12.4,9
GS1_141.06,11.7,9
GS1_124.01,9.9,9
GS1_3.05,13.2,9
GS1_43.01,13.1,9
GS1_124.05,10.1,9
GS1_15.04,13,9
GS1_193.03,10.7,9
GS1_174.03,10.8,9
GS1_18.01,12.8,9
GS1_170.06,12.8,9
GS1_37.03,12.4,9
GS1_124.02,12.5,9
GS1_43.04,12.3,9
GS1_100.03,12.7,9
GS1_37.05,11.8,9
GS1_43.03,12.9,9
GS1_15.03,12.8,9
GS1_174.05,12.2,9
GS1_204.02,9.5,9
GS1_170.05,9.9,9
GS1_41.03,11.8,9
GS1_186.03,12.3,9
GS1_128.01,10.7,9
GS1_9.02,14.5,9
GS1_100.05,13.2,9
GS1_196.03,12.2,9
GS1_143.03,10.2,9
GS1_121.01,12,9
GS1_15.02,14.5,9
GS1_121.02,10.6,9
GS1_130.02,11.9,9
GS1_124.04,10,9
GS1_37.01,12.8,9
GS1_67.03,13,9
GS1_143.01,13,9
GS1_151.06,8.3,9
GS1_100.04,13.5,9
GS1_204.01,11.7,9
GS1_123.04,11.4,9
GS1_15.06,12.9,9
GS1_170.04,11.8,9
GS1_88.06,10.7,9
GS1_130.01,12.8,9
GS1_41.01,11.8,9
GS1_88.04,11.5,9
GS1_121.05,11.2,9
GS1_100.02,11.1,9
GS1_148.06,11.6,9
GS1_15.05,13.5,9
GS1_54.06,10.1,9
GS1_170.03,12.1,9
GS1_54.02,12.8,9
GS1_9.05,14,9
GS1_18.02,12.2,9
GS1_100.06,10.3,9
GS1_54.01,13,9
GS1_202.04,11.2,10
GS1_109.02,11.3,10
GS1_182.06,12.5,10
GS1_210.01,13.2,10
GS1_42.04,13,10
GS1_128.03,12,10
GS1_202.01,12,10
GS1_202.05,10.4,10
GS1_202.06,12,10
GS1_74.04,10.9,10
GS1_142.06,12.2,10
GS1_114.06,12,10
GS1_123.06,11.6,10
GS1_121.06,10.3,10
GS1_114.04,11.4,10
GS1_124.03,10.7,10
GS1_209.02,11.4,10
GS1_171.06,11.5,10
GS1_171.03,12.5,10
GS1_170.01,11.1,10
GS1_207.02,10.9,10
GS1_74.05,10.5,10
GS1_83.01,12.4,10
GS1_141.04,10.6,10
GS1_141.05,9,10
GS1_171.05,11.5,10
GS1_191.01,8.6,10
GS1_171.04,13,10
GS1_88.03,11,10
GS1_114.03,11.9,10
GS1_143.04,13.1,10
GS1_141.03,10.3,10
GS1_210.02,11.1,10
GS1_65.04,10.2,10
GS1_174.04,13,10
GS1_182.05,10.9,10
GS1_18.04,9.7,10
GS1_171.02,12.6,10
GS1_202.02,10.8,10
GS1_207.01,11.4,10
GS1_141.01,10,10
GS1_142.02,11.9,10
GS1_88.02,10.1,10
GS1_74.03,10.8,10
GS1_207.03,10.7,10
GS1_207.05,10.7,10
GS1_209.06,10.7,10
GS1_123.01,11.3,10
GS1_171.01,13.2,10
GS1_88.05,11.1,10
GS1_207.06,10.4,10
GS1_83.02,11.7,10
GS1_142.04,8,10
GS1_142.03,12.1,10
GS1_114.05,12,10
GS1_191.02,9.4,10
GS1_182.04,10.4,10
GS1_74.02,10,10
GS1_83.05,11.8,10
GS1_114.02,12.1,10
GS1_207.04,10.6,10
GS1_142.05,10.6,10
GS1_141.02,12.6,10
GS1_196.04,9.1,10
GS1_123.03,11,10
GS1_42.05,14.1,10
GS1_136.01,10.4,10
GS1_130.06,10.8,10
GS1_128.06,11,10
GS1_136.03,9.6,10
GS1_186.01,12.7,10
GS1_121.04,11.2,10
GS1_109.06,9.7,10
GS1_83.04,12.7,10
GS1_28.02,13.9,10
GS1_136.04,12.7,10
GS1_136.06,9.8,10
GS1_9.04,12.3,10
GS1_196.02,8.7,10
GS1_54.04,12.4,10
GS1_153.04,9.9,10
GS1_210.05,11.4,10
GS1_196.05,9,10
GS1_195.01,13.3,10
GS1_61.04,12.8,10
GS1_88.01,10.7,10
GS1_129.02,12.8,10
GS1_42.03,13.8,10
GS1_50.05,10.9,10
GS1_130.05,13.9,10
GS1_181.03,12,10
GS1_169(1/2).02,12.1,10
GS1_206.02,11.8,10
GS1_130.04,12.5,10
GS1_73.04,11.3,10
GS1_210.03,11.9,10
GS1_153.02,11.8,10
GS1_121.03,12.5,10
GS1_42.01,13.9,10
GS1_9.03,14.2,10
GS1_181.06,13.2,10
GS1_61.05,11.6,10
GS1_42.02,13.7,10
GS1_18.06,13.2,10
GS1_109.03,10.9,10
GS1_18.05,13.4,10
GS1_73.01,11.8,10
GS1_182.01,11.2,10
GS1_169(1/2).05,13.3,10
GS1_60.04,11.6,10
GS1_41.05,13,10
GS1_33.01,13.2,10
GS1_18.03,10.9,10
GS1_181.01,10.9,10
GS1_161.02,13.5,10
GS1_129.05,12,10
GS1_73.05,9.2,10
GS1_181.02,11.7,10
GS1_33.05,12.2,10
GS1_161.05,11.2,10
GS1_60.01,12.4,10
GS1_42.04,12.1,10
GS1_98.05,10.1,10
GS1_98.06,13.8,10
GS1_41.04,12.5,10
GS1_153.05,11.5,10
GS1_28.01,16.1,10
GS1_9.01,15,10
GS1_110.04,9.1,10
GS1_61.02,11.2,10
GS1_37.02,10,10
GS1_65.01,10.9,10
GS1_169(1/2).06,7.9,10
GS1_110.01,10.4,10
GS1_98.02,12.7,10
GS1_98.03,12.4,10
GS1_65.02,11.2,10
GS1_61.01,11.1,10
GS1_182.03,12.8,10
GS1_161.03,13.5,10
GS1_169(1/2).03,13.2,10
GS1_54.03,15.2,10
GS1_25.01,11,10
GS1_60.03,9,10
GS1_143.02,12.5,10
GS1_151.05,12.5,10
GS1_129.04,12.2,10
GS1_65.06,10.6,10
GS1_73.03,8.9,10
GS1_104.01,14.5,10
GS1_79.05,13.8,10
GS1_65.05,10.7,10
GS1_153.03,11.2,10
GS1_33.03,13,10
GS1_209.01,10.9,10
GS1_153.01,11.7,10
GS1_114.01,11.9,10
GS1_181.04,11.5,10
GS1_79.03,14,10
GS1_43.02,13.2,10
GS1_79.04,13.6,10
GS1_181.05,11.9,10
GS1_209.05,11.5,10
GS1_209.04,10.2,10
GS1_73.06,11.7,10
GS1_169(1/2).04,8.2,10
GS1_127.05,12.3,10
GS1_33.06,11.3,10
GS1_209.03,11.8,10
GS1_98.04,11.9,10
GS1_136.02,12.4,10
GS1_42.05,12.6,10
GS1_60.02,13.3,10
GS1_130.03,13.5,10
GS1_73.02,11.4,10
GS1_83.03,11.8,10
GS1_110.02,11.9,10
GS1_153.06,11.2,10
GS1_182.02,11.4,10
GS1_79.02,10.4,10
GS1_109.04,11.6,10
GS1_9.06,13,10
GS1_61.06,14.2,10
GS1_98.01,14.1,10
GS1_41.06,12.1,10
GS1_202.03,11,10
GS1_50.01,12.6,10
GS1_169(1/2).01,9.7,10
GS1_100.01,10.5,10
GS1_74.01,10.9,10
GS1_109.01,12.6,10
GS1_109.05,13.3,10
GS1_65.03,10.5,10
GS1_33.04,11.3,10
GS1_161.01,9.1,10
GS1_127.06,13,10
GS1_110.03,11.3,10
GS1_61.03,11.8,10
GS1_33.02,12,10
GS1_110.05,10.3,10
GS1_210.06,12.3,10
GS1_110.06,12.3,10
GS1_127.04,12,10
GS1_28.03,15.3,10
GS1_3.06,12,10
GS1_170.02,11.5,10
GS1_123.05,11.5,10
GS1_206.01,13,10
GS1_196.01,12.4,10
GS1_195.02,15,10
GS1_206.04,10.4,10
GS1_206.03,11.4,10
GS1_206.05,10.5,10
GS1_142.01,11.3,10
