EntryID,Wet
18-3725_Rep3_4.6,27.61
18-3725_Rep3_9.2,38.03
18-3723_Rep2_11.1,31.9
18-3725_Rep3_6.3,36.03
18-3725_Rep3_7.1,30.17
18-3725_Rep3_9.1,33.08
18-3725_Rep3_8.1,30.46
18-3725_Rep3_7.3,30.97
18-3725_Rep3_8.4,30.12
18-3725_Rep3_7.2,21.56
18-3725_Rep3_4.3,31.38
18-3725_Rep3_6.4,30.47
18-3723_Rep2_9.3,35.33
18-3723_Rep3_15.5,27.14
18-3725_Rep3_5.3,32.91
18-3725_Rep3_10.3,38.49
18-3725_Rep3_10.2,36.85
18-3725_Rep3_6.2,29.47
18-3725_Rep3_10.6,36.07
18-3725_Rep3_10.4,31.12
18-3723_Rep2_16.4,31.64
18-3725_Rep3_10.5,34.04
18-3725_Rep3_6.1,45.57
18-3725_Rep3_5.5,39.11
18-3725_Rep3_5.1,43.4
18-3725_Rep3_4.5,34.78
18-3723_Rep3_15.1,37.61
18-3723_Rep3_15.3,31.95
18-3725_Rep3_5.4,36.3
18-3723_Rep2_17.6,36.89
18-3725_Rep3_5.2,37.66
18-3725_Rep3_9.4,32.24
18-3723_Rep3_18.5,35.94
18-3725_Rep3_10.1,31.52
18-3725_Rep3_9.5,36.84
18-3725_Rep3_9.3,34.91
18-3723_Rep3_18.4,36.83
18-3723_Rep3_18.1,28.45
18-3723_Rep3_15.2,36.37
18-3723_Rep3_15.6,31.81
18-3723_Rep3_16.5,33.39
18-3723_Rep3_15.4,31.62
18-3723_Rep3_16.2,33.35
18-3723_Rep3_18.2,34.43
18-3724_Rep1_12.3,24.22
18-3724_Rep1_11.4,28.67
18-3724_Rep1_12.4,28.05
18-3724_Rep1_12.1,25.56
18-3728_Rep1_1.1,29.19
18-3724_Rep1_11.1,30.91
18-3728_Rep1_1.3,32.86
18-3724_Rep1_13.4,31.4
18-3724_Rep1_14.3,29.94
18-3724_Rep1_13.5,36.13
18-3724_Rep1_9.3,31.92
18-3724_Rep1_13.6,31.83
18-3724_Rep1_13.1,27.86
18-3724_Rep1_9.1,26.07
18-3724_Rep1_14.4,22.43
18-3724_Rep1_12.2,30.43
18-3724_Rep1_11.2,32.91
18-3724_Rep1_13.3,26.17
18-3724_Rep1_13.2,27.18
18-3724_Rep1_9.2,26.4
18-3724_Rep1_9.4,32.98
18-3724_Rep1_11.3,31.46
18-3724_Rep1_14.2,25.08
18-3728_Rep1_1.2,32.75
18-3724_Rep1_14.1,32.71
18-3728_Rep1_1.4,31.48
18-3728_Rep1_3.2,35.84
18-3728_Rep1_4.6,35.04
18-3728_Rep1_3.4,31.35
18-3728_Rep1_5.4,28.35
18-3728_Rep1_4.2,35.29
18-3728_Rep1_5.2,25.38
18-3728_Rep1_4.4,33.06
18-3728_Rep1_2.1,29.33
18-3728_Rep1_4.1,32.41
18-3728_Rep1_4.3,27.51
18-3728_Rep1_2.2,34.64
18-3728_Rep1_5.1,30.7
18-3728_Rep1_3.6,34.43
18-3728_Rep1_4.5,36.07
18-3728_Rep1_5.6,32.5
18-3728_Rep1_3.5,33.15
18-3728_Rep1_5.5,34.74
18-3728_Rep1_5.3,32.96
18-3726_Rep1_2.2,34.02
18-3726_Rep1_4.6,32.23
18-3726_Rep1_5.1,29.64
18-3726_Rep1_2.4,29.14
18-3726_Rep1_2.6,28.5
18-3726_Rep1_3.1,33
18-3726_Rep1_4.5,30.93
18-3726_Rep1_2.3,29.65
18-3726_Rep1_2.1,25.3
18-3726_Rep1_4.2,31.16
18-3726_Rep1_2.5,28.76
18-3726_Rep1_4.3,32.87
18-3726_Rep1_1.1,25.89
18-3726_Rep1_4.1,30.8
18-3726_Rep1_4.4,37.76
18-3726_Rep1_3.3,26.46
18-3726_Rep1_1.2,36.06
18-3726_Rep1_5.2,29.76
18-3726_Rep1_3.2,30.29
